,WS_10,WS_50,WS_100,WS_150,WS_200,temp_air_1,GHI,DNI,DHI,Price
2021-07-09 01:15:00,0.0,0.38917500000000005,0.752775,0.9588749999999999,0.835275,286.391613225,0.0,0.0,0.0,0
2021-07-09 01:30:00,0.0,0.25945,0.50185,0.63925,0.55685,286.37448035,0.0,0.0,0.0,0
2021-07-09 01:45:00,0.0,0.12972499999999998,0.25092500000000006,0.31962500000000005,0.2784249999999999,286.357347475,0.0,0.0,0.0,0
2021-07-09 02:00:00,0.0,0.0,0.0,0.0,0.0,286.3402146,0.0,0.0,0.0,0
2021-07-09 02:15:00,0.0,0.0,0.022375,0.0,0.0,286.309469025,0.1978247806227985,0.7293836079192907,0.13682497267643481,0
2021-07-09 02:30:00,0.0,0.0,0.04475,0.0,0.0,286.27872345000003,0.395649561245597,1.4587672158385814,0.27364994535286963,0
2021-07-09 02:45:00,0.0,0.0,0.06712499999999999,0.0,0.0,286.247977875,0.5934743418683955,2.188150823757872,0.41047491802930447,0
2021-07-09 03:00:00,0.0,0.0,0.0895,0.0,0.0,286.2172323,0.791299122491194,2.9175344316771628,0.5472998907057393,0
2021-07-09 03:15:00,0.0,0.0,0.06712499999999999,0.0,0.0,286.36639175,15.43205797712867,31.874657310231687,10.97866629579696,0
2021-07-09 03:30:00,0.0,0.0,0.04475,0.0,0.0,286.5155512,30.072816831766144,60.83178018878621,21.410032700888184,0
2021-07-09 03:45:00,0.0,0.0,0.022375000000000006,0.0,0.0,286.66471064999996,44.71357568640362,89.78890306734074,31.841399105979406,0
2021-07-09 04:00:00,0.0,0.0,0.0,0.0,0.0,286.8138701,59.3543345410411,118.74602594589527,42.272765511070624,0
2021-07-09 04:15:00,0.0,0.0,0.023475,0.16195,0.157275,287.22139,81.18319386535032,137.48302598464304,54.6099923701414,0
2021-07-09 04:30:00,0.0,0.0,0.04695,0.3239,0.31455,287.6289099,103.01205318965955,156.2200260233908,66.94721922921218,0
2021-07-09 04:45:00,0.0,0.0,0.070425,0.48585,0.471825,288.0364298,124.84091251396877,174.95702606213854,79.28444608828295,0
2021-07-09 05:00:00,0.0,0.0,0.0939,0.6478,0.6291,288.4439497,146.669771838278,193.6940261008863,91.62167294735373,0
2021-07-09 05:15:00,0.0,0.0,0.070425,0.566575,0.5595,288.96110295,169.06950376563924,202.18311466239697,105.27580068582694,0
2021-07-09 05:30:00,0.0,0.0,0.04695,0.48535000000000006,0.4899,289.47825620000003,191.46923569300048,210.67220322390767,118.92992842430013,0
2021-07-09 05:45:00,0.0,0.0,0.023474999999999996,0.404125,0.4203,289.99540945,213.86896762036176,219.16129178541834,132.58405616277332,0
2021-07-09 06:00:00,0.0,0.0,0.0,0.3229,0.3507,290.5125627,236.268699547723,227.650380346929,146.23818390124654,0
2021-07-09 06:15:00,0.0,0.074375,0.175775,0.523475,0.5756749999999999,290.935950925,237.79251833594049,217.697695874764,144.6705580767385,0
2021-07-09 06:30:00,0.0,0.14875,0.35155,0.7240500000000001,0.80065,291.35933915,239.316337124158,207.745011402599,143.10293225223046,0
2021-07-09 06:45:00,0.0,0.223125,0.5273249999999999,0.924625,1.025625,291.782727375,240.8401559123755,197.79232693043397,141.53530642772242,0
2021-07-09 07:00:00,0.0,0.2975,0.7031,1.1252,1.2506,292.2061156,242.363974700593,187.83964245826897,139.96768060321438,0
2021-07-09 07:15:00,0.0896,0.500425,0.9028499999999999,1.2657,1.42935,292.565546175,267.26751959578075,192.1597794153406,158.13979545781348,0
2021-07-09 07:30:00,0.1792,0.7033499999999999,1.1026,1.4062000000000001,1.6080999999999999,292.92497675,292.1710644909685,196.47991637241228,176.31191031241258,0
2021-07-09 07:45:00,0.2688,0.9062749999999999,1.3023500000000001,1.5467,1.78685,293.28440732499996,317.0746093861562,200.80005332948394,194.4840251670117,0
2021-07-09 08:00:00,0.3584,1.1092,1.5021,1.6872,1.9656,293.6438379,341.978154281344,205.12019028655558,212.6561400216108,0
2021-07-09 08:15:00,0.4174,1.18605,1.5868,1.75125,1.9778,293.8372698,398.69757248876454,215.44301834901253,255.8930410547084,0
2021-07-09 08:30:00,0.47640000000000005,1.2629000000000001,1.6715,1.8153000000000001,1.9900000000000002,294.0307017,455.416990696185,225.76584641146948,299.12994208780594,0
2021-07-09 08:45:00,0.5354000000000001,1.33975,1.7562,1.87935,2.0022,294.2241336,512.1364089036055,236.08867447392643,342.3668431209035,0
2021-07-09 09:00:00,0.5944,1.4166,1.8409,1.9434,2.0144,294.4175655,568.855827111026,246.41150253638338,385.6037441540011,0
2021-07-09 09:15:00,0.5704750000000001,1.381175,1.8005,1.880025,1.9300750000000002,294.62135545,583.8072256227795,257.4075620039503,388.14403147801914,0
2021-07-09 09:30:00,0.54655,1.34575,1.7601,1.81665,1.8457500000000002,294.8251454,598.758624134533,268.4036214715173,390.6843188020372,0
2021-07-09 09:45:00,0.522625,1.310325,1.7197,1.753275,1.761425,295.02893535000004,613.7100226462865,279.39968093908425,393.2246061260553,0
2021-07-09 10:00:00,0.4987,1.2749,1.6793,1.6899,1.6771,295.2327253,628.66142115804,290.3957404066512,395.7648934500733,0
2021-07-09 10:15:00,0.374025,1.0021499999999999,1.3928500000000001,1.4453,1.4858,295.307174175,655.6848462446417,322.64654259685915,393.9389979312589,0
2021-07-09 10:30:00,0.24935,0.7293999999999999,1.1064,1.2006999999999999,1.2945,295.38162305000003,682.7082713312434,354.897344787067,392.1131024124445,0
2021-07-09 10:45:00,0.12467499999999998,0.45665,0.8199500000000001,0.9561,1.1032000000000002,295.456071925,709.7316964178452,387.1481469772749,390.28720689363007,0
2021-07-09 11:00:00,0.0,0.1839,0.5335,0.7115,0.9119,295.5305208,736.755121504447,419.39894916748284,388.46131137481564,0
2021-07-09 11:15:00,0.0,0.13792500000000002,0.40012499999999995,0.533625,0.707825,295.6000744,722.8581802040077,411.93866409532404,381.2413479760698,0
2021-07-09 11:30:00,0.0,0.09195,0.26675,0.35575,0.50375,295.669628,708.9612389035685,404.4783790231652,374.02138457732394,0
