,WS_1,WS_50,WS_100,WS_150,WS_200,WD_1,WD_50,WD_100,WD_150,WD_200,temp_air_1,ghi,dni,dhi,Price
2012-12-03 04:00:00,1.4136593272348312,4.1118443331683086,5.5958086243168434,6.1188574366987005,7.38574852961003,192.4832093035606,197.0640335389732,201.74213716281272,207.70933842830965,209.51072603446545,275.9719174926522,0.0,0.0,0.0,59.303
2012-12-03 05:00:00,1.6867049105806138,4.7113622409172216,6.364406147386477,6.801138421623839,8.15691693560666,188.2994009116774,191.72221465542032,195.21599210756125,200.5232091693676,202.3753501427858,275.8736579738823,0.0,0.0,0.0,59.303
2012-12-03 06:00:00,1.838611057726794,5.030779173107282,6.773161586344366,7.624113675613873,9.16126628655069,193.5200243523157,196.628139733958,199.7961726082762,207.1543140621525,209.2800476385328,275.99214251318136,0.0,0.0,0.0,62.765
2012-12-03 07:00:00,1.8824801868167904,5.206186359301131,7.020605068078044,7.845206042047242,9.39869787221854,198.0939236140765,202.32334525884187,206.6382548133517,216.63371436086825,219.5315603653515,276.56829587489244,0.0,0.0,0.0,90.55
2012-12-03 08:00:00,1.977033068279076,5.44843976476142,7.343016056737907,8.223882865063928,9.82941066059405,204.21538461772255,208.3512956714552,212.573938104593,223.63209906126477,226.7244788218441,277.53289312072525,1.600000023841858,0.0,1.600000023841858,61.049
2012-12-03 09:00:00,2.3203755770925536,5.867130341906078,7.788703824865022,9.082596286544389,10.843322281842154,214.41169482973413,217.9255792440301,221.5090243919328,230.1893160361613,232.82982529692453,278.9705548260804,11.0241133455287,0.0,11.0241133455287,55.27
2012-12-03 10:00:00,2.798229130912428,7.215240118241488,9.61043162524889,10.93791945488254,12.90114460681566,241.4900899050628,244.30542025823277,247.1781782880958,251.6726785446805,253.42995134308785,280.3129583898552,28.14680986676062,0.0,28.14680986676062,55.2
2012-12-03 11:00:00,3.2657576961246355,7.017770733140823,9.050076546648102,10.282258823764227,12.002042754272267,253.49952026034725,255.1692764687191,256.8694886940639,260.41684938802507,261.70960805422794,281.8934155964897,17.06836125099422,0.0,17.06836125099422,53.952
2012-12-03 12:00:00,3.379458694351891,6.895209678023982,8.812271480682577,10.162400461080754,11.750495791686925,252.8190810374025,254.15134207419507,255.5075821674896,258.57332698166323,259.91696558832854,283.0231291384865,16.226487785750262,0.0,16.226487785750262,55.03
2012-12-03 13:00:00,3.220999029005852,6.789761948997404,8.727029429059113,10.206661392245875,11.727254060881664,251.60067882411224,252.9424377983966,254.31139109533268,256.8542594165717,258.295152238523,283.6810478027062,48.68305678112928,0.0,48.68305678112928,55.27
