,WS_1,WS_50,WS_100,WS_150,WS_200,WD_1,WD_50,WD_100,WD_150,WD_200,temp_air_1,ghi,dni,dhi,Price,
1/1/2012 0:00,2.803427501,6.289075507,8.109686624,8.777117749,10.33507628,163.2749487,166.8878977,170.5735363,179.0672286,181.6892832,276.7673248,0.035120875,0,0.035120875,35.171,
1/1/2012 1:00,2.791624488,6.275260646,8.09331938,8.910805796,10.4079851,166.3350179,170.3653116,174.4806645,181.7799346,184.472472,277.3744227,0.017560438,0,0.017560438,35.171,
1/1/2012 2:00,3.03680711,6.65642712,8.5477095,9.467695433,10.86499506,168.6746613,172.2646436,175.9297168,181.4956207,184.134709,278.0158794,0,0,0,35.171,
1/1/2012 3:00,3.405580901,7.233561025,9.237669973,10.43509344,11.79301663,176.7051441,179.3923662,182.1395766,185.4649149,187.9600712,278.6558875,0,0,0,35.171,
1/1/2012 4:00,3.649362705,7.54243965,9.58477394,10.86428256,12.08175953,188.3957933,190.4830278,192.6082726,195.2514133,197.96617,279.2908185,0,0,0,35.171,
1/1/2012 5:00,3.499648463,7.453852303,9.523786693,10.8313264,11.95509952,203.1703136,205.3214714,207.5157869,210.5102488,213.4960375,279.7674812,0,0,0,35.171,
1/1/2012 6:00,3.427383284,7.469408427,9.580752321,10.97438211,12.11045174,219.7833349,221.6865213,223.6254124,226.4895217,229.3875021,280.0472697,0,0,0,35.171,
1/1/2012 7:00,3.435707318,7.593747778,9.764771008,11.11137587,12.31936233,234.4285869,236.3889024,238.3847215,241.1562183,243.5131853,280.4168755,0,0,0,35.64,
1/1/2012 8:00,3.305037945,7.195797909,9.227264611,10.43038672,11.53556078,238.928469,240.8331129,242.7789852,245.6283565,247.8099972,280.8672582,0,0,0,35.489,
1/1/2012 9:00,3.21950569,7.056682196,9.061015979,10.2336608,11.34601719,237.9929194,239.6666812,241.3793158,243.8891596,245.714567,281.0325338,7.215659473,0,7.215659473,35.398,
1/1/2012 10:00,3.034384578,6.533924355,8.364099392,9.386560385,10.43440714,236.638281,238.1911566,239.7708625,242.4212156,244.1049381,281.3177409,29.74101723,0,29.74101723,35.64,
1/1/2012 11:00,3.105090228,6.639921043,8.48877471,9.440522835,10.53473954,233.1502624,234.8761027,236.6349024,239.2254941,240.8132239,281.1667173,53.14887087,0,53.14887087,35.725,
1/1/2012 12:00,3.201125357,6.745651183,8.601735216,9.548955308,10.65457103,229.3545036,230.8954477,232.4697214,234.482499,236.0589479,281.1252677,65.22899135,4.594563991,64.39384552,35.65,
1/1/2012 13:00,3.499452172,7.308295454,9.304196133,10.27151382,11.49440458,229.5018164,231.0317406,232.5964124,234.3211898,235.7251105,281.301317,63.1754299,63.92638088,53.79906361,36.239,
1/1/2012 14:00,3.533316717,7.433134651,9.475069106,10.4114267,11.62866917,229.7711012,231.3054053,232.8747216,234.6220436,235.9797313,281.165081,39.62974951,142.7086991,28.29187495,37.098,
1/1/2012 15:00,3.29074881,7.236903785,9.298405276,10.25371074,11.51820907,227.8728956,229.7555653,231.6788952,233.6731413,235.0666153,280.9777548,13.0832132,0,13.0832132,39.629,
1/1/2012 16:00,2.847207008,6.533665308,8.457998669,9.423823962,10.55353212,216.7802199,219.3235187,221.9188366,224.5590076,226.5010832,280.7644496,0,0,0,42.419,
1/1/2012 17:00,2.785737841,6.495458013,8.432592604,9.460867278,10.53098478,210.0070008,212.3607839,214.756965,217.395337,219.459989,280.6832934,0,0,0,48.663,
1/1/2012 18:00,3.13924356,6.974176658,8.978341412,10.04120271,11.15388573,206.6945131,208.7357869,210.8194842,213.091761,215.0477024,280.6083923,0,0,0,50.364,
1/1/2012 19:00,3.162181193,6.788377883,8.685557962,9.788953834,10.77002139,205.544813,207.4067446,209.3053017,211.6014384,214.0300029,281.0096163,0,0,0,50.364,
1/1/2012 20:00,2.878219244,6.272644647,8.046149429,9.1753432,10.00695669,202.9159347,204.9492337,207.0257874,209.3204472,212.0683275,281.0193958,0,0,0,50.364,
1/1/2012 21:00,2.736416068,6.069288734,7.809158848,8.902481307,9.603802739,198.7477376,200.7462149,202.7891017,204.9901249,207.8610784,280.9588875,0,0,0,50.707,
1/1/2012 22:00,2.540673479,5.754305446,7.431586499,8.517341317,9.239851971,194.0905989,196.2489933,198.4557473,200.3693288,203.7616852,280.7979309,0,0,0,50.233,
1/1/2012 23:00,2.614166224,5.892500693,7.605900774,8.659906515,9.443011896,199.5305788,201.1622035,202.8321424,204.4077801,207.3520507,280.6994174,0,0,0,41.799,
1/2/2012 0:00,2.620106805,5.816641111,7.487211491,8.504217928,9.281126803,209.3831602,210.9091641,212.4600795,214.1871676,217.1352819,280.4434123,0,0,0,32.158,
1/2/2012 1:00,2.709441728,5.942563756,7.630038048,8.639298392,9.440948073,222.3323877,223.5335568,224.7623355,226.0141622,228.5274104,280.4690702,0,0,0,32.158,
1/2/2012 2:00,2.851439262,6.185242679,7.927808638,8.940710266,9.718423281,239.4544453,240.7001311,241.9716861,243.2756643,245.2576184,280.7018037,0,0,0,32.158,
1/2/2012 3:00,2.837289582,6.098789079,7.803929243,8.713987122,9.393104121,251.2783393,252.6751263,254.1043992,256.0353303,257.9302604,280.5627007,0,0,0,32.158,
1/2/2012 4:00,2.935048265,6.271821123,8.017029366,8.898105694,9.590699568,253.7018538,255.0011088,256.3274723,257.8569496,259.5080067,280.4037069,0,0,0,32.158,
1/2/2012 5:00,2.715285263,6.090140478,7.851618111,8.776467313,9.473239475,251.2936616,252.9173984,254.5720344,255.8217232,257.2348566,279.9067524,0,0,0,32.302,
1/2/2012 6:00,2.763541222,6.347218273,8.218036584,9.233325318,9.921056571,245.4578666,247.0845937,248.7416907,249.898641,251.2595075,279.51927,0,0,0,33.697,
1/2/2012 7:00,3.07668744,6.821139194,8.779379499,9.84455461,10.55589881,244.7037064,245.8846605,247.092714,247.9449747,249.0271358,279.3797657,0,0,0,35.92,
1/2/2012 8:00,3.106911868,6.909336462,8.895695056,9.974139336,10.79367749,245.5517151,246.6827005,247.8324951,248.7663471,249.8269154,279.0925439,0,0,0,43.76,
1/2/2012 9:00,3.15954492,6.980663526,8.977271829,10.04628786,10.90766145,246.6150043,247.7655649,248.938928,249.8795411,250.8950834,279.0871616,17.74995744,0,17.74995744,35.551,
1/2/2012 10:00,3.291739479,7.037066449,8.995152027,10.084791,11.05547942,247.9112128,249.0870904,250.2849272,251.3149557,252.4331893,279.1940902,73.94382863,128.2607162,54.78862533,35.382,
1/2/2012 11:00,3.416021648,7.092988445,9.02162385,9.977021687,10.926099,246.1972842,247.3815255,248.5901285,249.7506039,250.7739824,279.5496554,108.1054525,232.9330191,65.33118608,34.745,
1/2/2012 12:00,3.654338339,7.346278687,9.289834815,10.16601551,11.11392662,245.6878122,246.5444598,247.4251862,248.2825169,248.9746882,279.6764591,136.8711448,482.8351904,48.34638349,33.888,
1/2/2012 13:00,3.582839657,7.244054715,9.17096117,9.951792464,10.94539148,242.9980642,243.7611194,244.5411982,245.1679912,245.7536431,279.7017611,120.1523607,588.8653445,32.70707893,33.888,
1/2/2012 14:00,3.647367846,7.455935028,9.457630083,10.24439346,11.30526401,239.9144409,240.6738723,241.4446209,242.0638075,242.5860595,279.1460781,71.27812726,546.7138464,26.73673457,34.174,
1/2/2012 15:00,4.177683215,8.389706232,10.60640331,11.3532526,12.60850572,240.5153242,241.0375639,241.572955,242.1101258,242.4196203,278.1084706,15.82077826,0,15.82077826,34.522,
1/2/2012 16:00,4.064399659,8.211681177,10.39220855,11.16600664,12.54653351,238.8173236,239.4758754,240.1457469,240.9366563,241.3181016,277.9023053,0,0,0,43.722,
1/2/2012 17:00,3.996990411,7.96833459,10.06304375,10.74199011,12.09484143,237.6131525,238.1305041,238.6611756,239.4974514,239.9822843,277.7192083,0,0,0,43.722,
1/2/2012 18:00,4.024520984,8.020829145,10.12701291,10.8008021,12.1773401,239.0907156,239.4650521,239.8503038,240.9469744,241.5085398,277.4044623,0,0,0,40.282,
1/2/2012 19:00,3.981542492,7.871904438,9.925451221,10.47222596,11.89012415,242.2874099,242.4434382,242.6000548,243.5962359,243.9248989,277.131668,0,0,0,40.282,
1/2/2012 20:00,3.607107235,7.418267971,9.419228257,9.954670308,11.44362407,241.547675,241.9907203,242.4479129,243.4704721,243.8112543,277.1656653,0,0,0,35.367,
1/2/2012 21:00,3.426889048,7.153975936,9.107431165,9.531554753,11.06167818,238.6855236,239.4758724,240.285039,241.5456137,242.0171919,277.2313621,0,0,0,34.496,
1/2/2012 22:00,3.238647291,7.060721806,9.059951025,9.47267435,11.04165086,233.6255903,234.8692171,236.1354009,237.9031798,238.5734205,277.0077256,0,0,0,33.794,
1/2/2012 23:00,3.60495852,7.569248005,9.647282475,10.02599154,11.67425564,230.9206698,231.9544421,233.014255,234.604284,235.1729587,277.0709612,0,0,0,32.232,
1/3/2012 0:00,3.616902186,7.611161891,9.70232165,10.05158588,11.70232607,229.2435706,230.3267389,231.4308803,232.7157023,233.3382175,277.3876319,0,0,0,33.169,
1/3/2012 1:00,3.671698658,7.824416467,9.997826012,10.32720139,12.05839145,230.4338373,231.4783766,232.5450191,233.8782996,234.4394066,277.3178288,0,0,0,33.169,
1/3/2012 2:00,3.58163361,7.727462957,9.896323484,10.36861011,12.12534046,227.8886212,229.0875574,230.3099402,231.7544401,232.3597469,277.4998618,0,0,0,33.169,
1/3/2012 3:00,3.585802736,7.686309742,9.831175242,10.25658514,11.96124169,223.1914958,224.1841009,225.2018757,226.5639499,227.1865857,277.6019801,0,0,0,33.169,
1/3/2012 4:00,3.642529268,7.816953955,10.00062096,10.5794696,12.26931726,220.3813852,221.2229557,222.0824168,223.6823053,224.232752,277.7683332,0,0,0,33.169,
1/3/2012 5:00,3.611216617,7.822844607,10.02586488,10.67290916,12.31025755,212.8405771,214.3406323,215.8710055,217.3379338,218.1366499,277.8927647,0,0,0,33.169,
1/3/2012 6:00,3.780501738,8.033830358,10.26060074,11.05777918,12.54193362,208.5473376,209.8551623,211.1848833,212.8136493,213.6063845,278.2113226,0,0,0,33.846,
1/3/2012 7:00,3.927957901,8.346739701,10.6599639,11.62068791,12.92767803,196.7455146,198.3899282,200.0671146,201.7097235,202.7689336,278.2138833,0,0,0,40.775,
1/3/2012 8:00,4.570064459,9.319886609,11.81639398,13.04010991,14.25373543,189.6945509,190.9340885,192.2032398,193.5060183,194.5367545,278.5851769,0,0,0,38.14,
1/3/2012 9:00,5.282574376,10.4766304,13.21757506,14.37051744,15.52359345,182.8102032,183.9208402,185.0570097,185.8713294,187.1774818,278.5823781,7.530425936,0,7.530425936,32.909,
1/3/2012 10:00,5.707946174,11.22190465,14.13542849,15.38970898,16.67166318,179.7786673,180.9463967,182.1404159,183.2991805,184.2765629,278.4105872,14.34105439,0,14.34105439,32.377,
1/3/2012 11:00,6.372462522,11.75149448,14.63651429,15.98855685,17.59854575,170.482568,171.4581508,172.4570113,173.5267404,174.8728431,277.3480076,9.160888921,0,9.160888921,32.567,
1/3/2012 12:00,5.011698181,11.1374284,14.33607927,15.86308807,18.29363833,167.7346589,169.2438025,170.7850584,173.7741463,175.5650794,276.8720151,6.656966751,0,6.656966751,32.567,
1/3/2012 13:00,5.622754137,12.03600103,15.39093823,16.11353113,18.22676061,185.8186083,187.5385387,189.2914841,192.7901631,194.4310485,278.4369736,8.189044644,0,8.189044644,32.861,
1/3/2012 14:00,6.043171621,11.95394336,15.07380937,15.70702596,18.04508274,207.3638395,208.6367271,209.9334662,211.949614,212.7911238,281.061286,7.596147362,0,7.596147362,33.169,
1/3/2012 15:00,5.819186242,11.63798812,14.70359658,14.90522905,17.17599884,227.5795997,228.2474413,228.9248213,230.7108158,231.2194956,281.6613804,2.289882516,0,2.289882516,33.846,
1/3/2012 16:00,5.575105425,11.37909553,14.42756077,14.50873163,16.79149834,229.2207801,230.2310201,231.2619565,232.7058437,233.2290156,281.0561679,0,0,0,39.046,
1/3/2012 17:00,6.265562098,12.52680757,15.82627218,16.01099776,18.47010069,223.8462901,224.6770303,225.5179187,226.3296123,226.8879046,280.003456,0,0,0,45.557,
1/3/2012 18:00,7.285555994,14.24261621,17.92294102,18.15544819,20.89541286,232.8040012,233.1524832,233.5095271,234.1989987,234.4581308,280.1040075,0,0,0,36.026,
1/3/2012 19:00,7.920907272,15.34778647,19.28328067,19.49032789,22.36534986,235.4258213,236.0685,236.7179539,237.2354634,237.5595411,279.6229262,0,0,0,34.87,
1/3/2012 20:00,8.096572347,15.58150367,19.55348272,19.9494926,22.85940645,236.3621201,237.035477,237.728126,238.7703572,239.1909969,279.4535508,0,0,0,34.125,
1/3/2012 21:00,8.013115708,15.4674771,19.41976744,19.72332254,22.5643025,240.8949116,241.7013545,242.5251935,243.7412705,244.2073317,279.7033273,0,0,0,33.169,
1/3/2012 22:00,8.227339682,15.94405317,20.03139433,20.27025211,23.19992114,243.7614931,244.4670547,245.182619,246.28905,246.7022405,279.7538289,0,0,0,33.169,
1/3/2012 23:00,8.470135473,16.33174544,20.50221689,20.69454213,23.57458785,250.7312834,251.3485626,251.9814484,252.7850012,253.1741856,280.0471108,0,0,0,33.169,
1/4/2012 0:00,8.719329289,16.74969554,21.01172199,21.08629009,23.907384,257.4807925,257.9523089,258.4400246,259.1872495,259.4912672,280.087681,0,0,0,32.478,
1/4/2012 1:00,8.810163986,16.8243393,21.08271133,21.34106639,23.88381376,262.4274495,262.8897264,263.3640468,263.9833847,264.3050573,280.1963516,0,0,0,32.478,
1/4/2012 2:00,8.34844252,15.96032649,20.00557727,20.63627333,22.7348123,265.123904,265.6506389,266.1895062,266.8027839,267.168832,280.0423316,0,0,0,32.478,
1/4/2012 3:00,7.998859626,15.30560336,19.18876495,19.93177168,21.82475365,267.4927909,268.0328039,268.5783902,269.1673982,269.5633297,279.9818619,0,0,0,32.478,
1/4/2012 4:00,7.680560047,14.70398321,18.43520328,19.27026475,20.98065618,270.5230742,271.0471039,271.5879724,272.1669255,272.584462,279.5153058,0,0,0,32.478,
1/4/2012 5:00,7.342864029,14.03964084,17.59780104,18.63584449,20.24069181,275.5983318,276.0453218,276.5011224,277.208008,277.6526344,279.2985554,0,0,0,32.478,
1/4/2012 6:00,6.819995419,13.02073484,16.31636585,17.36257913,18.78853084,280.856582,281.343814,281.844819,282.8100463,283.4084015,278.7573998,0,0,0,33.081,
1/4/2012 7:00,6.536333113,12.37411536,15.48228872,16.52391258,17.76825823,285.7056524,286.1667592,286.6357869,287.7983637,288.4529085,278.7262387,0,0,0,39.984,
1/4/2012 8:00,5.926246276,11.39407084,14.29685597,15.53084733,16.69609033,283.7803235,284.3998554,285.0294901,286.3245642,287.1501908,279.0685661,0,0,0,42.791,
1/4/2012 9:00,6.029724655,11.47171328,14.36683594,15.6776419,16.76332427,282.5276797,283.0539078,283.5868044,284.3892887,285.0577193,278.4481578,13.93089523,0,13.93089523,34.188,
1/4/2012 10:00,5.763334469,10.93452304,13.68725373,14.81561522,15.88104327,286.2783564,286.6669514,287.0676575,287.5496252,288.0232946,278.433796,69.56986912,88.66025676,56.11613252,33.336,
1/4/2012 11:00,5.57532125,10.72971309,13.46524446,14.65820585,15.72989909,286.2631882,286.73572,287.220216,287.8239949,288.4854258,278.6191217,91.38910406,109.7105102,70.91580315,31.766,
1/4/2012 12:00,5.194888129,10.0421442,12.61155592,13.76621768,14.715259,279.8783916,280.612866,281.3604587,282.0917397,282.6115842,278.703892,99.65538844,159.0298314,69.9372367,31.766,
1/4/2012 13:00,5.589633555,10.65119785,13.34293484,14.58808313,15.54101568,273.8227724,274.3163706,274.820303,275.3159974,275.7769952,278.8428547,100.3894348,348.0346419,47.31155937,32.296,
1/4/2012 14:00,5.797980633,11.17518617,14.02882954,15.31322447,16.34364097,270.7088991,271.2693497,271.8409443,272.2969157,272.7544313,278.8080724,65.15433827,461.1098133,25.5624484,33.021,
1/4/2012 15:00,5.699714788,11.12136518,13.98923158,15.28813247,16.34878841,268.6018403,269.1013678,269.6106713,270.1397368,270.6010622,278.403319,17.73669141,0,17.73669141,34.188,
1/4/2012 16:00,5.531464328,10.89918682,13.73500769,15.06225638,16.15845629,265.0952097,265.6464073,266.2104323,266.725325,267.1080997,278.5587726,0,0,0,36.537,
1/4/2012 17:00,5.395998617,10.55482366,13.2833343,14.52128107,15.62546658,258.7012121,259.2055038,259.7153143,260.4176681,260.9548345,278.5785499,0,0,0,38.041,
1/4/2012 18:00,5.636512099,10.93635815,13.74307953,14.9788545,16.02039892,256.0757263,256.470755,256.8736014,257.889756,258.9657432,278.741423,0,0,0,36.732,
1/4/2012 19:00,5.361992287,10.49188254,13.2053639,14.15611307,15.22423579,256.3567182,256.9227008,257.5006819,258.3456394,259.076909,278.833155,0,0,0,34.902,
1/4/2012 20:00,5.315797285,10.25540466,12.87456276,13.9709269,15.21672372,254.7177732,255.2513368,255.8008135,256.6425009,257.2334221,278.8752574,0,0,0,34.078,
1/4/2012 21:00,5.12330938,10.10249358,12.73017012,13.64528446,15.02493867,252.2577894,252.9963732,253.7487829,254.7258551,255.2221744,278.8849682,0,0,0,33.332,
1/4/2012 22:00,5.27610078,10.30103289,12.96092957,13.46273082,14.89418213,240.2380267,240.9457691,241.6653472,242.1967766,242.6251482,279.1282617,0,0,0,32.812,
1/4/2012 23:00,5.07270077,10.07532201,12.71383486,12.93940814,14.84680006,238.4806959,239.1991856,239.931072,240.9897116,241.5278886,279.071486,0,0,0,32.478,
1/5/2012 0:00,4.243724467,8.75168752,11.11818809,11.50000042,13.34212023,240.8176885,241.8071098,242.8151904,243.9894499,244.5043222,279.2980601,0,0,0,33.284,
1/5/2012 1:00,4.401516417,8.925150069,11.30307349,12.29797114,13.66215024,243.837705,244.5118745,245.2038547,246.835527,247.3613566,279.0703334,0,0,0,33.284,
1/5/2012 2:00,3.920601401,7.829452007,9.889316333,10.73186001,11.65127624,227.4465968,228.5476564,229.6742803,230.1165703,231.2711772,278.4235655,0,0,0,33.284,
1/5/2012 3:00,3.008473386,6.051000671,7.653300977,8.575374491,9.422195858,220.5348519,222.2043795,223.9076568,222.550768,225.7806923,279.3199208,0,0,0,33.284,
1/5/2012 4:00,4.427834844,8.581203904,10.78127825,12.48530866,13.49063547,268.1473674,269.0190395,269.9100218,272.2749663,273.9334574,278.9479438,0,0,0,33.284,
1/5/2012 5:00,6.501333317,12.49782619,15.68026376,17.49289786,18.92054233,287.5085034,289.131775,290.7844299,292.73894,294.0822383,278.1965193,0,0,0,33.284,
1/5/2012 6:00,6.25790019,12.33133976,15.54023606,16.74226112,17.8986754,294.2824332,294.7635963,295.2555581,296.2275551,296.5844315,278.4941385,0,0,0,34.056,
1/5/2012 7:00,5.194132573,10.53010295,13.3342073,14.46228982,15.57454455,290.9783482,291.7504419,292.5396796,293.5130058,293.9385021,278.7741794,0,0,0,36.931,
1/5/2012 8:00,4.334027721,8.896174443,11.29231995,12.36793226,13.39941945,282.511332,283.7133196,284.9400524,286.2569204,287.1890391,278.5209105,0,0,0,42.985,
1/5/2012 9:00,3.556494439,7.36094499,9.356847272,10.13541662,10.94539818,278.112963,279.6253853,281.1655065,282.5665132,283.9227796,278.6262786,12.29768504,0,12.29768504,37.935,
1/5/2012 10:00,2.952374983,5.953330241,7.532667068,8.088302983,8.709853752,284.3444494,284.8323306,285.3293034,285.8274225,287.0747436,278.3915907,64.00703701,51.16546584,56.17161235,35.363,
1/5/2012 11:00,3.098216907,5.941883,7.451264993,8.013535741,8.578060354,304.2340706,304.5475849,304.8732164,304.9715685,305.939406,278.6881406,92.38293887,110.1440454,71.6435498,34.387,
1/5/2012 12:00,3.491821079,6.960019753,8.787215048,9.421289981,10.19860141,317.2941158,317.9978648,318.7175722,318.9715754,319.6411334,278.692905,120.2426943,301.1792016,63.37339966,33.665,
1/5/2012 13:00,4.176122942,7.882455865,9.858142115,10.45661406,11.08817678,324.4121134,324.9792203,325.5593665,325.7698326,326.1960923,278.2424712,111.663815,447.6044054,42.42338708,33.665,
1/5/2012 14:00,5.070649819,9.28416701,11.54932396,12.71221054,13.7321396,323.154336,323.6510498,324.1577936,324.8010832,325.7481292,277.2388949,59.5488254,359.1459079,27.86242723,33.879,
1/5/2012 15:00,5.93775391,11.5197292,14.47702571,15.93116147,17.78495828,327.8476117,328.5438189,329.2493434,330.290778,331.0395084,275.7612354,11.94928393,0,11.94928393,34.277,
1/5/2012 16:00,5.921335638,11.51589622,14.47783821,15.18455418,17.39015055,334.7378262,335.39,336.0509227,337.5095864,337.9057228,275.552089,0,0,0,40.86,
1/5/2012 17:00,4.859169769,9.581209043,12.07618289,12.1247961,14.06831507,338.8987733,339.5552099,340.2214365,342.1936068,342.5652387,275.8120698,0,0,0,45.754,
1/5/2012 18:00,3.815668528,7.679055343,9.712744712,9.899215576,11.29228147,338.5518953,339.2059585,339.8708959,341.1898019,341.5868967,275.9829609,0,0,0,38.609,
1/5/2012 19:00,3.091541055,6.461493417,8.227976164,8.520861539,9.672143762,335.3546784,336.0263947,336.7099791,338.0313108,338.5221003,276.0882683,0,0,0,36.21,
1/5/2012 20:00,2.249739999,5.460712338,7.140108595,7.48687778,8.549279912,335.3630346,336.0718024,336.7961412,338.0403411,338.4873228,275.5312716,0,0,0,34.581,
1/5/2012 21:00,1.821079855,4.992769626,6.66867389,7.088722975,8.124365653,340.7401002,341.4064965,342.0872276,343.2289826,343.5943449,275.1254978,0,0,0,34.324,
1/5/2012 22:00,2.007855433,5.182262562,6.85111834,7.288291449,8.223831869,342.8645483,344.1314245,345.4194546,346.8877003,347.6992342,274.8600377,0,0,0,33.298,
1/5/2012 23:00,1.937901354,5.018102346,6.638460734,7.16922035,8.073936609,346.1802797,347.7816827,349.4171528,351.2596763,352.4751691,274.8370172,0,0,0,33.284,
1/6/2012 0:00,1.870848878,4.988123745,6.631438387,7.328582591,8.162982879,345.4796218,347.5583147,349.6787358,351.807345,353.6120557,274.585148,0,0,0,34.09,
1/6/2012 1:00,2.002404073,5.173738356,6.840215093,7.638733495,8.418316212,341.2093037,343.4478953,345.7284605,347.639474,349.6760595,274.3076973,0,0,0,34.09,
1/6/2012 2:00,2.23793775,5.690807053,7.501516476,8.505934084,9.301743887,341.6208878,343.5550836,345.5274124,347.0530508,348.6223177,274.2856875,0,0,0,34.09,
1/6/2012 3:00,2.324513769,5.8776273,7.740620159,8.788070322,9.748337552,347.2528679,348.7713471,350.3210934,351.9827096,352.9597678,274.2975376,0,0,0,34.09,
1/6/2012 4:00,2.375561346,5.909206015,7.760446562,8.724137891,9.917724075,350.6437663,351.7240731,352.8337228,354.4086716,354.9408427,274.374142,0,0,0,34.09,
1/6/2012 5:00,2.168448837,5.605621758,7.412052438,8.302184907,9.672329459,356.3237728,356.944666,357.5771661,358.767163,359.0543987,273.9160383,0,0,0,34.09,
1/6/2012 6:00,1.636432548,4.815607555,6.51400654,7.247057558,8.664135453,354.6224459,356.5142604,358.4435256,0.497382184,1.15110494,272.8863365,0,0,0,35.385,
1/6/2012 7:00,1.309035291,4.373789031,6.051465006,6.40883379,7.793317468,337.364258,340.4618046,343.6242067,347.9546698,349.4304737,272.3930688,0,0,0,37.56,
1/6/2012 8:00,1.039045276,3.905831317,5.517035014,5.771058369,6.899051489,326.8824079,329.9423423,333.0644098,337.7050462,339.6054281,273.1525077,0,0,0,46.758,
1/6/2012 9:00,0.947261742,3.575972048,5.055839013,5.090178042,5.955982358,308.946041,313.2372839,317.6178962,321.8130764,324.5034179,273.4931414,24.00977704,0,24.00977704,36.142,
1/6/2012 10:00,0.911755972,3.146360721,4.378632669,4.070397566,4.66566963,299.5948118,304.7521538,310.0219594,313.0250439,316.5824009,275.89415,88.28077956,220.3190898,54.20578718,35.237,
1/6/2012 11:00,1.21224364,3.467327528,4.66878559,4.53415439,5.201170994,295.2967815,298.5110897,301.7885442,302.2343406,304.7115941,276.9673287,137.8445574,444.0361573,53.4326091,34.343,
1/6/2012 12:00,2.020425015,4.617307823,5.973256675,6.212753078,7.075983182,301.1011073,302.2280916,303.3768999,304.4083429,305.9130413,277.4098156,155.2085693,598.623022,40.93401288,34.343,
1/6/2012 13:00,2.705364156,5.864153146,7.515714152,7.992497608,8.982935869,310.171763,310.8482287,311.5402577,312.9244536,313.7342531,277.7835818,137.3227115,665.1112209,32.90529328,34.562,
1/6/2012 14:00,2.727308222,6.313825397,8.186642412,8.709211933,9.824438214,312.0229232,313.0644724,314.1252497,315.7062459,316.4517463,277.8228357,87.64329033,511.3832677,41.25924427,34.991,
1/6/2012 15:00,2.625394709,6.24019139,8.130061324,8.705919674,9.813685076,308.6333143,309.7026238,310.7944579,312.4967493,313.2387584,277.4571848,24.05355158,0,24.05355158,37.463,
1/6/2012 16:00,2.603542255,6.226156863,8.119342581,8.678362599,9.783990128,302.205531,303.3591092,304.5448044,306.2158469,307.0327033,277.3098911,0,0,0,48.301,
1/6/2012 17:00,2.513694176,6.00513808,7.829291012,8.343055937,9.402716926,294.9934146,296.384555,297.8011383,299.5930851,300.57066,277.0541804,0,0,0,48.992,
1/6/2012 18:00,2.616047204,6.233400184,8.122774926,8.597719576,9.696666784,287.8889807,289.3337775,290.8126639,292.626915,293.6223883,277.079058,0,0,0,41.682,
1/6/2012 19:00,2.781505057,6.374484276,8.252477235,8.76876814,9.868449274,282.0878578,283.3708259,284.678084,286.4378376,287.2979116,277.1379852,0,0,0,40.045,
1/6/2012 20:00,2.706284701,6.132772306,7.922598882,8.32109941,9.388736579,272.4441306,273.9279206,275.4387316,277.0712643,277.9965249,277.5480265,0,0,0,37.034,
1/6/2012 21:00,2.931636786,6.372335948,8.170498269,8.48774731,9.560678609,264.0116231,265.1578288,266.3314031,267.6006629,268.4171362,277.8453612,0,0,0,35.553,
1/6/2012 22:00,3.204221231,6.917641109,8.859189259,9.259356663,10.53710213,259.0618188,260.0958485,261.1504534,262.6433278,263.4120571,277.8342604,0,0,0,34.851,
1/6/2012 23:00,3.661672826,7.63624384,9.718817311,10.09535176,11.50496534,259.1198986,259.9750717,260.845466,262.0011675,262.4769543,277.8165471,0,0,0,34.09,
1/7/2012 0:00,3.769751457,7.740090063,9.826385465,10.0880883,11.66341563,250.4280386,251.4338513,252.4649618,253.5354758,254.0319176,277.7786092,0,0,0,33.118,
1/7/2012 1:00,3.454792278,7.585364776,9.743501183,10.2874123,12.13221665,238.3389732,240.2084377,242.1163888,244.0059745,244.8767628,278.0714881,0,0,0,33.118,
1/7/2012 2:00,3.370610183,7.277193784,9.32172507,9.877339455,11.48231896,231.012107,232.8066052,234.6351551,236.1335704,237.1163403,278.4636423,0,0,0,33.118,
1/7/2012 3:00,3.3312175,7.221062702,9.255094865,10.10672596,11.52003316,237.788853,239.5732562,241.3932241,243.3543022,244.5882433,278.9557887,0,0,0,33.118,
1/7/2012 4:00,3.459284228,7.357438298,9.397100342,10.33193859,11.55981169,258.1520752,259.8318003,261.5492166,264.4066162,265.7967215,279.5126878,0,0,0,33.118,
1/7/2012 5:00,3.214247457,6.827998014,8.718990479,9.66219922,10.74136975,275.456287,277.4758104,279.5377647,281.9623229,283.6757708,279.8279527,0,0,0,33.118,
1/7/2012 6:00,2.831759001,6.21622429,7.985050619,8.941269821,9.875788007,286.6763,288.6147882,290.5952181,293.0354999,294.669795,279.9396914,0,0,0,33.448,
1/7/2012 7:00,2.893188199,6.416561679,8.258179057,9.245241637,10.18322207,289.0113224,290.5275003,292.0781108,294.1929275,295.491463,279.6212981,0,0,0,33.852,
1/7/2012 8:00,3.39480622,7.407157377,9.50327079,10.57102897,11.68390542,295.707883,296.5746803,297.4597126,298.6698999,299.3906485,279.264233,0,0,0,33.98,
1/7/2012 9:00,3.266163189,7.101695918,9.106155795,10.07249948,11.16456724,297.2546785,298.291392,299.3476772,300.7207501,301.4904805,279.3595355,15.35234109,0,15.35234109,34.024,
