Total_Provisioned_MW,Tier_A_MW,Tier_B1_MW,Tier_B2_MW,Reliability_A,Reliability_B1,Reliability_B2,LCOE_delivered,Curtailment_Annual_GWh,Energy_A_Annual_GWh,Energy_B1_Annual_GWh,Energy_B2_Annual_GWh,Energy_C_Annual_GWh,Total_Delivered_Annual_GWh,Objective_Value,Realized_Utilization,Energy_A_Annual_MWh,Energy_B1_Annual_MWh,Energy_B2_Annual_MWh,Energy_C_Annual_MWh,Total_Delivered_Annual_MWh,Curtailment_Annual_MWh,Total_Committed_Delivered_Annual_MWh,Revenue_A_EUR,Revenue_B1_EUR,Revenue_B2_EUR,Revenue_C_EUR,Revenue_Total_EUR,Electricity_Cost_EUR,Other_Variable_OPEX_EUR,Total_Variable_OPEX_EUR,Total_IT_CAPEX_EUR,Annualized_IT_CAPEX_EUR,Total_Facility_CAPEX_EUR,Annualized_Facility_CAPEX_EUR,Annualized_Total_CAPEX_EUR,Annual_Fixed_OPEX_EUR,Total_Annual_Cost_EUR,Contribution_Margin_EUR,Net_Profit_EUR,Utilization_Without_C,Installed_IT_Capacity_MW
19.0,8.0,0.0,11.0,99.93150684931508,100.0,100.0,94.25604678572078,363.0017845970763,70.04784675496806,0.0,96.36,3.897245913550826,170.30509266851888,108.98157134632314,0.9720610312130074,70047.84675496806,0.0,96360.0,3897.245913550826,170305.0926685189,363001.7845970763,166407.84675496805,210143540.2649042,0.0,115632000.0,1169173.7740652477,326944714.03896946,16052284.78241043,936678.0096768539,16988962.792087283,700000000.0,155555555.55555555,200000000.0,8000000.0,163555555.55555555,20000000.0,200544518.34764284,309955751.2468822,126400195.69132662,0.9498164769119181,20.0
