Hour_of_Year,Tier_A_MW,Tier_B1_MW,Tier_B2_MW,Tier_C_MW,Total_Hardware_Used_MW,Curtailment_MW
408,8.0,0.0,3.4250232222668497,0.0,11.42502322226685,0.0
409,8.0,0.0,7.703525711838758,0.0,15.703525711838758,0.0
410,8.0,0.0,11.305439599884757,0.0,19.305439599884757,0.0
411,8.0,0.0,15.65995692976428,0.0,23.65995692976428,0.0
412,8.0,0.0,16.382095786478533,0.0,24.382095786478533,0.0
413,8.0,0.0,20.24473626256532,0.0,28.24473626256532,0.0
414,8.0,0.0,22.43048573799899,0.0,30.43048573799899,0.0
415,8.0,0.0,18.281526023074605,0.0,26.281526023074605,0.0
416,8.0,0.0,18.0838993797009,0.0,26.0838993797009,0.0
417,8.0,0.0,30.28765671400263,0.0,38.28765671400263,0.0
418,8.0,0.0,26.845501950262822,0.0,34.84550195026282,0.0
419,8.0,0.0,41.125419945196676,0.0,49.125419945196676,0.0
420,8.0,0.0,52.00334671577079,0.0,60.00334671577079,0.0
421,8.0,0.0,57.54054173075481,0.0,65.54054173075481,0.0
422,8.0,0.0,51.26597940124994,0.0,59.26597940124994,0.0
423,8.0,0.0,53.74891868787454,0.0,61.74891868787454,0.0
424,8.0,0.0,59.18665104596266,0.0,67.18665104596266,0.0
425,8.0,0.0,69.04408473974772,0.0,77.04408473974772,0.0
426,8.0,0.0,75.80779834817847,0.0,83.80779834817847,0.0
427,8.0,0.0,76.96969081140327,0.0,84.96969081140327,0.0
428,8.0,0.0,75.46942647389879,0.0,83.46942647389879,0.0
429,8.0,0.0,67.41549291715747,0.0,75.41549291715747,0.0
430,8.0,0.0,56.334250344616635,0.0,64.33425034461663,0.0
431,8.0,0.0,52.19187988636318,0.0,60.19187988636318,0.0
432,8.0,0.0,49.55624940755893,0.0,57.55624940755893,0.0
433,8.0,0.0,45.62929171746493,0.0,53.62929171746493,0.0
434,8.0,0.0,46.91332090077648,0.0,54.91332090077648,0.0
435,8.0,0.0,46.885401430194584,0.0,54.885401430194584,0.0
436,8.0,0.0,56.962076264727486,0.0,64.96207626472749,0.0
437,8.0,0.0,56.93360112931559,0.0,64.93360112931559,0.0
438,8.0,0.0,57.55638939541302,0.0,65.55638939541302,0.0
439,8.0,0.0,53.18702977951038,0.0,61.18702977951038,0.0
440,8.0,0.0,59.169903560895975,0.0,67.16990356089597,0.0
441,8.0,0.0,61.824379814826074,0.0,69.82437981482607,0.0
442,8.0,0.0,66.2585712285587,0.0,74.2585712285587,0.0
443,8.0,0.0,70.11729108184076,0.0,78.11729108184076,0.0
444,8.0,0.0,70.34967337396432,0.0,78.34967337396432,0.0
445,8.0,0.0,66.48160290311779,0.0,74.48160290311779,0.0
446,8.0,0.0,73.07910198040658,0.0,81.07910198040658,0.0
447,8.0,0.0,53.65321181293908,0.0,61.65321181293908,0.0
448,8.0,0.0,11.587416541500101,0.0,19.5874165415001,0.0
449,8.0,0.0,12.04655463571251,0.0,20.04655463571251,0.0
450,8.0,0.0,23.14244298955402,0.0,31.14244298955402,0.0
451,8.0,0.0,56.081631387674776,0.0,64.08163138767478,0.0
452,8.0,0.0,78.71578903955623,0.0,86.71578903955623,0.0
453,8.0,0.0,78.09588056963109,0.0,86.09588056963109,0.0
454,8.0,0.0,77.93202509210926,0.0,85.93202509210926,0.0
455,8.0,0.0,49.6506316960229,25.49608310248091,83.14671479850381,0.0
456,8.0,0.0,29.0,45.46359982981083,82.46359982981083,0.0
457,8.0,0.0,29.0,45.185571617455366,82.18557161745537,0.0
458,8.0,0.0,29.0,39.59780679745754,76.59780679745754,0.0
459,8.0,0.0,29.0,30.718588139173747,67.71858813917375,0.0
