Hour_of_Year,Tier_A_MW,Tier_B1_MW,Tier_B2_MW,Tier_C_MW,Total_Hardware_Used_MW,Curtailment_MW
1,8.0,0.0,20.0,12.0,40.0,0.0
2,8.0,0.0,20.0,12.0,40.0,0.0
3,8.0,0.0,20.0,12.0,40.0,3.0046678673618317
4,8.0,0.0,20.0,12.0,40.0,0.0
5,8.0,0.0,20.0,12.0,40.0,3.2925658337534145
6,8.0,0.0,20.0,12.0,40.0,4.058417824671764
7,8.0,0.0,20.0,12.0,40.0,17.793365249243543
8,8.0,0.0,20.0,12.0,40.0,33.117467834242774
9,8.0,0.0,20.0,12.0,40.0,37.641632674860745
10,8.0,0.0,20.0,12.0,40.0,35.25549614850296
11,8.0,0.0,20.0,12.0,40.0,21.452699104515787
12,8.0,0.0,20.0,12.0,40.0,17.21953915555452
13,8.0,0.0,20.0,12.0,40.0,19.29814902520171
14,8.0,0.0,20.0,12.0,40.0,15.010232752916103
15,8.0,0.0,20.0,12.0,40.0,12.116365876414164
16,8.0,0.0,20.0,12.0,40.0,12.533446982317344
17,8.0,0.0,20.0,12.0,40.0,0.0
18,8.0,0.0,20.0,12.0,40.0,0.0
19,8.0,0.0,20.0,12.0,40.0,0.0
20,8.0,0.0,20.0,12.0,40.0,12.561419271314485
21,8.0,0.0,20.0,12.0,40.0,3.160592305593177
22,8.0,0.0,20.0,12.0,40.0,7.910233311970551
23,8.0,0.0,20.0,12.0,40.0,7.644861778493862
24,8.0,0.0,20.0,12.0,40.0,13.426476410694534
25,8.0,0.0,20.0,12.0,40.0,0.0
26,8.0,0.0,20.0,12.0,40.0,0.0
27,8.0,0.0,20.0,12.0,40.0,0.0
28,8.0,0.0,20.0,12.0,40.0,6.3107143767905285
29,8.0,0.0,20.0,12.0,40.0,1.537453521928633
30,8.0,0.0,20.0,12.0,40.0,17.86742150927848
31,8.0,0.0,20.0,12.0,40.0,18.760198396128672
32,8.0,0.0,20.0,12.0,40.0,8.606911274347397
33,8.0,0.0,20.0,12.0,40.0,10.47934226278904
34,8.0,0.0,20.0,12.0,40.0,2.519917437088779
35,8.0,0.0,20.0,12.0,40.0,6.935140342780308
36,8.0,0.0,20.0,12.0,40.0,13.554825891074728
37,8.0,0.0,20.0,12.0,40.0,23.721213752655558
38,8.0,0.0,20.0,12.0,40.0,26.725342336163152
39,8.0,0.0,20.0,12.0,40.0,33.82213602831419
40,8.0,0.0,20.0,12.0,40.0,0.0
41,8.0,0.0,20.0,12.0,40.0,0.0
42,8.0,0.0,20.0,12.0,40.0,0.0
43,8.0,0.0,20.0,12.0,40.0,0.0
44,8.0,0.0,20.0,12.0,40.0,0.0
45,8.0,0.0,20.0,12.0,40.0,20.019111145374538
46,8.0,0.0,20.0,12.0,40.0,26.792159022131827
47,8.0,0.0,20.0,12.0,40.0,23.315826564564972
48,8.0,0.0,20.0,12.0,40.0,22.67190066022225
49,8.0,0.0,20.0,12.0,40.0,34.34517928117447
50,8.0,0.0,20.0,12.0,40.0,33.10349398172325
51,8.0,0.0,20.0,12.0,40.0,34.505553227125915
52,8.0,0.0,20.0,12.0,40.0,34.83355373824372
53,8.0,0.0,20.0,12.0,40.0,15.24822173191852
54,8.0,0.0,20.0,12.0,40.0,46.843785558471254
55,8.0,0.0,20.0,12.0,40.0,50.01022377198936
56,8.0,0.0,20.0,12.0,40.0,51.24332959009982
57,8.0,0.0,20.0,12.0,40.0,51.71857576535808
58,8.0,0.0,20.0,12.0,40.0,55.87167525885921
59,8.0,0.0,20.0,12.0,40.0,60.960354524181156
60,8.0,0.0,20.0,12.0,40.0,59.97264859091601
61,8.0,0.0,20.0,12.0,40.0,57.839544461848604
62,8.0,0.0,20.0,12.0,40.0,53.997766744231626
63,8.0,0.0,20.0,12.0,40.0,53.999160217201606
64,8.0,0.0,20.0,12.0,40.0,53.99936590094953
