time,SM_forecast_old,SM_forecast,SM_cleared,BM_Up_cleared,BM_Down_cleared,reg_cleared,reg_forecast_pre,reg_forecast_DNN,reg_vol_Up,reg_vol_Down,,,,,,,,,,,,,DA,Measurement,reg_cleared,,,
1/1/2022 0:00,6.09,31.74382973,50.05,50.05,50.05,50.05,78.3707,99.38556671,0,0,,1,,,"The first 15 days reg volumes are nordic reg volumes, the other days are DK1 ",,,,,,,,0.4724,0.3454,50.05,0.127,0,12.7
1/1/2022 1:00,11.17,29.73042297,41.33,41.33,41.33,41.33,68.6186,72.59272003,0,0,,1,,,,,,,,,,,0.6287,0.5279,41.33,0.1008,0,10.08
1/1/2022 2:00,19.36,37.09610748,43.22,43.22,43.22,43.22,67.3494,75.5891037,0,0,,1,,,,,,,,,,,0.6296,0.3606,43.22,0.269,0,26.9
1/1/2022 3:00,-4.16,32.02108383,45.46,45.46,45.46,45.46,74.6558,80.3571701,0,0,,1,,,,,,,,,,,0.4734,0.2912,45.46,0.1822,0,18.22
1/1/2022 4:00,9.7,32.98175812,37.67,37.67,37.67,37.67,75.1493,84.64328384,0,0,,1,,,,,,,,,,,0.3609,0.1885,37.67,0.1724,0,17.24
1/1/2022 5:00,-5.92,32.73866272,39.7,39.7,39.7,39.7,76.7601,58.70119858,0,0,,1,,,,,,,,,,,0.3872,0.1465,39.7,0.2407,0,24.07
1/1/2022 6:00,-10.77,41.65438461,40.59,40.59,40.59,40.59,89.7526,78.16418076,0,0,,1,,,,,,,,,,,0.3707,0.2334,40.59,0.1373,0,13.73
1/1/2022 7:00,2.35,39.22782135,43.26,43.26,43.26,43.26,98.6766,98.28921509,0,0,,1,,,,,,,,,,,0.3198,0.1933,43.26,0.1265,0,12.65
1/1/2022 8:00,-3.63,52.71285248,49.66,49.66,43.14,43.14,111.954,117.1153946,0,-421,,1,,,,,,,,,,,0.2908,0.12,43.14,0.1708,-6.52,17.08
1/1/2022 9:00,7.71,57.49533844,70.05,70.05,43.13,43.13,103.786,111.9122009,0,-686,,1,,,,,,,,,,,0.2448,0.0089,43.13,0.2359,-26.92,23.59
1/1/2022 10:00,14.02,42.965271,76.79,76.79,76.79,76.79,95.9274,111.3368225,0,0,,1,,,,,,,,,,,0.0903,0,76.79,0.0903,0,9.03
1/1/2022 11:00,16.82,35.36167145,84.1,84.1,84.1,84.1,88.1406,89.02471924,0,0,,1,,,,,,,,,,,0.0297,0,84.1,0.0297,0,2.97
1/1/2022 12:00,25.07,35.7589798,94.74,94.74,65,65,80.5162,102.2907105,0,-740,,1,,,,,,,,,,,0.1513,0,65,0.1513,-29.74,15.13
1/1/2022 13:00,19.34,29.22833252,96.8,96.8,50.21,50.21,78.927,93.50520325,0,-1294,,1,,,,,,,,,,,0.2343,0.0858,50.21,0.1485,-46.59,14.85
1/1/2022 14:00,29.28,31.03070831,97.17,97.17,56,56,75.5407,95.94681549,0,-770,,1,,,,,,,,,,,0.293,0.1234,56,0.1696,-41.17,16.96
1/1/2022 15:00,24.77,31.16397476,101.27,101.27,101.27,101.27,73.9526,105.3682632,0,0,,1,,,,,,,,,,,0.4148,0.2836,101.27,0.1312,0,13.12
1/1/2022 16:00,28.6,62.22419739,126.6,126.6,102,102,81.0897,122.6691971,0,-561,,1,,,,,,,,,,,0.5233,0.2659,102,0.2574,-24.6,25.74
1/1/2022 17:00,40.58,60.95281219,149.97,149.97,102,102,87.7241,143.0452728,0,-1049,,1,,,,,,,,,,,0.6126,0.4438,102,0.1688,-47.97,16.88
1/1/2022 18:00,26.81,71.75802612,146.33,146.33,102,102,98.7969,147.1038361,0,-938,,1,,,,,,,,,,,0.8097,0.5226,102,0.2871,-44.33,28.71
1/1/2022 19:00,49.89,51.5721283,140.28,140.28,80,80,102.974,135.632431,0,-1487,,1,,,,,,,,,,,0.9553,0.6989,80,0.2564,-60.28,25.64
1/1/2022 20:00,55.41,49.40528107,121.88,121.88,80,80,107.728,111.7591019,0,-1370,,1,,,,,,,,,,,0.9855,0.7022,80,0.2833,-41.88,28.33
1/1/2022 21:00,49.01,42.94750977,102.61,102.61,42.95,42.95,96.5566,96.75939178,0,-1566,,1,,,,,,,,,,,1,0.8138,42.95,0.1862,-59.66,18.62
1/1/2022 22:00,56.36,32.58487701,95.12,95.12,42.48,42.48,92.2037,88.84574127,0,-1614,,1,,,,,,,,,,,0.9873,0.607,42.48,0.3803,-52.64,38.03
1/1/2022 23:00,50.11,29.10610962,83.11,83.11,28,28,82.3536,72.31107712,0,-2015,,1,,,,,,,,,,,0.9964,0.6219,28,0.3745,-55.11,37.45
1/2/2022 0:00,33,79.78681946,57.08,57.08,27,57.08,43.2494,65.95172501,0,-528,,-1,,,,,,,,,,,0.3034,0.705,57.08,-0.4016,0,-40.16
1/2/2022 1:00,40.23,82.03095245,52.59,52.59,52.59,52.59,39.4937,47.48110962,0,0,,-1,,,,,,,,,,,0.2828,0.5324,52.59,-0.2496,0,-24.96
1/2/2022 2:00,49.25,73.12284088,48.97,48.97,48.97,48.97,35.8047,62.98965836,0,0,,-1,,,,,,,,,,,0.1849,0.4682,48.97,-0.2833,0,-28.33
1/2/2022 3:00,25.81,74.65628052,34.94,34.94,34.94,34.94,36.09,56.76408005,0,0,,-1,,,,,,,,,,,0.1266,0.365,34.94,-0.2384,0,-23.84
1/2/2022 4:00,40.54,76.52167511,29.56,29.56,29.56,29.56,36.3278,51.51724625,0,0,,-1,,,,,,,,,,,0.0685,0.3379,29.56,-0.2694,0,-26.94
1/2/2022 5:00,25.04,87.71060181,33.97,33.97,27,27,38.511,42.23164368,0,-810,,-1,,,,,,,,,,,0.0635,0.2989,27,-0.2354,-6.97,-23.54
1/2/2022 6:00,18.51,98.05712891,34.52,34.52,27,27,47.8792,54.79385376,0,-1276,,-1,,,,,,,,,,,0.0471,0.3261,27,-0.279,-7.52,-27.9
1/2/2022 7:00,31.86,108.1112366,41.8,41.8,27,27,54.7898,58.30900955,0,-585,,-1,,,,,,,,,,,0.0413,0.2972,27,-0.2559,-14.8,-25.59
1/2/2022 8:00,24.86,120.8002472,48.95,48.95,32.11,32.11,57.4153,87.17238617,0,-283,,-1,,,,,,,,,,,0.1135,0.4937,32.11,-0.3802,-16.84,-38.02
1/2/2022 9:00,35.53,115.9611435,60.01,60.01,33,33,53.7157,82.61867905,0,-364,,-1,,,,,,,,,,,0.1465,0.4363,33,-0.2898,-27.01,-28.98
1/2/2022 10:00,41.11,121.5423737,70.09,70.09,33,33,48.826,91.1116333,0,-366,,-1,,,,,,,,,,,0.0115,0.2567,33,-0.2452,-37.09,-24.52
1/2/2022 11:00,42.65,117.810379,66.26,66.26,66.26,66.26,46.3007,90.18702698,0,0,,-1,,,,,,,,,,,0,0.1938,66.26,-0.1938,0,-19.38
1/2/2022 12:00,48.84,118.8361893,64.54,64.54,64.54,64.54,42.6626,83.99484634,0,0,,-1,,,,,,,,,,,0,0.1537,64.54,-0.1537,0,-15.37
1/2/2022 13:00,40.92,116.8603439,46.96,80,46.96,80,36.2336,75.3127861,1197,0,,-1,,,,,,,,,,,0.0377,0.3646,80,-0.3269,33.04,-32.69
1/2/2022 14:00,49.29,119.468605,49.06,90,49.06,90,32.1052,86.46498871,2097,0,,-1,,,,,,,,,,,0.0789,0.4377,90,-0.3588,40.94,-35.88
1/2/2022 15:00,42.16,117.754837,74.99,110,74.99,110,34.2081,88.88123322,216,0,,-1,,,,,,,,,,,0.17,0.7314,110,-0.5614,35.01,-56.14
1/2/2022 16:00,44.44,132.3869324,88.15,88.15,88.15,88.15,38.8109,88.58839417,0,0,,-1,,,,,,,,,,,0.2738,0.9876,88.15,-0.7138,0,-71.38
1/2/2022 17:00,52.72441364,154.545105,95.4,144.5,95.4,95.4,52.2863,100.2808456,382,0,,-1,,,,,,,,,,,0.3636,0.8021,95.4,-0.4385,0,-43.85
1/2/2022 18:00,35.61226681,137.3179626,87.84,87.84,87.84,87.84,64.5216,105.2188339,0,0,,-1,,,,,,,,,,,0.8764,1,87.84,-0.1236,0,-12.36
1/2/2022 19:00,55.1438962,116.0705261,71.27,71.27,71.27,71.27,67.9991,77.30000305,0,0,,-1,,,,,,,,,,,0.9695,1,71.27,-0.0305,0,-3.05
1/2/2022 20:00,57.49064974,109.5275726,54.12,54.12,30,30,62.3905,76.07923126,0,-1412,,-1,,,,,,,,,,,0.4283,0.9973,30,-0.569,-24.12,-56.9
1/2/2022 21:00,48.12622016,105.8843155,46.16,46.16,27,27,56.2929,66.60651779,0,-2029,,-1,,,,,,,,,,,0.5665,0.9638,27,-0.3973,-19.16,-39.73
1/2/2022 22:00,51.83770321,93.05318451,46.29,46.29,27,27,56.291,88.82616425,0,-1943,,-1,,,,,,,,,,,0.2344,0.4032,27,-0.1688,-19.29,-16.88
1/2/2022 23:00,42.56727121,79.98153687,32.93,32.93,24.5,24.5,48.6947,80.4456749,0,-1199,,1,,,,,,,,,,,0.217,0.5783,24.5,-0.3613,-8.43,-36.13
1/3/2022 0:00,22.74497625,40.45347595,13.2,13.2,13.2,13.2,78.3707,62.24749756,0,0,,1,,,,,,,,,,,0.6602,0.4161,13.2,0.2441,0,24.41
1/3/2022 1:00,24.86592989,41.7531929,19.92,19.92,15,15,68.6186,52.39530373,0,-1908,,1,,,,,,,,,,,0.6013,0.3896,15,0.2117,-4.92,21.17
1/3/2022 2:00,31.07475603,42.46500397,19.87,19.87,12,12,67.3494,45.40643692,0,-2107,,1,,,,,,,,,,,0.5445,0.3238,12,0.2207,-7.87,22.07
1/3/2022 3:00,4.009202454,32.05879211,13.24,13.24,12,12,74.6558,51.09819221,0,-1735,,1,,,,,,,,,,,0.6098,0.4291,12,0.1807,-1.24,18.07
1/3/2022 4:00,15.05985618,43.48900604,0.1,0.1,0.1,0.1,75.1493,45.85867882,0,0,,1,,,,,,,,,,,0.6842,0.4904,0.1,0.1938,0,19.38
1/3/2022 5:00,-3.227009277,62.89044952,0.32,0.32,0.32,0.32,76.7601,55.3238945,0,0,,-1,,,,,,,,,,,0.8463,0.5814,0.32,0.2649,0,26.49
1/3/2022 6:00,-10.80044885,76.9449234,37.55,37.55,23.82,23.82,89.7526,77.49982834,0,-1689,,1,,,,,,,,,,,0.8571,0.7585,23.82,0.0986,-13.73,9.86
1/3/2022 7:00,4.23471229,78.09256744,88.76,88.76,26,26,98.6766,84.71915054,0,-1359,,1,,,,,,,,,,,0.8853,0.492,26,0.3933,-62.76,39.33
1/3/2022 8:00,-0.570118866,78.23188019,122.93,122.93,100,100,111.954,81.72310638,0,-286,,1,,,,,,,,,,,0.9205,0.7656,100,0.1549,-22.93,15.49
1/3/2022 9:00,11.90622914,73.65047455,110.17,110.17,110.17,110.17,103.786,77.14121628,0,0,,1,,,,,,,,,,,0.9533,0.8345,110.17,0.1188,0,11.88
1/3/2022 10:00,18.48747711,73.80606842,93.38,93.38,93.38,93.38,95.9274,81.79921722,0,0,,1,,,,,,,,,,,0.9684,0.8793,93.38,0.0891,0,8.91
1/3/2022 11:00,21.06457385,72.44806671,90.73,90.73,90.73,90.73,88.1406,68.87370682,0,0,,-1,,,,,,,,,,,0.9441,0.9147,90.73,0.0294,0,2.94
1/3/2022 12:00,28.65557033,63.38705826,82.37,82.37,82.37,82.37,80.5162,77.8561554,0,0,,1,,,,,,,,,,,0.934,0.9895,82.37,-0.0555,0,-5.55
1/3/2022 13:00,20.8935331,64.20436096,80.9,80.9,80.9,80.9,78.927,69.13012695,0,0,,1,,,,,,,,,,,0.9404,0.965,80.9,-0.0246,0,-2.46
1/3/2022 14:00,30.59062055,71.46042633,80.99,80.99,80.99,80.99,75.5407,72.24280548,0,0,,1,,,,,,,,,,,0.9817,0.8723,80.99,0.1094,0,10.94
1/3/2022 15:00,24.72145739,67.01369476,98.05,98.05,98.05,98.05,73.9526,69.62960434,0,0,,1,,,,,,,,,,,0.9922,0.9868,98.05,0.0054,0,0.54
1/3/2022 16:00,28.70378469,77.81561279,120.55,120.55,120.55,120.55,81.0897,83.53909683,0,0,,1,,,,,,,,,,,0.9679,0.961,120.55,0.0069,0,0.69
1/3/2022 17:00,38.78870197,86.645401,139.57,139.57,139.57,139.57,87.7241,111.2761841,0,0,,1,,,,,,,,,,,0.9516,0.9757,139.57,-0.0241,0,-2.41
1/3/2022 18:00,24.48691765,78.01655579,134.69,134.69,134.69,134.69,98.7969,105.86483,0,0,,1,,,,,,,,,,,0.969,0.9828,134.69,-0.0138,0,-1.38
1/3/2022 19:00,47.14086635,88.06677246,114.82,114.82,114.82,114.82,102.974,91.20927429,0,0,,1,,,,,,,,,,,0.9832,0.9828,114.82,0.0004,0,0.04
1/3/2022 20:00,51.8660531,75.18055725,117.71,117.71,117.71,117.71,107.728,87.78151703,0,0,,1,,,,,1/1/2022,0,-15836.7,0,-2250.5,1393.8,0.9359,0.9479,117.71,-0.012,0,-1.2
1/3/2022 21:00,47.32700881,74.7068634,95.95,95.95,95.95,95.95,96.5566,79.40930176,0,0,,1,,,,,31-12-2021,1779.4,-7308.7,2360.5,-1767.1,2655.4,0.5633,0.4383,95.95,0.125,0,12.5
1/3/2022 22:00,52.6402812,75.1894455,105.68,105.68,105.68,105.68,92.2037,67.15769958,0,0,,-1,,,,,30-12-2021,0,-10810.6,148.5,-4104.5,2770.6,0.3566,0.3167,105.68,0.0399,0,3.99
1/3/2022 23:00,46.42440619,65.08489227,95.26,95.26,95.26,95.26,82.3536,67.900177,0,0,,1,,,,,29-12-2021,6896.5,-1629.8,2578.4,-2694.8,1737,0.2565,0.2486,95.26,0.0079,0,0.79
1/4/2022 0:00,35.81228001,86.77270508,103.7,103.7,103.7,103.7,125.312,89.39199829,0,0,,1,,,,,28-12-2021,5657.4,-2829.7,2483.7,-2122.3,709.5,0.327,0.2976,103.7,0.0294,0,2.94
1/4/2022 1:00,43.35817056,81.85842896,108.27,108.27,108.27,108.27,117.67,87.20501709,0,0,,1,,,,,27-12-2021,5290.5,-2013,4795.4,-218.2,142.5,0.2227,0.127,108.27,0.0957,0,9.57
1/4/2022 2:00,52.7290099,85.42892456,105.92,105.92,105.92,105.92,117.691,87.66238403,0,0,,1,,,,,26-12-2021,203.4,-5782,1150.5,-592.3,0,0.2919,0.16,105.92,0.1319,0,13.19
1/4/2022 3:00,32.24126703,83.58594513,103.41,103.41,103.41,103.41,107.173,85.21455383,0,0,,1,,,,,25-12-2021,1150.7,-12740.4,454.1,-4494.6,472.6,0.3453,0.2688,103.41,0.0765,0,7.65
1/4/2022 4:00,48.77073359,84.27309418,102.71,102.71,102.71,102.71,111.255,81.14887238,0,0,,-1,,,,,24-12-2021,267.3,-8276.8,0,-8206.7,0,0.2925,0.2028,102.71,0.0897,0,8.97
1/4/2022 5:00,39.32875224,100.0792084,114.23,114.23,114.23,114.23,114.99,88.05055237,0,0,,-1,,,,,23-12-2021,4832,-16583.3,263.6,-10826.8,981,0.2351,0.2546,114.23,-0.0195,0,-1.95
1/4/2022 6:00,38.74288896,134.5748596,130.17,156,130.17,156,148.11,120.4208679,2097,0,,-1,,,,,22-12-2021,2988.3,-6030.6,296,-3641.2,403.5,0.2518,0.2557,156,-0.0039,25.83,-0.39
1/4/2022 7:00,53.63586784,149.845108,182.64,182.64,182.64,182.64,191.285,128.1493835,0,0,,-1,,,,,21-12-2021,1166.6,-3461.3,396.8,-1819.2,357.3,0.297,0.3611,182.64,-0.0641,0,-6.41
1/4/2022 8:00,53.65259434,167.4833374,174.61,185,174.61,185,200.689,149.2588348,1718,0,,-1,,,,,20-12-2021,632.5,-12938.4,116.7,-6786,0,0.3185,0.4069,185,-0.0884,10.39,-8.84
1/4/2022 9:00,66.4771104,147.108902,171.63,171.63,171.63,171.63,189.854,144.9117966,0,0,,-1,,,,,19-12-2021,344.2,-15523.8,1058.3,-624.9,5,0.389,0.3677,171.63,0.0213,0,2.13
1/4/2022 10:00,77.65876697,142.276947,172.29,172.29,172.29,172.29,170.339,120.5296021,0,0,,-1,,,,,18-12-2021,0,-18089.9,0,-1638.8,0,0.3808,0.2924,172.29,0.0884,0,8.84
1/4/2022 11:00,83.34105154,144.0536652,164.62,164.62,164.62,164.62,169.053,123.959671,0,0,,-1,,,,,17-12-2021,568.3,-19297,144.6,-4539.9,233.4,0.3404,0.2595,164.62,0.0809,0,8.09
1/4/2022 12:00,92.65752708,130.3403931,159.98,168,159.98,168,160.154,120.7789917,1087,0,,-1,,,,,16-12-2021,1345.1,-21416.6,0,-4949.7,0,0.3698,0.3381,168,0.0317,8.02,3.17
1/4/2022 13:00,88.36709611,135.4711304,155.69,163,155.69,163,155.236,116.1838379,959,0,,-1,,,,,15-12-2021,1009.9,-15671.6,0,-3389,846.9,0.5052,0.3125,163,0.1927,7.31,19.27
1/4/2022 14:00,96.22669823,133.3697205,155.16,164.33,155.16,164.33,159.287,114.5240402,963,0,,-1,,,,,14-12-2021,0,-29127.3,6.5,-14147.3,396.1,0.6208,0.3875,164.33,0.2333,9.17,23.33
1/4/2022 15:00,91.56454146,140.7073059,158.45,171,158.45,171,159.541,125.7256012,1290,0,,-1,,,,,13-12-2021,0,-9677,0,-10522,0,0.7452,0.4999,171,0.2453,12.55,24.53
1/4/2022 16:00,94.91576035,143.3139191,161.35,177.5,161.35,177.5,171.36,144.6316452,1742,0,,1,,,,,12/12/2021,0,-18638.5,0,-1457.7,0,0.7355,0.7725,177.5,-0.037,16.15,-3.7
1/4/2022 17:00,105.6160068,150.3061371,167.76,178.6,167.76,178.6,192.38,143.7457123,1761,0,,-1,,,,,11/12/2021,7401.2,-3058.8,5445.2,-178.4,3027.4,0.7427,0.8156,178.6,-0.0729,10.84,-7.29
1/4/2022 18:00,91.56324332,143.8399506,164.46,178.6,164.46,178.6,195.779,131.9697189,1672,0,,-1,,,,,10/12/2021,2826.6,-1397.6,3349.9,-36.6,310.5,0.6247,0.598,178.6,0.0267,14.14,2.67
1/4/2022 19:00,112.8618062,116.1389847,153.88,170,153.88,170,195.226,102.6561432,1223,0,,-1,,,,,9/12/2021,3510.4,-582.6,401.8,-327.7,710.3,0.5238,0.4841,170,0.0397,16.12,3.97
1/4/2022 20:00,118.5715151,106.294426,146.81,147,146.81,147,184.663,96.91309357,1112,0,,-1,,,,,8/12/2021,1169.7,-9866.1,159.5,-5796.5,1652.9,0.4929,0.5955,147,-0.1026,0.19,-10.26
1/4/2022 21:00,110.0790175,104.6227036,128.75,128.75,128.75,128.75,154.465,102.6201859,0,0,,-1,,,,,7/12/2021,2474.2,-4220.7,458,-3237.6,138.2,0.5091,0.6173,128.75,-0.1082,0,-10.82
1/4/2022 22:00,119.3013001,99.27475739,112.96,112.96,112.96,112.96,139.782,80.56477737,0,0,,-1,,,,,6/12/2021,0,-4787.6,0,-2451.3,0,0.6046,0.8141,112.96,-0.2095,0,-20.95
1/4/2022 23:00,111.9464498,87.09246826,84.11,84.11,84.11,84.11,117.311,65.87663651,0,0,,-1,,,,,5/12/2021,2284.3,-2332.7,96.3,-864.1,466.2,0.5372,0.7716,84.11,-0.2344,0,-23.44
1/5/2022 0:00,107.6938974,84.38530731,93.87,93.87,93.87,93.87,78.3707,78.39160156,0,0,,-1,,,,,4/12/2021,3702.8,-4845.9,20,-4412.6,10,0.896,0.78,93.87,0.116,0,11.6
1/5/2022 1:00,107.5217598,81.52535248,51.69,73.99,51.69,73.99,68.6186,78.80798721,130,0,,-1,,,,,3/12/2021,320,-2649.5,512.7,-1646.5,563.2,0.9844,0.9469,73.99,0.0375,22.3,3.75
1/5/2022 2:00,107.400359,79.0406189,50.04,50.04,50.04,50.04,67.3494,79.24465942,0,0,,1,,,,,2/12/2021,2900.7,-1245,432.3,-765.2,66.6,0.976,0.896,50.04,0.08,0,8
1/5/2022 3:00,94.47096847,72.13579559,49.53,49.53,49.53,49.53,74.6558,66.32993698,0,0,,-1,,,,,,,,,,,0.9366,0.8412,49.53,0.0954,0,9.54
1/5/2022 4:00,102.5724276,68.04873657,50.07,50.07,50.07,50.07,75.1493,67.78847504,0,0,,-1,,,,,,,,,,,0.7906,0.653,50.07,0.1376,0,13.76
1/5/2022 5:00,98.12381994,84.47689819,93.39,93.39,93.39,93.39,76.7601,82.74933624,0,0,,-1,,,,,,,,,,,0.7235,0.4851,93.39,0.2384,0,23.84
1/5/2022 6:00,98.27999126,110.5562744,99.16,99.16,99.16,99.16,89.7526,103.1630402,0,0,,-1,,,,,,,,,,,0.5556,0.3845,99.16,0.1711,0,17.11
1/5/2022 7:00,98.67733581,129.6129303,101.15,153.5,101.15,153.5,98.6766,145.7676697,701,0,,1,,,,,,,,,,,0.4756,0.4036,153.5,0.072,52.35,7.2
1/5/2022 8:00,99.3501434,140.9256897,129.56,160,129.56,160,111.954,157.4637146,1403,0,,1,,,,,,,,,,,0.3955,0.3348,160,0.0607,30.44,6.07
1/5/2022 9:00,101.7861736,148.1003418,121.09,149,121.09,149,103.786,131.9050064,1057,0,,-1,,,,,,,,,,,0.3431,0.2916,149,0.0515,27.91,5.15
1/5/2022 10:00,105.7366826,133.1399384,135.05,149,135.05,149,95.9274,141.9081116,1382,0,,1,,,,,,,,,,,0.1481,0.1721,149,-0.024,13.95,-2.4
1/5/2022 11:00,105.6520401,128.4076538,129.99,149,129.99,149,88.1406,145.7623901,1349,0,,1,,,,,,,,,,,0.1143,0.1805,149,-0.0662,19.01,-6.62
1/5/2022 12:00,107.545767,127.9541397,131.97,149,131.97,149,80.5162,148.8161392,942,0,,1,,,,,,,,,,,0.2109,0.2578,149,-0.0469,17.03,-4.69
1/5/2022 13:00,107.0121336,125.9675446,130.67,133.77,130.67,133.77,78.927,162.1890411,841,0,,1,,,,,,,,,,,0.4028,0.5355,133.77,-0.1327,3.1,-13.27
1/5/2022 14:00,106.8622696,123.4511185,121.39,133.77,121.39,133.77,75.5407,160.7625732,521,0,,1,,,,,,,,,,,0.5855,0.7153,133.77,-0.1298,12.38,-12.98
1/5/2022 15:00,102.9260187,132.8055878,122.42,122.42,122.42,122.42,73.9526,176.8736267,0,0,,1,,,,,,,,,,,0.4615,0.4696,122.42,-0.0081,0,-0.81
1/5/2022 16:00,103.605645,130.6088409,137.28,137.28,137.28,137.28,81.0897,178.3412628,0,0,,1,,,,,,,,,,,0.4872,0.4628,137.28,0.0244,0,2.44
1/5/2022 17:00,106.1457161,143.0126343,148.09,148.09,148.09,148.09,87.7241,146.3502426,0,0,,1,,,,,,,,,,,0.5316,0.5201,148.09,0.0115,0,1.15
1/5/2022 18:00,93.57953599,137.4587402,139.88,139.88,139.88,139.88,98.7969,156.8365479,0,0,,1,,,,,,,,,,,0.6167,0.711,139.88,-0.0943,0,-9.43
1/5/2022 19:00,105.7066574,125.5349579,135.75,135.75,135.75,135.75,102.974,166.2306213,0,0,,1,,,,,,,,,,,0.8418,0.9053,135.75,-0.0635,0,-6.35
1/5/2022 20:00,107.8983882,124.8256302,119.93,119.93,119.93,119.93,107.728,147.1363449,0,0,,1,,,,,,,,,,,0.8809,0.921,119.93,-0.0401,0,-4.01
1/5/2022 21:00,93.5594667,114.8975067,98.09,98.09,98.09,98.09,96.5566,141.9355698,0,0,,1,,,,,,,,,,,0.6213,0.5694,98.09,0.0519,0,5.19
1/5/2022 22:00,105.2618278,105.6827621,118.71,118.71,118.71,118.71,92.2037,123.4306107,0,0,,1,,,,,,,,,,,0.68,0.5668,118.71,0.1132,0,11.32
1/5/2022 23:00,100.7863701,95.88731384,99.68,99.68,99.68,99.68,82.3536,121.8967972,0,0,,1,,,,,,,,,,,0.5565,0.4344,99.68,0.1221,0,12.21
1/6/2022 0:00,91.27483338,82.32208252,99.85,99.85,99.85,99.85,125.312,113.7503357,0,0,,1,,,,,,,,,,,0.1417,0.4125,99.85,-0.2708,0,-27.08
1/6/2022 1:00,90.1061559,82.58081818,101.32,101.32,101.32,101.32,117.67,118.4115448,0,0,,1,,,,,,,,,,,0.0837,0.5047,101.32,-0.421,0,-42.1
1/6/2022 2:00,91.26821643,76.41705322,110.01,110.01,110.01,110.01,117.691,117.4272614,0,0,,1,,,,,,,,,,,0.0603,0.3369,110.01,-0.2766,0,-27.66
1/6/2022 3:00,80.63317846,75.16923523,111.55,111.55,111.55,111.55,107.173,105.9334412,0,0,,1,,,,,,,,,,,0.0103,0.2194,111.55,-0.2091,0,-20.91
1/6/2022 4:00,87.36229096,80.4598465,123.37,123.37,123.37,123.37,111.255,105.1389618,0,0,,1,,,,,,,,,,,0,0.2392,123.37,-0.2392,0,-23.92
1/6/2022 5:00,90.29003036,104.0567322,149.94,149.94,143,149.94,114.99,105.8355789,0,-90,,1,,,,,,,,,,,0,0.0822,149.94,-0.0822,0,-8.22
1/6/2022 6:00,89.54788097,149.5861359,121.09,121.09,121.09,121.09,148.11,143.3957291,0,0,,-1,,,,,,,,,,,0,0.1323,121.09,-0.1323,0,-13.23
1/6/2022 7:00,95.16948873,222.9719238,193.79,193.79,193.79,193.79,191.285,183.3090973,0,0,,-1,,,,,,,,,,,0,0.1193,193.79,-0.1193,0,-11.93
1/6/2022 8:00,101.5476541,243.0881805,228.92,228.92,228.92,228.92,200.689,246.6777649,0,0,,1,,,,,,,,,,,0,0.0669,228.92,-0.0669,0,-6.69
1/6/2022 9:00,105.9324401,238.5071106,212.9,212.9,212.9,212.9,189.854,247.8010864,0,0,,1,,,,,,,,,,,0,0.0649,212.9,-0.0649,0,-6.49
1/6/2022 10:00,113.6792335,233.7729187,215.5,267,215.5,267,170.339,228.5661774,436,0,,-1,,,,,,,,,,,0,0.0754,267,-0.0754,51.5,-7.54
1/6/2022 11:00,117.8420823,221.7008972,231.9,267,231.9,267,169.053,233.264267,686,0,,1,,,,,,,,,,,0,0.1044,267,-0.1044,35.1,-10.44
1/6/2022 12:00,125.7087914,222.788269,226,267,226,267,160.154,225.5682831,522,0,,1,,,,,,,,,,,0,0.1244,267,-0.1244,41,-12.44
1/6/2022 13:00,129.1304988,208.4232941,209.2,209.47,150,209.47,155.236,230.4851379,138,-64,,1,,,,,,,,,,,0,0.2052,209.47,-0.2052,0.27,-20.52
1/6/2022 14:00,132.9947949,222.3170319,216.06,216.06,146,216.06,159.287,216.6012268,0,-513,,-1,,,,,,,,,,,0.0019,0.3788,216.06,-0.3769,0,-37.69
1/6/2022 15:00,136.2447327,224.1457214,230.77,230.77,146,230.77,159.541,229.8629608,0,-651,,1,,,,,,,,,,,0.0024,0.2503,230.77,-0.2479,0,-24.79
1/6/2022 16:00,138.4653109,217.6166534,245.95,245.95,146,146,171.36,231.7925262,0,-681,,1,,,,,,,,,,,0.0088,0.1963,146,-0.1875,-99.95,-18.75
1/6/2022 17:00,146.7973441,244.7478943,274.11,274.11,146,146,192.38,237.7951355,0,-371,,-1,,,,,,,,,,,0,0.1697,146,-0.1697,-128.11,-16.97
1/6/2022 18:00,144.5652712,228.0590363,273.44,273.44,148.5,273.44,195.779,231.0172119,0,-330,,1,,,,,,,,,,,0,0.1041,273.44,-0.1041,0,-10.41
1/6/2022 19:00,153.6999088,199.2255859,219.77,219.77,142,219.77,195.226,214.8826904,0,-610,,1,,,,,,,,,,,0.0514,0.1622,219.77,-0.1108,0,-11.08
1/6/2022 20:00,157.8345948,161.2445068,217.91,217.91,142,142,184.663,201.6868134,0,-809,,1,,,,,,,,,,,0.1418,0.2157,142,-0.0739,-75.91,-7.39
1/6/2022 21:00,152.3825888,138.6201935,203.31,203.31,142,142,154.465,185.6548309,0,-544,,1,,,,,,,,,,,0.1258,0.2361,142,-0.1103,-61.31,-11.03
1/6/2022 22:00,164.2140104,125.0179749,171.31,171.31,171.31,171.31,139.782,169.4046783,0,0,,1,,,,,,,,,,,0.2097,0.459,171.31,-0.2493,0,-24.93
1/6/2022 23:00,161.5683455,103.1224823,124.7,154,124.7,154,117.311,152.5449066,790,0,,1,,,,,,,,,,,0.2489,0.9827,154,-0.7338,29.3,-73.38
