time,SM_forecast_old,SM_forecast,SM_cleared,BM_Up_cleared,BM_Down_cleared,reg_cleared,reg_forecast_pre,reg_forecast_DNN,reg_vol_Up,reg_vol_Down,,,,,,,,,,,,,DA,Measurement,reg_cleared,,,
1/23/2022 2:00,154.0313917,,135.32,135.32,119,135.32,119.99,,0,0,,,,,,,,,,,,,0.3415,0.6188,135.32,-0.2773,0,-27.73
1/23/2022 3:00,159.513329,,135.24,135.24,112.5,135.24,121.8,,0,0,,,,,,,,,,,,,0.2972,0.6616,135.24,-0.3644,0,-36.44
1/23/2022 4:00,155.6283967,,135.19,135.19,112.5,135.19,123.57,,0,0,,,,,,,,,,,,,0.2362,0.6349,135.19,-0.3987,0,-39.87
1/23/2022 5:00,156.6931652,,135.78,135.78,119,135.78,94.5,,0,0,,,,,,,,,,,,,0.1624,0.2851,135.78,-0.1227,0,-12.27
1/23/2022 6:00,158.5281009,,135.82,135.82,119,135.82,120,,0,0,,,,,,,,,,,,,0.0792,0.3442,135.82,-0.265,0,-26.5
1/23/2022 7:00,162.2829347,,136.72,136.72,119,136.72,148.35,,0,0,,,,,,,,,,,,,0.0853,0.3875,136.72,-0.3022,0,-30.22
1/23/2022 8:00,162.4795592,,137.44,137.44,137.44,137.44,180.85,,0,0,,,,,,,,,,,,,0.1084,0.4226,137.44,-0.3142,0,-31.42
1/23/2022 9:00,158.8016775,,142.04,142.04,130,130,200.01,,0,-1,,,,,,,,,,,,,0.0812,0.3335,130,-0.2523,-12.04,-25.23
1/23/2022 10:00,159.2251105,,144.26,144.26,130,144.26,203.02,,0,0,,,,,,,,,,,,,0.0221,0.2738,144.26,-0.2517,0,-25.17
1/23/2022 11:00,155.4245536,,144.83,144.83,133.3,133.3,204.66,,0,-3,,,,,,,,,,,,,0.0611,0.3608,133.3,-0.2997,-11.53,-29.97
1/23/2022 12:00,156.3165242,,145.07,145.07,145.07,145.07,189.82,,0,0,,,,,,,,,,,,,0.0637,0.3154,145.07,-0.2517,0,-25.17
1/23/2022 13:00,164.8643521,,144.14,144.14,130,130,154.15,,0,-5,,,,,,,,,,,,,0.1009,0.4169,130,-0.316,-14.14,-31.6
1/23/2022 14:00,159.3198571,,143.61,143.61,120,143.61,149.13,,0,0,,,,,,,,,,,,,0.0455,0.3274,143.61,-0.2819,0,-28.19
1/23/2022 15:00,154.1763703,,143.98,143.98,120,143.98,149.54,,0,0,,,,,,,,,,,,,0.0359,0.2186,143.98,-0.1827,0,-18.27
1/23/2022 16:00,154.5574784,,146.73,146.73,120,120,175.14,,0,-10,,,,,,,,,,,,,0.03,0.2444,120,-0.2144,-26.73,-21.44
1/23/2022 17:00,153.6717268,,148.84,148.84,133,148.84,222.31,,0,0,,,,,,,,,,,,,0.0394,0.3252,148.84,-0.2858,0,-28.58
1/23/2022 18:00,149.8773144,,147.24,147.24,127,147.24,219.95,,0,0,,,,,,,,,,,,,0.06,0.2784,147.24,-0.2184,0,-21.84
1/23/2022 19:00,149.1701972,,144.1,144.1,121.5,144.1,157.29,,0,0,,,,,,,,,,,,,0.0783,0.2455,144.1,-0.1672,0,-16.72
1/23/2022 20:00,149.331046,,139.17,139.17,121.5,139.17,145.78,,0,0,,,,,,,,,,,,,0.092,0.3124,139.17,-0.2204,0,-22.04
1/23/2022 21:00,148.4024531,,137.06,137.06,40.31,40.31,145.73,,0,-171,,,,,,,,,,,,,0.1201,0.3395,40.31,-0.2194,-96.75,-21.94
1/23/2022 22:00,146.7894144,,136.25,136.25,125,136.25,142.62,,0,0,,,,,,,,,,,,,0.1443,0.4393,136.25,-0.295,0,-29.5
1/23/2022 23:00,146.7326817,,135.22,135.22,114.5,135.22,138.67,,0,0,,,,,,,,,,,,,0.171,0.4928,135.22,-0.3218,0,-32.18
1/24/2022 0:00,147.7029109,,114.84,114.84,113,114.84,135.58,,0,0,,,,,,,,,,,,,0.5838,0.4727,114.84,0.1111,0,11.11
1/24/2022 1:00,145.5709082,,126.56,126.56,126.56,126.56,135.29,,0,0,,,,,,,,,,,,,0.6211,0.4682,126.56,0.1529,0,15.29
1/24/2022 2:00,143.8881329,,125.75,125.75,125.75,125.75,135.32,,0,0,,,,,,,,,,,,,0.6474,0.6283,125.75,0.0191,0,1.91
1/24/2022 3:00,143.5892101,,125.47,125.47,125.47,125.47,135.24,,0,0,,,,,,,,,,,,,0.769,0.6643,125.47,0.1047,0,10.47
1/24/2022 4:00,141.8289585,,125.42,125.42,125.42,125.42,135.19,,0,0,,,,,,,,,,,,,0.6743,0.577,125.42,0.0973,0,9.73
1/24/2022 5:00,144.0756723,,127.1,127.1,127.1,127.1,135.78,,0,0,,,,,,,,,,,,,0.6842,0.616,127.1,0.0682,0,6.82
1/24/2022 6:00,143.3053842,,129.03,129.03,129.03,129.03,135.82,,0,0,,,,,,,,,,,,,0.8454,0.8099,129.03,0.0355,0,3.55
1/24/2022 7:00,142.7963269,,131.62,131.62,131.62,131.62,136.72,,0,0,,,,,,,,,,,,,0.8412,0.873,131.62,-0.0318,0,-3.18
1/24/2022 8:00,145.2220481,,132.58,140,132.58,140,137.44,,14,0,,,,,,,,,,,,,0.8333,0.8369,140,-0.0036,7.42,-0.36
1/24/2022 9:00,141.9691042,,137.03,137.03,137.03,137.03,130,,0,0,,,,,,,,,,,,,0.8221,0.7932,137.03,0.0289,0,2.89
1/24/2022 10:00,139.4522227,,136.98,136.98,136.98,136.98,144.26,,0,0,,,,,,,,,,,,,0.5452,0.539,136.98,0.0062,0,0.62
1/24/2022 11:00,138.7751384,,136.93,136.93,136.93,136.93,133.3,,0,0,,,,,,,,,,,,,0.5316,0.718,136.93,-0.1864,0,-18.64
1/24/2022 12:00,139.5211198,,132.23,132.23,132.23,132.23,145.07,,0,0,,,,,,,,,,,,,0.6561,0.9257,132.23,-0.2696,0,-26.96
1/24/2022 13:00,143.0372908,,131.8,131.8,131.8,131.8,130,,0,0,,,,,,,,,,,,,0.5636,0.9665,131.8,-0.4029,0,-40.29
1/24/2022 14:00,139.6980115,,132.06,132.06,132.06,132.06,143.61,,0,0,,,,,,,,,,,,,0.7152,0.9676,132.06,-0.2524,0,-25.24
1/24/2022 15:00,138.7986606,,131.76,131.76,131.76,131.76,143.98,,0,0,,,,,,,,,,,,,0.8263,0.9843,131.76,-0.158,0,-15.8
1/24/2022 16:00,139.81499,,132.55,132.55,128.5,132.55,120,,0,0,,,,,,,,,,,,,0.6769,0.9756,132.55,-0.2987,0,-29.87
1/24/2022 17:00,138.9098429,,137.04,137.04,128.5,128.5,148.84,,0,-5,,,,,,,,,,,,,0.5112,0.8973,128.5,-0.3861,-8.54,-38.61
1/24/2022 18:00,137.5473862,,137.01,137.01,116,116,147.24,,0,-6,,,,,,,,,,,,,0.5203,0.8269,116,-0.3066,-21.01,-30.66
1/24/2022 19:00,133.6703474,,132.16,132.16,113,113,144.1,,0,-10,,,,,,,,,,,,,0.5558,0.7646,113,-0.2088,-19.16,-20.88
1/24/2022 20:00,134.4528417,,130.72,130.72,114,114,139.17,,0,-4,,,,,,,,,,,,,0.5797,0.6955,114,-0.1158,-16.72,-11.58
1/24/2022 21:00,136.9548943,,131.24,141.5,131.24,141.5,40.31,,14,0,,,,,,,,,,,,,0.6357,0.9816,141.5,-0.3459,10.26,-34.59
1/24/2022 22:00,137.6154059,,129.73,141.5,129.73,141.5,136.25,,34,0,,,,,,,,,,,,,0.7083,0.9743,141.5,-0.266,11.77,-26.6
1/24/2022 23:00,134.9063178,,128.28,141.5,128.28,141.5,135.22,,21,0,,,,,,,,,,,,,0.8256,0.9509,141.5,-0.1253,13.22,-12.53
1/25/2022 0:00,143.3887295,,126.34,126.34,126.34,126.34,114.84,,0,0,,,,,,,,,,,,,0.9536,0.9231,126.34,0.0305,0,3.05
1/25/2022 1:00,141.9706848,,125.51,125.51,118,125.51,126.56,,0,0,,,,,,,,,,,,,0.9466,0.9907,125.51,-0.0441,0,-4.41
1/25/2022 2:00,141.9000435,,125.64,125.64,118,125.64,125.75,,0,0,,,,,,,,,,,,,0.9181,0.9998,125.64,-0.0817,0,-8.17
1/25/2022 3:00,145.7071156,,126.2,126.2,120,126.2,125.47,,0,0,,,,,,,,,,,,,0.9239,1,126.2,-0.0761,0,-7.61
1/25/2022 4:00,142.4350015,,127.41,127.41,116,127.41,125.42,,0,0,,,,,,,,,,,,,0.9435,1,127.41,-0.0565,0,-5.65
1/25/2022 5:00,144.5495904,,138.06,138.06,116,138.06,127.1,,0,0,,,,,,,,,,,,,0.9487,0.9903,138.06,-0.0416,0,-4.16
1/25/2022 6:00,148.4355082,,137.61,137.61,124.5,137.61,129.03,,0,0,,,,,,,,,,,,,0.9626,1,137.61,-0.0374,0,-3.74
1/25/2022 7:00,152.5280922,,157.46,157.46,138,157.46,131.62,,0,0,,,,,,,,,,,,,0.9836,1,157.46,-0.0164,0,-1.64
1/25/2022 8:00,151.9771523,,170.42,170.42,136,170.42,140,,0,0,,,,,,,,,,,,,1,1,170.42,0,0,0
1/25/2022 9:00,150.7135761,,188.96,188.96,134,134,137.03,,0,-5,,,,,,,,,,,,,1,1,134,0,-54.96,0
1/25/2022 10:00,152.0442303,,198.48,198.48,142,142,136.98,,0,-5,,,,,,,,,,,,,1,1,142,0,-56.48,0
1/25/2022 11:00,148.9034212,,179.96,179.96,142,142,136.93,,0,-5,,,,,,,,,,,,,1,1,142,0,-37.96,0
1/25/2022 12:00,149.4706418,,179.93,179.93,142,142,132.23,,0,-4,,,,,,,,,,,,,1,1,142,0,-37.93,0
1/25/2022 13:00,159.3583404,,177.6,177.6,142,142,131.8,,0,-2,,,,,,,,,,,,,1,1,142,0,-35.6,0
1/25/2022 14:00,156.4534945,,177.11,177.11,138,138,132.06,,0,-2,,,,,,,,,,,,,1,1,138,0,-39.11,0
1/25/2022 15:00,152.5979553,,185.04,185.04,133.5,133.5,131.76,,0,-5,,,,,,,,,,,,,1,1,133.5,0,-51.54,0
1/25/2022 16:00,160.8212046,,250.77,250.77,134.5,134.5,132.55,,0,-9,,,,,,,,,,,,,1,1,134.5,0,-116.27,0
1/25/2022 17:00,169.4053231,,349.97,350.09,349.97,350.09,128.5,,67,0,,,,,,,,,,,,,1,1,350.09,0,0.12,0
1/25/2022 18:00,171.4607861,,300.43,300.7,300.43,300.7,116,,149,0,,,,,,,,,,,,,1,1,300.7,0,0.27,0
1/25/2022 19:00,171.1038519,,198.67,198.67,138,138,113,,0,-4,,,,,,,,,,,,,0.9913,1,138,-0.0087,-60.67,-0.87
1/25/2022 20:00,172.3542688,,152.86,152.86,129,152.86,114,,0,0,,,,,,,,,,,,,0.9839,1,152.86,-0.0161,0,-1.61
1/25/2022 21:00,174.7344647,,157.52,157.52,129,157.52,141.5,,0,0,,,,,,,,,,,,,0.9815,1,157.52,-0.0185,0,-1.85
1/25/2022 22:00,171.5596212,,140.58,140.58,126,140.58,141.5,,0,0,,,,,,,,,,,,,0.9851,1,140.58,-0.0149,0,-1.49
1/25/2022 23:00,174.7907772,,134.13,134.13,110,134.13,141.5,,0,0,,,,,,,,,,,,,0.9164,1,134.13,-0.0836,0,-8.36
1/26/2022 0:00,176.7609047,,81.32,81.32,81.32,81.32,126.34,,0,0,,,,,,,,,,,,,0.9719,1,81.32,-0.0281,0,-2.81
1/26/2022 1:00,171.7969042,,73.4,73.4,73.4,73.4,125.51,,0,0,,,,,,,,,,,,,0.9347,0.9891,73.4,-0.0544,0,-5.44
1/26/2022 2:00,169.0046408,,99.98,99.98,99.98,99.98,125.64,,0,0,,,,,,,,,,,,,0.8497,0.9903,99.98,-0.1406,0,-14.06
1/26/2022 3:00,171.1804016,,100.5,100.5,100.5,100.5,126.2,,0,0,,,,,,,,,,,,,0.6382,0.973,100.5,-0.3348,0,-33.48
1/26/2022 4:00,166.8982234,,99.98,99.98,99.98,99.98,127.41,,0,0,,,,,,,,,,,,,0.5489,0.905,99.98,-0.3561,0,-35.61
1/26/2022 5:00,169.4155578,,100.24,100.24,100.24,100.24,138.06,,0,0,,,,,,,,,,,,,0.326,0.774,100.24,-0.448,0,-44.8
1/26/2022 6:00,168.360322,,75.06,75.06,75.06,75.06,137.61,,0,0,,,,,,,,,,,,,0.2393,0.6739,75.06,-0.4346,0,-43.46
1/26/2022 7:00,168.8510569,,128.8,128.8,128.8,128.8,157.46,,0,0,,,,,,,,,,,,,0.2056,0.5032,128.8,-0.2976,0,-29.76
1/26/2022 8:00,171.324889,,130.95,130.95,130.95,130.95,170.42,,0,0,,,,,,,,,,,,,0.2594,0.5291,130.95,-0.2697,0,-26.97
1/26/2022 9:00,167.1502782,,129.29,129.29,117.5,129.29,134,,0,0,,,,,,,,,,,,,0.2519,0.4468,129.29,-0.1949,0,-19.49
1/26/2022 10:00,163.2449636,,128.14,128.14,117.5,128.14,142,,0,0,,,,,,,,,,,,,0.1235,0.2675,128.14,-0.144,0,-14.4
1/26/2022 11:00,159.8010497,,127.41,127.41,127.41,127.41,142,,0,0,,,,,,,,,,,,,0,0.0301,127.41,-0.0301,0,-3.01
1/26/2022 12:00,159.6677973,,124.96,124.96,124.96,124.96,142,,0,0,,,,,,,,,,,,,0,0.0004,124.96,-0.0004,0,-0.04
1/26/2022 13:00,164.7228517,,115.82,115.82,115.82,115.82,142,,0,0,,,,,,,,,,,,,0.0033,0.005,115.82,-0.0017,0,-0.17
1/26/2022 14:00,158.3451758,,115.78,115.78,115.78,115.78,138,,0,0,,,,,,,,,,,,,0.0408,0.155,115.78,-0.1142,0,-11.42
1/26/2022 15:00,154.9395895,,119.96,119.96,119.96,119.96,133.5,,0,0,,,,,,,,,,,,,0.0856,0.1727,119.96,-0.0871,0,-8.71
1/26/2022 16:00,156.4239524,,125.89,125.89,125.89,125.89,134.5,,0,0,,,,,,,,,,,,,0.1377,0.2631,125.89,-0.1254,0,-12.54
1/26/2022 17:00,153.6386344,,134.31,134.31,134.31,134.31,350.09,,0,0,,,,,,,,,,,,,0.1856,0.288,134.31,-0.1024,0,-10.24
1/26/2022 18:00,148.8086089,,131.94,131.94,131.94,131.94,300.7,,0,0,,,,,,,,,,,,,0.2331,0.2629,131.94,-0.0298,0,-2.98
1/26/2022 19:00,144.2713936,,125.8,125.8,125.8,125.8,138,,0,0,,,,,,,,,,,,,0.3812,0.4689,125.8,-0.0877,0,-8.77
1/26/2022 20:00,141.6207364,,90.59,90.59,90.59,90.59,152.86,,0,0,,,,,,,,,,,,,0.5215,0.7393,90.59,-0.2178,0,-21.78
1/26/2022 21:00,143.0861971,,74.91,74.91,74.91,74.91,157.52,,0,0,,,,,,,,,,,,,0.6537,0.78,74.91,-0.1263,0,-12.63
1/26/2022 22:00,136.4862636,,67.25,67.25,67.25,67.25,140.58,,0,0,,,,,,,,,,,,,0.871,0.9945,67.25,-0.1235,0,-12.35
1/26/2022 23:00,123.6860953,,15.43,15.43,15.43,15.43,134.13,,0,0,,,,,,,,,,,,,0.9013,0.9186,15.43,-0.0173,0,-1.73
1/27/2022 0:00,124.293952,,15.7,15.7,15.7,15.7,81.32,,0,0,,,,,,,,,,,,,0.8628,0.5687,15.7,0.2941,0,29.41
1/27/2022 1:00,117.2136597,,15.31,15.31,15.31,15.31,73.4,,0,0,,,,,,,,,,,,,0.8443,0.6879,15.31,0.1564,0,15.64
1/27/2022 2:00,109.5388513,,15.33,15.33,15.33,15.33,99.98,,0,0,,,,,,,,,,,,,0.8833,0.8895,15.33,-0.0062,0,-0.62
1/27/2022 3:00,98.23379809,,15.61,15.61,15.61,15.61,100.5,,0,0,,,,,,,,,,,,,0.9326,0.9534,15.61,-0.0208,0,-2.08
1/27/2022 4:00,98.93474688,,16.07,16.07,16.07,16.07,99.98,,0,0,,,,,,,,,,,,,0.9104,0.961,16.07,-0.0506,0,-5.06
1/27/2022 5:00,106.9148219,,16.54,16.54,16.54,16.54,100.24,,0,0,,,,,,,,,,,,,0.7971,0.8372,16.54,-0.0401,0,-4.01
1/27/2022 6:00,98.02542792,,18.5,18.5,18.5,18.5,75.06,,0,0,,,,,,,,,,,,,0.884,0.8389,18.5,0.0451,0,4.51
1/27/2022 7:00,87.14113583,,48.35,48.35,48.35,48.35,128.8,,0,0,,,,,,,,,,,,,0.8955,0.9841,48.35,-0.0886,0,-8.86
1/27/2022 8:00,93.57822944,,67.36,67.36,67.36,67.36,130.95,,0,0,,,,,,,,,,,,,0.9751,1,67.36,-0.0249,0,-2.49
1/27/2022 9:00,93.63532603,,67.19,67.19,67.19,67.19,129.29,,0,0,,,,,,,,,,,,,0.9911,1,67.19,-0.0089,0,-0.89
1/27/2022 10:00,82.88907583,,59.5,59.5,59.5,59.5,128.14,,0,0,,,,,,,,,,,,,0.9925,1,59.5,-0.0075,0,-0.75
1/27/2022 11:00,88.77507567,,53.73,53.73,53.73,53.73,127.41,,0,0,,,,,,,,,,,,,1,1,53.73,0,0,0
1/27/2022 12:00,90.00925748,,48.78,48.78,48.78,48.78,124.96,,0,0,,,,,,,,,,,,,1,1,48.78,0,0,0
1/27/2022 13:00,77.90662077,,29.96,29.96,29.96,29.96,115.82,,0,0,,,,,,,,,,,,,1,1,29.96,0,0,0
1/27/2022 14:00,78.03107779,,24.23,24.23,24.23,24.23,115.78,,0,0,,,,,,,,,,,,,1,1,24.23,0,0,0
1/27/2022 15:00,82.72037455,,24.9,24.9,24.9,24.9,119.96,,0,0,,,,,,,,,,,,,1,1,24.9,0,0,0
1/27/2022 16:00,77.65211021,,49.25,49.25,49.25,49.25,125.89,,0,0,,,,,,,,,,,,,1,1,49.25,0,0,0
1/27/2022 17:00,69.34629705,,79.91,79.91,79.91,79.91,134.31,,0,0,,,,,,,,,,,,,1,0.8355,79.91,0.1645,0,16.45
1/27/2022 18:00,66.79475449,,53.79,53.79,53.79,53.79,131.94,,0,0,,,,,,,,,,,,,1,0.9635,53.79,0.0365,0,3.65
1/27/2022 19:00,55.24817771,,19.98,19.98,19.98,19.98,125.8,,0,0,,,,,,,,,,,,,1,0.9851,19.98,0.0149,0,1.49
1/27/2022 20:00,57.56120321,,17.01,17.01,17.01,17.01,90.59,,0,0,,,,,,,,,,,,,1,0.8169,17.01,0.1831,0,18.31
1/27/2022 21:00,60.52212151,,16.19,16.19,16.19,16.19,74.91,,0,0,,,,,,,,,,,,,1,0.8169,16.19,0.1831,0,18.31
1/27/2022 22:00,61.17058424,,15.15,15.15,15.15,15.15,67.25,,0,0,,,,,,,,,,,,,1,0.8169,15.15,0.1831,0,18.31
1/27/2022 23:00,52.93723517,,13.03,13.03,13.03,13.03,15.43,,0,0,,,,,,,,,,,,,1,0.8832,13.03,0.1168,0,11.68
1/28/2022 0:00,17.50622746,,13.78,13.78,13.78,13.78,15.7,,0,0,,,,,,,,,,,,,0.7514,0.8832,13.78,-0.1318,0,-13.18
1/28/2022 1:00,15.27191317,,12.97,12.97,12.97,12.97,15.31,,0,0,,,,,,,,,,,,,0.6418,0.772,12.97,-0.1302,0,-13.02
1/28/2022 2:00,15.81575242,,11.95,11.95,11.95,11.95,15.33,,0,0,,,,,,,,,,,,,0.4762,0.5446,11.95,-0.0684,0,-6.84
1/28/2022 3:00,2.191426188,,11.95,11.95,8.95,8.95,15.61,,0,-14,,,,,,,,,,,,,0.4762,0.5446,8.95,-0.0684,-3,-6.84
1/28/2022 4:00,6.937314189,,12.68,12.68,7,7,16.07,,0,-21,,,,,,,,,,,,,0.5347,0.5944,7,-0.0597,-5.68,-5.97
1/28/2022 5:00,5.093618774,,13.55,13.55,10,10,16.54,,0,-22,,,,,,,,,,,,,1,1,10,0,-3.55,0
1/28/2022 6:00,2.010935801,,67.26,67.26,67.26,67.26,18.5,,0,0,,,,,,,,,,,,,1,1,67.26,0,0,0
1/28/2022 7:00,8.573389791,,128.7,128.7,128.7,128.7,48.35,,0,0,,,,,,,,,,,,,1,1,128.7,0,0,0
1/28/2022 8:00,11.34887346,,142.46,142.46,142.46,142.46,67.36,,0,0,,,,,,,,,,,,,1,1,142.46,0,0,0
1/28/2022 9:00,18.66792867,,142.57,142.57,142.57,142.57,67.19,,0,0,,,,,,,,,,,,,1,1,142.57,0,0,0
1/28/2022 10:00,25.00266832,,143.36,143.36,142,143.36,59.5,,0,0,,,,,,,,,,,,,0.9999,1,143.36,-1.00E-04,0,-0.01
1/28/2022 11:00,30.04873056,,148.09,148.09,140,148.09,53.73,,0,0,,,,,,,,,,,,,0.9527,1,148.09,-0.0473,0,-4.73
1/28/2022 12:00,36.90552287,,147.52,147.52,142,147.52,48.78,,0,0,,,,,,,,,,,,,0.9597,1,147.52,-0.0403,0,-4.03
1/28/2022 13:00,34.69517686,,146.73,146.73,141.98,146.73,29.96,,0,0,,,,,,,,,,,,,0.8473,0.9762,146.73,-0.1289,0,-12.89
1/28/2022 14:00,42.93302375,,146.52,146.52,140,146.52,24.23,,0,0,,,,,,,,,,,,,0.7978,0.9792,146.52,-0.1814,0,-18.14
1/28/2022 15:00,46.76125218,,155.79,155.79,155.79,155.79,24.9,,0,0,,,,,,,,,,,,,0.7411,0.957,155.79,-0.2159,0,-21.59
1/28/2022 16:00,48.72240889,,176.68,176.68,176.68,176.68,49.25,,0,0,,,,,,,,,,,,,0.5243,0.7726,176.68,-0.2483,0,-24.83
1/28/2022 17:00,55.99710042,,238.05,238.05,238.05,238.05,79.91,,0,0,,,,,,,,,,,,,0.4593,0.5555,238.05,-0.0962,0,-9.62
1/28/2022 18:00,59.31459136,,248.47,248.47,248.47,248.47,53.79,,0,0,,,,,,,,,,,,,0.3261,0.3401,248.47,-0.014,0,-1.4
1/28/2022 19:00,69.99065714,,186.61,186.61,186.61,186.61,19.98,,0,0,,,,,,,,,,,,,0.2237,0.3603,186.61,-0.1366,0,-13.66
1/28/2022 20:00,75.64331272,,136.92,145,130,136.92,17.01,,0,0,,,,,,,,,,,,,0.1366,0.1876,136.92,-0.051,0,-5.1
1/28/2022 21:00,76.33632817,,136.36,136.36,130,136.36,16.19,,0,0,,,,,,,,,,,,,0.0645,0.1895,136.36,-0.125,0,-12.5
1/28/2022 22:00,84.41954429,,130.54,130.54,121,130.54,15.15,,0,0,,,,,,,,,,,,,0.0027,0.0813,130.54,-0.0786,0,-7.86
1/28/2022 23:00,82.01744418,,79.9,79.9,79.9,79.9,13.03,,0,0,,,,,,,,,,,,,0.0089,0.0523,79.9,-0.0434,0,-4.34
1/29/2022 0:00,72.69062167,,110.93,110.93,110.93,110.93,13.78,,0,0,,,,,,,,,,,,,0.3561,0.1336,110.93,0.2225,0,22.25
1/29/2022 1:00,75.74213476,,105.99,105.99,105.99,105.99,12.97,,0,0,,,,,,,,,,,,,0.2583,0.1028,105.99,0.1555,0,15.55
1/29/2022 2:00,82.74039441,,69.95,69.95,69.95,69.95,11.95,,0,0,,,,,,,,,,,,,0.2017,0.0152,69.95,0.1865,0,18.65
1/29/2022 3:00,70.43120145,,67.18,67.18,67.18,67.18,8.95,,0,0,,,,,,,,,,,,,0.1686,0,67.18,0.1686,0,16.86
1/29/2022 4:00,79.51931611,,25.58,25.58,25.58,25.58,7,,0,0,,,,,,,,,,,,,0.18,0.0158,25.58,0.1642,0,16.42
1/29/2022 5:00,71.99211182,,17.66,17.66,17.66,17.66,10,,0,0,,,,,,,,,,,,,0.209,0.0512,17.66,0.1578,0,15.78
1/29/2022 6:00,68.3465969,,27.42,27.42,27.42,27.42,67.26,,0,0,,,,,,,,,,,,,0.2599,0.0082,27.42,0.2517,0,25.17
1/29/2022 7:00,77.03709905,,67.24,67.24,67.24,67.24,128.7,,0,0,,,,,,,,,,,,,0.2199,0.0049,67.24,0.215,0,21.5
1/29/2022 8:00,74.72218332,,45.47,45.47,45.47,45.47,142.46,,0,0,,,,,,,,,,,,,0.1431,0,45.47,0.1431,0,14.31
1/29/2022 9:00,80.66173678,,39.27,39.27,39.27,39.27,142.57,,0,0,,,,,,,,,,,,,0.1655,0,39.27,0.1655,0,16.55
1/29/2022 10:00,82.20361059,,34.93,34.93,34.93,34.93,143.36,,0,0,,,,,,,,,,,,,0.1226,0,34.93,0.1226,0,12.26
1/29/2022 11:00,83.65767263,,30.35,30.35,30.35,30.35,148.09,,0,0,,,,,,,,,,,,,0.2039,0,30.35,0.2039,0,20.39
1/29/2022 12:00,84.05104951,,25.64,25.64,25.64,25.64,147.52,,0,0,,,,,,,,,,,,,0.2243,0,25.64,0.2243,0,22.43
1/29/2022 13:00,79.16979856,,67.28,67.28,67.28,67.28,146.73,,0,0,,,,,,,,,,,,,0.2584,0,67.28,0.2584,0,25.84
1/29/2022 14:00,84.85307006,,105.59,105.59,105.59,105.59,146.52,,0,0,,,,,,,,,,,,,0.3192,0,105.59,0.3192,0,31.92
1/29/2022 15:00,80.42011354,,100.01,100.01,100.01,100.01,155.79,,0,0,,,,,,,,,,,,,0.3172,0.0161,100.01,0.3011,0,30.11
1/29/2022 16:00,80.84108234,,108.14,108.14,108.14,108.14,176.68,,0,0,,,,,,,,,,,,,0.2982,0.005,108.14,0.2932,0,29.32
1/29/2022 17:00,80.90211623,,118.75,150,118.75,150,238.05,,6,0,,,,,,,,,,,,,0.254,0,150,0.254,31.25,25.4
1/29/2022 18:00,72.35668216,,123.02,147,123.02,147,248.47,,9,0,,,,,,,,,,,,,0.2264,0,147,0.2264,23.98,22.64
1/29/2022 19:00,83.49064826,,101.19,147,101.19,147,186.61,,33,0,,,,,,,,,,,,,0.2506,0,147,0.2506,45.81,25.06
1/29/2022 20:00,83.90723161,,84.47,147,84.47,147,136.92,,134,0,,,,,,,,,,,,,0.2472,0,147,0.2472,62.53,24.72
1/29/2022 21:00,73.57418241,,51.62,101,51.62,101,136.36,,1,0,,,,,,,,,,,,,0.5774,0.1782,101,0.3992,49.38,39.92
1/29/2022 22:00,78.13844566,,88.81,88.81,88.81,88.81,130.54,,0,0,,,,,,,,,,,,,0.5679,0.2404,88.81,0.3275,0,32.75
1/29/2022 23:00,69.37765738,,79.63,79.63,79.63,79.63,79.9,,0,0,,,,,,,,,,,,,0.8474,0.3829,79.63,0.4645,0,46.45
1/30/2022 0:00,70.28009947,,10.49,18,10.49,10.49,110.93,,0,0,,,,,,,,,,,,,0.6016,0.3792,10.49,0.2224,0,22.24
1/30/2022 1:00,66.04589271,,4.6,21,4.6,4.6,105.99,,0,0,,,,,,,,,,,,,0.845,0.5868,4.6,0.2582,0,25.82
1/30/2022 2:00,60.1537253,,10.08,20,10.08,10.08,69.95,,0,0,,,,,,,,,,,,,0.8876,0.6835,10.08,0.2041,0,20.41
1/30/2022 3:00,45.61577995,,10.01,21,10.01,10.01,67.18,,0,0,,,,,,,,,,,,,0.8262,0.6738,10.01,0.1524,0,15.24
1/30/2022 4:00,46.54678019,,10.15,20,10.15,10.15,25.58,,0,0,,,,,,,,,,,,,0.6702,0.5242,10.15,0.146,0,14.6
1/30/2022 5:00,45.51796768,,11.37,20,11.37,11.37,17.66,,0,0,,,,,,,,,,,,,0.5169,0.3522,11.37,0.1647,0,16.47
1/30/2022 6:00,31.95204984,,4.01,17.5,4.01,4.01,27.42,,0,0,,,,,,,,,,,,,0.3675,0.2057,4.01,0.1618,0,16.18
1/30/2022 7:00,25.12251216,,9.95,21,9.95,9.95,67.24,,0,0,,,,,,,,,,,,,0.4018,0.1156,9.95,0.2862,0,28.62
1/30/2022 8:00,30.85660286,,11.09,18,11.09,11.09,45.47,,0,0,,,,,,,,,,,,,0.4098,0.2503,11.09,0.1595,0,15.95
1/30/2022 9:00,30.08906685,,11.98,18,11.98,11.98,39.27,,0,0,,,,,,,,,,,,,0.4641,0.3683,11.98,0.0958,0,9.58
1/30/2022 10:00,26.7581779,,11.09,18,11.09,11.09,34.93,,0,0,,,,,,,,,,,,,0.8256,0.7405,11.09,0.0851,0,8.51
