Total_Provisioned_MW,Tier_A_MW,Tier_B1_MW,Tier_B2_MW,Reliability_A,Reliability_B1,Reliability_B2,LCOE_delivered,Curtailment_Annual_GWh,Energy_A_Annual_GWh,Energy_B1_Annual_GWh,Energy_B2_Annual_GWh,Energy_C_Annual_GWh,Total_Delivered_Annual_GWh,Objective_Value,Realized_Utilization,Energy_A_Annual_MWh,Energy_B1_Annual_MWh,Energy_B2_Annual_MWh,Energy_C_Annual_MWh,Total_Delivered_Annual_MWh,Curtailment_Annual_MWh,Total_Committed_Delivered_Annual_MWh,Revenue_A_EUR,Revenue_B1_EUR,Revenue_B2_EUR,Revenue_C_EUR,Revenue_Total_EUR,Electricity_Cost_EUR,Other_Variable_OPEX_EUR,Total_Variable_OPEX_EUR,Total_IT_CAPEX_EUR,Annualized_IT_CAPEX_EUR,Total_Facility_CAPEX_EUR,Annualized_Facility_CAPEX_EUR,Annualized_Total_CAPEX_EUR,Annual_Fixed_OPEX_EUR,Total_Annual_Cost_EUR,Contribution_Margin_EUR,Net_Profit_EUR,Utilization_Without_C,Installed_IT_Capacity_MW
28.0,5.0,6.0,17.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,43.8,52.56,148.92,49.8055943657094,295.0855943657094,145.14055943657095,0.8421392533267963,43800.0,52560.0,148920.0,49805.5943657094,295085.5943657094,218499.1147976459,245280.0,131400000.0,110376000.0,178704000.0,14941678.309712822,435421678.3097128,16041182.963455485,3541027.1323885126,19582210.095843997,1400000000.0,311111111.1111111,600000000.0,24000000.0,335111111.1111111,24000000.0,378693321.2069551,415839468.21386886,56728357.10275775,0.7,40.0
