Total_Provisioned_MW,Tier_A_MW,Tier_B1_MW,Tier_B2_MW,Reliability_A,Reliability_B1,Reliability_B2,LCOE_delivered,Curtailment_Annual_GWh,Energy_A_Annual_GWh,Energy_B1_Annual_GWh,Energy_B2_Annual_GWh,Energy_C_Annual_GWh,Total_Delivered_Annual_GWh,Objective_Value,Realized_Utilization
37.0,5.0,6.0,26.0,100.0,100.0,100.0,34.33172155717184,24.513531734000697,43.8,52.56,227.76,142.88263221338838,467.0026322133884,185.98426322133884,0.5331080276408543
37.0,8.0,0.0,29.0,99.93150684931507,100.0,100.0,34.337773697220506,24.513531734000697,70.04784675496806,0.0,254.04,143.1932700374721,467.2811167924401,185.98317375871528,0.5334259324114613
37.0,6.0,3.0,28.0,100.0,100.0,100.0,34.33242691381077,24.513531734000697,52.56,26.28,245.28,143.13713038473244,467.2571303847325,183.38171303847324,0.5333985506675029
37.0,5.0,5.0,27.0,100.0,100.0,100.0,34.33155237752226,24.513531734000697,43.8,43.8,236.52,143.02891128315582,467.1489112831558,183.37089112831558,0.5332750128803149
37.0,4.0,7.0,26.0,100.0,100.0,100.0,34.33105128364151,24.513531734000697,35.04,61.32,227.76,142.91566180080875,467.0356618008088,183.3595661800809,0.5331457326493251
36.0,5.0,6.0,25.0,100.0,100.0,100.0,34.33172155717184,24.513531734000697,43.8,52.56,219.0,151.4746322133884,466.8346322133884,183.33946322133883,0.5329162468189365
36.0,8.0,0.0,28.0,99.93150684931507,100.0,100.0,34.337773697220506,24.513531734000697,70.04784675496806,0.0,245.28,151.7852700374721,467.1131167924401,183.33837375871528,0.5332341515895435
36.0,4.0,8.0,24.0,100.0,100.0,100.0,34.33124739224527,24.513531734000697,35.04,70.08,210.24,151.36101988797984,466.7210198879799,183.32810198879798,0.5327865523835387
36.0,3.0,10.0,23.0,100.0,100.0,100.0,34.331031780441606,24.513531734000697,26.28,87.6,201.48,151.24392454337396,466.603924543374,183.3163924543374,0.5326528818988288
37.0,7.0,0.0,30.0,100.0,100.0,100.0,34.3343315078661,24.513531734000697,61.32,0.0,262.8,143.3754756312263,467.4954756312263,180.77754756312262,0.5336706342822218
37.0,6.0,2.0,29.0,100.0,100.0,100.0,34.33242691381077,24.513531734000697,52.56,17.52,254.04,143.28113038473245,467.4011303847325,180.76811303847325,0.5335629342291467
37.0,5.0,4.0,28.0,100.0,100.0,100.0,34.3313991495198,24.513531734000697,43.8,35.04,245.28,143.1749754828885,467.2949754828885,180.75749754828885,0.5334417528343476
37.0,4.0,6.0,27.0,100.0,100.0,100.0,34.330882110597784,24.513531734000697,35.04,52.56,236.52,143.0619408705762,467.1819408705762,180.74619408705763,0.5333127178887856
36.0,6.0,3.0,27.0,100.0,100.0,100.0,34.33242691381077,24.513531734000697,52.56,26.28,236.52,151.72913038473243,467.0891303847324,180.73691303847323,0.5332067698455849
