Total_Provisioned_MW,Tier_A_MW,Tier_B1_MW,Tier_B2_MW,Reliability_A,Reliability_B1,Reliability_B2,LCOE_delivered,Curtailment_Annual_GWh,Energy_A_Annual_GWh,Energy_B1_Annual_GWh,Energy_B2_Annual_GWh,Energy_C_Annual_GWh,Total_Delivered_Annual_GWh,Objective_Value,Realized_Utilization
28.0,8.0,0.0,20.0,99.93150684931507,100.0,100.0,54.36229222236542,218.49911479764592,70.04784675496806,0.0,175.2,50.1914412743535,295.4392880293215,145.1469908824034,0.8431486530517167
28.0,5.0,6.0,17.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,43.8,52.56,148.92,49.8055943657094,295.0855943657094,145.14055943657095,0.8421392533267963
28.0,4.0,8.0,16.0,100.0,100.0,100.0,54.3611185016884,218.49911479764592,35.04,70.08,140.16,49.6855943657094,294.96559436570936,145.12855943657095,0.8417967875733715
28.0,3.0,10.0,15.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,26.28,87.6,131.4,49.565594365709394,294.84559436570936,145.11655943657095,0.8414543218199468
29.0,7.0,0.0,22.0,100.0,100.0,100.0,54.362148201269896,218.4991147976459,61.32,0.0,192.72,41.73606183205811,295.77606183205813,142.5816061832058,0.844109765502449
28.0,6.0,3.0,19.0,100.0,100.0,100.0,54.36113114224275,218.4991147976459,52.56,26.28,166.44,50.06952644725825,295.34952644725826,142.53895264472584,0.8428924841531343
28.0,5.0,5.0,18.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,43.8,43.8,157.68,49.949594365709395,295.2295943657094,142.52695943657093,0.8425502122309058
28.0,4.0,7.0,17.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,35.04,61.32,148.92,49.829594365709404,295.1095943657094,142.51495943657093,0.8422077464774812
28.0,3.0,9.0,16.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,26.28,78.84,140.16,49.70959436570939,294.98959436570937,142.50295943657093,0.8418652807240564
27.0,8.0,0.0,19.0,99.93150684931507,100.0,100.0,54.36229222236543,218.4991147976459,70.04784675496806,0.0,166.44,58.7834412743535,295.27128802932157,142.5021908824034,0.8426692009969222
27.0,5.0,6.0,16.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,43.8,52.56,140.16,58.3975943657094,294.9175943657094,142.49575943657095,0.8416598012720018
28.0,2.0,11.0,15.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,17.52,96.36,131.4,49.5895943657094,294.8695943657094,142.49095943657093,0.841522814970632
27.0,4.0,8.0,15.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,35.04,70.08,131.4,58.277594365709405,294.7975943657094,142.48375943657095,0.8413173355185771
27.0,3.0,10.0,14.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,26.28,87.6,122.64,58.15759436570941,294.6775943657094,142.47175943657095,0.8409748697651525
29.0,6.0,1.0,22.0,100.0,100.0,100.0,54.36113114224275,218.4991147976459,52.56,8.76,192.72,41.765526447258246,295.8055264472583,139.95655264472583,0.844193854016148
29.0,5.0,3.0,21.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,43.8,26.28,183.96,41.64559436570939,295.6855943657094,139.94455943657096,0.8438515820939195
28.0,7.0,0.0,21.0,100.0,100.0,100.0,54.362148201269896,218.4991147976459,61.32,0.0,183.96,50.32806183205811,295.6080618320581,139.93680618320582,0.8436303134476545
28.0,6.0,2.0,20.0,100.0,100.0,100.0,54.36113114224275,218.4991147976459,52.56,17.52,175.2,50.21352644725824,295.4935264472582,139.92535264472582,0.8433034430572438
28.0,5.0,4.0,19.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,43.8,35.04,166.44,50.09359436570941,295.37359436570944,139.91335943657094,0.8429611711350155
28.0,4.0,6.0,18.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,35.04,52.56,157.68,49.973594365709396,295.2535943657094,139.90135943657094,0.8426187053815907
27.0,6.0,3.0,18.0,100.0,100.0,100.0,54.36113114224275,218.4991147976459,52.56,26.28,157.68,58.66152644725825,295.18152644725825,139.89415264472584,0.8424130320983397
28.0,3.0,8.0,17.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,26.28,70.08,148.92,49.853594365709405,295.1335943657094,139.88935943657094,0.8422762396281661
27.0,5.0,5.0,17.0,100.0,100.0,100.0,54.3611185016884,218.4991147976459,43.8,43.8,148.92,58.54159436570939,295.06159436570937,139.88215943657096,0.8420707601761113
