Total_Provisioned_MW,Tier_A_MW,Tier_B1_MW,Tier_B2_MW,Reliability_A,Reliability_B1,Reliability_B2,LCOE_delivered,Curtailment_Annual_GWh,Energy_A_Annual_GWh,Energy_B1_Annual_GWh,Energy_B2_Annual_GWh,Energy_C_Annual_GWh,Total_Delivered_Annual_GWh,Objective_Value,Realized_Utilization,Energy_A_Annual_MWh,Energy_B1_Annual_MWh,Energy_B2_Annual_MWh,Energy_C_Annual_MWh,Total_Delivered_Annual_MWh,Curtailment_Annual_MWh,Total_Committed_Delivered_Annual_MWh,Revenue_A_EUR,Revenue_B1_EUR,Revenue_B2_EUR,Revenue_C_EUR,Revenue_Total_EUR,Electricity_Cost_EUR,Other_Variable_OPEX_EUR,Total_Variable_OPEX_EUR,Total_IT_CAPEX_EUR,Annualized_IT_CAPEX_EUR,Total_Facility_CAPEX_EUR,Annualized_Facility_CAPEX_EUR,Annualized_Total_CAPEX_EUR,Annual_Fixed_OPEX_EUR,Total_Annual_Cost_EUR,Contribution_Margin_EUR,Net_Profit_EUR,Utilization_Without_C,Installed_IT_Capacity_MW
25.0,8.0,0.0,17.0,99.93150684931508,100.0,100.0,67.22394396631289,283.54041775447905,70.04784675496806,0.0,148.92,20.085238258479155,239.05308501344723,131.62437058081596,0.9096388318624324,70047.84675496806,0.0,148920.0,20085.238258479156,239053.08501344724,283540.41775447904,218967.84675496805,210143540.2649042,0.0,178704000.0,6025571.477543747,394873111.742448,16070091.19191821,2868637.020161367,18938728.212079577,1050000000.0,233333333.33333334,450000000.0,18000000.0,251333333.33333334,18000000.0,288272061.5454129,375934383.5303684,106601050.19703507,0.8332109846079454,30.0
