Hour_of_Year,Tier_A_MW,Tier_B1_MW,Tier_B2_MW,Tier_C_MW,Total_Hardware_Used_MW,Curtailment_MW
185,8.0,0.0,7.0,0.9209121749118907,15.92091217491189,0.0
186,8.0,0.0,7.0,0.0,15.0,0.0
187,8.0,0.0,7.0,0.0,15.0,0.0
188,8.0,0.0,7.0,0.0,15.0,0.0
189,8.0,0.0,7.0,0.0,15.0,0.0
190,8.0,0.0,7.0,0.0,15.0,0.0
191,8.0,0.0,7.0,0.0,15.0,0.0
192,8.0,0.0,7.0,0.0,15.0,0.0
193,8.0,0.0,7.0,0.0,15.0,0.0
194,8.0,0.0,7.0,0.0,15.0,0.0
195,8.0,0.0,6.580709197298965,0.0,14.580709197298965,0.0
196,8.0,0.0,0.0,0.0,8.0,0.0
197,8.0,0.0,0.0,0.0,8.0,0.0
198,8.0,0.0,0.0,0.0,8.0,0.0
199,8.0,0.0,0.0,0.0,8.0,0.0
200,8.0,0.0,0.0,0.0,8.0,0.0
201,8.0,0.0,0.0,0.0,8.0,0.0
202,8.0,0.0,0.0,0.0,8.0,0.0
203,8.0,0.0,2.661839299031586,0.0,10.661839299031586,0.0
204,8.0,0.0,8.0,0.0,16.0,5.622582694441192
205,8.0,0.0,8.0,0.0,16.0,0.0
206,8.0,0.0,8.0,0.0,16.0,2.983221678238607
207,8.0,0.0,8.0,0.0,16.0,6.636045874018542
208,8.0,0.0,8.0,0.0,16.0,21.447853404573046
209,8.0,0.0,8.0,0.0,16.0,24.090751283033377
210,8.0,0.0,8.0,0.0,16.0,22.18678394727467
211,8.0,0.0,8.0,0.0,16.0,39.828709491967714
212,8.0,0.0,8.0,0.0,16.0,68.83102031553224
213,8.0,0.0,8.0,0.0,16.0,80.91202916453568
214,8.0,0.0,8.0,0.0,16.0,81.26902171192347
215,8.0,0.0,8.0,0.0,16.0,80.47485042322404
216,8.0,0.0,8.0,0.0,16.0,58.197543807649616
217,8.0,0.0,8.0,0.0,16.0,81.38123812464065
218,8.0,0.0,8.0,0.0,16.0,81.22273234757921
219,8.0,0.0,8.0,0.0,16.0,79.51464216949134
220,8.0,0.0,8.0,0.0,16.0,74.01615171522528
221,8.0,0.0,8.0,0.0,16.0,57.801655389560516
222,8.0,0.0,8.0,0.0,16.0,47.242613581754306
223,8.0,0.0,8.0,0.0,16.0,32.92190393126898
224,8.0,0.0,8.0,0.0,16.0,27.871927419041597
225,8.0,0.0,8.0,0.0,16.0,21.242122411113456
226,8.0,0.0,8.0,0.0,16.0,25.49437143110061
227,8.0,0.0,8.0,0.0,16.0,53.654665363101834
228,8.0,0.0,8.0,0.0,16.0,91.17197332917374
229,8.0,0.0,8.0,0.0,16.0,104.36462384907941
230,8.0,0.0,8.0,0.0,16.0,112.26202009319812
231,8.0,0.0,8.0,0.0,16.0,93.20474949449101
232,8.0,0.0,8.0,0.0,16.0,18.269305885078793
233,8.0,0.0,8.0,0.0,16.0,25.36416446871366
234,8.0,0.0,8.0,0.0,16.0,31.75630516029959
235,8.0,0.0,8.0,0.0,16.0,35.13741367940553
236,8.0,0.0,8.0,0.0,16.0,36.64229894332889
237,8.0,0.0,8.0,0.0,16.0,9.641880994069417
238,8.0,0.0,8.0,0.0,16.0,35.768021520829635
239,8.0,0.0,8.0,0.0,16.0,36.20508521719996
240,8.0,0.0,8.0,0.0,16.0,42.27959188371691
241,8.0,0.0,8.0,0.0,16.0,52.24995416529192
242,8.0,0.0,8.0,0.0,16.0,62.416134083270215
243,8.0,0.0,8.0,0.0,16.0,68.78528594890454
244,8.0,0.0,8.0,0.0,16.0,68.99180362503881
245,8.0,0.0,8.0,0.0,16.0,67.38031707947968
246,8.0,0.0,8.0,0.0,16.0,69.81859401748659
247,8.0,0.0,8.0,0.0,16.0,72.68584901375081
248,8.0,0.0,8.0,0.0,16.0,76.17062935106773
249,8.0,0.0,8.0,0.0,16.0,76.39029603132312
250,8.0,0.0,8.0,0.0,16.0,75.9689765968919
251,8.0,0.0,8.0,0.0,16.0,77.23822385187003
252,8.0,0.0,8.0,0.0,16.0,81.90893741100871
253,8.0,0.0,8.0,0.0,16.0,129.59415604024932
254,8.0,0.0,8.0,0.0,16.0,144.4115816851777
255,8.0,0.0,8.0,0.0,16.0,137.55188942068108
256,8.0,0.0,8.0,0.0,16.0,52.59483775773186
257,8.0,0.0,7.757451503669451,0.2425484963305493,16.0,49.22005846845246
258,8.0,0.0,7.0,1.0,16.0,53.09956748399666
259,8.0,0.0,7.0,1.0,16.0,46.75017776401169
260,8.0,0.0,7.0,1.0,16.0,50.97776408282035
261,8.0,0.0,7.0,1.0,16.0,46.982094707957295
262,8.0,0.0,7.0,1.0,16.0,55.79449903011463
263,8.0,0.0,7.0,1.0,16.0,37.02654728600296
264,8.0,0.0,7.0,1.0,16.0,75.69958791583886
265,8.0,0.0,7.0,1.0,16.0,79.9688093479752
266,8.0,0.0,7.0,1.0,16.0,81.2819794218266
267,8.0,0.0,7.0,1.0,16.0,81.4730548731537
268,8.0,0.0,7.0,1.0,16.0,81.57633270064508
269,8.0,0.0,7.0,1.0,16.0,81.58689511967683
270,8.0,0.0,7.0,1.0,16.0,81.58757111750106
271,8.0,0.0,7.0,1.0,16.0,81.59654250070636
272,8.0,0.0,7.0,1.0,16.0,81.59873474303294
273,8.0,0.0,7.0,1.0,16.0,81.59922597573762
274,8.0,0.0,7.0,1.0,16.0,81.59955371832032
275,8.0,0.0,7.0,1.0,16.0,82.71877293085237
276,8.0,0.0,7.0,1.0,16.0,83.56462179234856
277,8.0,0.0,7.0,1.0,16.0,85.12533459744841
278,8.0,0.0,7.0,1.0,16.0,97.60312168555151
279,8.0,0.0,7.0,1.0,16.0,101.36998087797181
280,8.0,0.0,7.0,1.0,16.0,83.70935399060133
281,8.0,0.0,7.0,1.0,16.0,81.59391728319159
282,8.0,0.0,7.0,1.0,16.0,81.22043238763752
283,8.0,0.0,7.0,1.0,16.0,81.34248704692499
284,8.0,0.0,7.0,1.0,16.0,81.50426056679325
285,8.0,0.0,7.0,1.0,16.0,81.52440469041409
286,8.0,0.0,7.0,1.0,16.0,81.52560230267801
287,8.0,0.0,7.0,1.0,16.0,81.50634123683568
288,8.0,0.0,7.0,1.0,16.0,81.48243832387308
289,8.0,0.0,7.0,1.0,16.0,81.48753730540037
290,8.0,0.0,7.0,1.0,16.0,81.42150305239238
291,8.0,0.0,7.0,1.0,16.0,81.46527361478181
292,8.0,0.0,7.0,1.0,16.0,54.46238720877984
293,8.0,0.0,7.0,1.0,16.0,81.04077775392057
294,8.0,0.0,7.0,1.0,16.0,81.00416182916555
295,8.0,0.0,7.0,1.0,16.0,81.17604311625954
296,8.0,0.0,7.0,1.0,16.0,81.25912108405626
297,8.0,0.0,7.0,1.0,16.0,80.75014236214304
298,8.0,0.0,7.0,1.0,16.0,87.5469217152864
299,8.0,0.0,7.0,1.0,16.0,119.78976529218488
300,8.0,0.0,7.0,1.0,16.0,154.12660523937177
301,8.0,0.0,7.0,1.0,16.0,178.70830763782098
302,8.0,0.0,7.0,1.0,16.0,186.69410807627776
303,8.0,0.0,7.0,1.0,16.0,161.58059852891108
304,8.0,0.0,7.0,1.0,16.0,83.75664286053836
305,8.0,0.0,7.0,1.0,16.0,81.28192648703313
306,8.0,0.0,7.0,1.0,16.0,81.38923855038163
307,8.0,0.0,7.0,1.0,16.0,81.29087339901508
308,8.0,0.0,7.0,1.0,16.0,81.32033904793516
309,8.0,0.0,7.0,1.0,16.0,81.31142429852338
310,8.0,0.0,7.0,1.0,16.0,81.23250452161514
311,8.0,0.0,7.0,1.0,16.0,81.42503752665161
312,8.0,0.0,7.0,1.0,16.0,81.3370765919974
313,8.0,0.0,7.0,1.0,16.0,81.08323861501574
314,8.0,0.0,7.0,1.0,16.0,80.84721975968293
315,8.0,0.0,7.0,1.0,16.0,80.77087708695197
316,8.0,0.0,7.0,1.0,16.0,80.10057335302955
317,8.0,0.0,7.0,1.0,16.0,76.60786036426774
318,8.0,0.0,7.0,1.0,16.0,41.43000486707489
319,8.0,0.0,7.0,1.0,16.0,60.58005782735557
320,8.0,0.0,7.0,1.0,16.0,49.5002996393845
321,8.0,0.0,7.0,1.0,16.0,39.06560669500927
322,8.0,0.0,7.0,1.0,16.0,45.25773205205127
323,8.0,0.0,7.0,1.0,16.0,82.3416611317306
324,8.0,0.0,7.0,1.0,16.0,110.58098853571798
325,8.0,0.0,7.0,1.0,16.0,135.99208115920956
326,8.0,0.0,7.0,1.0,16.0,139.31626007343684
327,8.0,0.0,7.0,1.0,16.0,120.04683902921968
328,8.0,0.0,7.0,1.0,16.0,43.976949128471404
329,8.0,0.0,7.0,1.0,16.0,35.66617577265446
330,8.0,0.0,7.0,1.0,16.0,34.52591116519403
331,8.0,0.0,7.0,1.0,16.0,31.198943183354324
332,8.0,0.0,7.0,1.0,16.0,27.58255233549874
333,8.0,0.0,7.0,1.0,16.0,23.056774049061467
334,8.0,0.0,7.0,1.0,16.0,0.0
335,8.0,0.0,7.0,1.0,16.0,18.665911550958462
336,8.0,0.0,7.0,1.0,16.0,16.415504475056046
337,8.0,0.0,7.0,1.0,16.0,13.62044637665818
338,8.0,0.0,7.0,1.0,16.0,9.060631212252769
339,8.0,0.0,7.0,1.0,16.0,6.972041135588441
340,8.0,0.0,7.0,1.0,16.0,5.387101503832863
341,8.0,0.0,7.0,1.0,16.0,2.4145362446451486
342,8.0,0.0,7.0,1.0,16.0,0.0
343,8.0,0.0,7.0,1.0,16.0,0.0
344,8.0,0.0,7.0,1.0,16.0,0.0
345,8.0,0.0,7.0,1.0,16.0,0.0
346,8.0,0.0,7.0,1.0,16.0,0.0
347,8.0,0.0,7.0,1.0,16.0,40.57798298912969
348,8.0,0.0,7.0,1.0,16.0,72.42689043047727
349,8.0,0.0,7.0,1.0,16.0,89.58512482284473
350,8.0,0.0,7.0,1.0,16.0,39.273298194417926
351,8.0,0.0,7.0,1.0,16.0,22.373492797070845
352,8.0,0.0,7.0,1.0,16.0,0.0
353,8.0,0.0,7.0,1.0,16.0,0.0
354,8.0,0.0,7.0,1.0,16.0,0.0
355,8.0,0.0,7.0,1.0,16.0,0.0
356,8.0,0.0,7.0,1.0,16.0,0.0
357,8.0,0.0,7.0,1.0,16.0,1.5432729768305968
358,8.0,0.0,7.0,1.0,16.0,0.0
359,8.0,0.0,7.0,1.0,16.0,0.0
360,8.0,0.0,7.0,1.0,16.0,0.0
361,8.0,0.0,7.0,1.0,16.0,0.0
362,8.0,0.0,7.0,1.0,16.0,0.0
363,8.0,0.0,7.0,1.0,16.0,0.0
364,8.0,0.0,7.0,1.0,16.0,0.0
365,8.0,0.0,7.0,1.0,16.0,0.0
366,8.0,0.0,7.0,1.0,16.0,0.0
367,8.0,0.0,7.0,1.0,16.0,0.0
368,8.0,0.0,7.0,1.0,16.0,0.0
369,8.0,0.0,7.0,1.0,16.0,0.0
370,8.0,0.0,7.0,1.0,16.0,0.0
371,8.0,0.0,7.0,1.0,16.0,19.173894297346024
372,8.0,0.0,7.0,1.0,16.0,37.55610996750251
373,8.0,0.0,7.0,1.0,16.0,53.805110516587966
374,8.0,0.0,7.0,1.0,16.0,43.440347145354785
375,8.0,0.0,7.0,1.0,16.0,35.19162714679464
376,8.0,0.0,7.0,1.0,16.0,9.817682060902278
377,8.0,0.0,7.0,1.0,16.0,13.053256470722836
378,8.0,0.0,7.0,1.0,16.0,18.331195680466813
379,8.0,0.0,7.0,1.0,16.0,23.107008339314753
380,8.0,0.0,7.0,1.0,16.0,25.147637057145253
381,8.0,0.0,7.0,1.0,16.0,0.0
382,8.0,0.0,7.0,1.0,16.0,28.271742672894746
383,8.0,0.0,7.0,1.0,16.0,39.04734923686503
384,8.0,0.0,7.0,1.0,16.0,35.49933915892609
385,8.0,0.0,7.0,1.0,16.0,29.14689092574114
386,8.0,0.0,7.0,1.0,16.0,0.0
387,8.0,0.0,7.0,1.0,16.0,12.35705701438583
388,8.0,0.0,7.0,1.0,16.0,0.0
389,8.0,0.0,7.0,1.0,16.0,5.113241681479547
390,8.0,0.0,7.0,1.0,16.0,2.2271617556610934
391,8.0,0.0,7.0,1.0,16.0,0.0
392,8.0,0.0,7.0,1.0,16.0,0.0
393,8.0,0.0,7.0,1.0,16.0,0.0
394,8.0,0.0,7.0,1.0,16.0,0.0
395,8.0,0.0,7.0,1.0,16.0,0.0
396,8.0,0.0,7.0,1.0,16.0,0.0
397,8.0,0.0,7.0,1.0,16.0,0.0
398,8.0,0.0,7.0,1.0,16.0,16.63139648718829
399,8.0,0.0,7.0,1.0,16.0,5.421034196258827
400,8.0,0.0,7.0,1.0,16.0,0.0
401,8.0,0.0,7.0,1.0,16.0,0.0
402,8.0,0.0,7.0,1.0,16.0,0.0
403,8.0,0.0,7.0,1.0,16.0,0.0
404,8.0,0.0,7.0,1.0,16.0,0.0
405,8.0,0.0,7.0,1.0,16.0,0.0
406,8.0,0.0,7.0,1.0,16.0,0.0
407,8.0,0.0,7.0,1.0,16.0,0.0
408,8.0,0.0,7.0,1.0,16.0,0.0
409,8.0,0.0,7.0,1.0,16.0,0.0
410,8.0,0.0,7.0,1.0,16.0,0.0
411,8.0,0.0,7.0,1.0,16.0,0.0
412,8.0,0.0,7.0,1.0,16.0,9.639410154450314
413,8.0,0.0,7.0,1.0,16.0,14.081446701950114
414,8.0,0.0,7.0,1.0,16.0,16.595058598698834
415,8.0,0.0,7.0,1.0,16.0,11.823754926535795
416,8.0,0.0,7.0,1.0,16.0,11.596484286656032
417,8.0,0.0,7.0,1.0,16.0,25.630805221103017
418,8.0,0.0,7.0,1.0,16.0,21.67232724280224
419,8.0,0.0,7.0,1.0,16.0,38.09423293697618
420,8.0,0.0,7.0,1.0,16.0,50.6038487231364
421,8.0,0.0,7.0,1.0,16.0,30.01342968950842
422,8.0,0.0,7.0,1.0,16.0,49.755876311437426
423,8.0,0.0,7.0,1.0,16.0,52.61125649105572
424,8.0,0.0,7.0,1.0,16.0,58.86464870285706
425,8.0,0.0,7.0,1.0,16.0,70.20069745070987
426,8.0,0.0,7.0,1.0,16.0,77.97896810040524
427,8.0,0.0,7.0,1.0,16.0,79.31514443311374
428,8.0,0.0,7.0,1.0,16.0,77.5898404449836
429,8.0,0.0,7.0,1.0,16.0,68.32781685473108
430,8.0,0.0,7.0,1.0,16.0,55.58438789630912
431,8.0,0.0,7.0,1.0,16.0,50.820661869317654
432,8.0,0.0,7.0,1.0,16.0,47.789686818692765
433,8.0,0.0,7.0,1.0,16.0,43.27368547508467
434,8.0,0.0,7.0,1.0,16.0,17.792125735033345
435,8.0,0.0,7.0,1.0,16.0,44.718211644723766
436,8.0,0.0,7.0,1.0,16.0,56.30638770443661
437,8.0,0.0,7.0,1.0,16.0,56.273641298712924
438,8.0,0.0,7.0,1.0,16.0,56.98984780472497
439,8.0,0.0,7.0,1.0,16.0,51.96508424643694
440,8.0,0.0,7.0,1.0,16.0,58.84538909503036
441,8.0,0.0,7.0,1.0,16.0,61.89803678704998
442,8.0,0.0,7.0,1.0,16.0,66.99735691284249
443,8.0,0.0,7.0,1.0,16.0,71.43488474411686
444,8.0,0.0,7.0,1.0,16.0,71.70212438005896
445,8.0,0.0,7.0,1.0,16.0,67.25384333858545
446,8.0,0.0,7.0,1.0,16.0,47.88277397660794
447,8.0,0.0,7.0,1.0,16.0,52.501193584879935
448,8.0,0.0,7.0,1.0,16.0,4.1255290227251145
449,8.0,0.0,7.0,1.0,16.0,4.653537831069386
450,8.0,0.0,7.0,1.0,16.0,17.41380943798712
451,8.0,0.0,7.0,1.0,16.0,55.293876095825986
452,8.0,0.0,7.0,1.0,16.0,81.32315739548966
453,8.0,0.0,7.0,1.0,16.0,80.61026265507576
454,8.0,0.0,7.0,1.0,16.0,80.42182885592564
455,8.0,0.0,7.0,1.0,16.0,77.21872201827938
456,8.0,0.0,7.0,1.0,16.0,76.43313980428246
457,8.0,0.0,7.0,1.0,16.0,76.11340736007367
458,8.0,0.0,7.0,1.0,16.0,69.68747781707617
459,8.0,0.0,7.0,1.0,16.0,32.5181830591902
460,8.0,0.0,7.0,1.0,16.0,52.32099533965414
461,8.0,0.0,7.0,1.0,16.0,44.089692665841355
462,8.0,0.0,7.0,1.0,16.0,38.02026055917109
463,8.0,0.0,7.0,1.0,16.0,37.29641305422682
464,8.0,0.0,7.0,1.0,16.0,35.868370699189335
465,8.0,0.0,7.0,1.0,16.0,31.454340869816328
466,8.0,0.0,7.0,1.0,16.0,41.70857351876532
467,8.0,0.0,7.0,1.0,16.0,80.28139169434237
468,8.0,0.0,7.0,1.0,16.0,72.5964208689781
469,8.0,0.0,7.0,1.0,16.0,91.36233779820478
