,WS_1,WS_50,WS_100,WS_150,WS_200,WD_1,WD_50,WD_100,WD_150,WD_200,temp_air_1,ghi,dni,dhi,Price
2012-01-01 00:00:00,2.6591298668643844,6.81146943813828,7.890373238854898,7.20572426261021,7.4495509973466145,28.096293389114606,31.46018637336279,34.89268698938406,40.38443459465436,43.051794785689175,295.8508310219396,0.0,0.0,0.0,32.103
2012-01-01 01:00:00,3.232288040041835,6.8858060175161615,7.7213801746147555,7.44628300273433,7.771714981947301,30.9887417341362,33.57330570374256,36.21384061599098,40.97829046319138,43.49168043458657,295.85631891930365,21.98775606247476,0.0,21.98775606247476,81.4465
2012-01-01 02:00:00,3.464535088714991,7.310340196242179,8.181429752098742,7.919990437063171,8.2781396638054,33.53618008727408,35.53188443264798,37.562311523848415,41.085177804333405,43.29542005388208,296.6768947589261,43.96838670360312,0.0,43.96838670360312,81.4465
2012-01-01 03:00:00,4.814751339398479,7.73888860962275,8.255256161452378,8.057080864253235,8.209694079481316,41.75639051165933,41.33138377917649,40.89985129293427,41.427571511098286,43.192692543461455,297.4411806175662,183.12633628848337,33.687542406484674,168.915953218757,81.4465
2012-01-01 04:00:00,5.458318560093976,8.723098506533999,9.292899218877668,9.03055280631241,9.079551093035718,51.453490503289046,51.26030734376919,51.0670998038044,49.71949376171943,49.969307059197455,298.49664676441705,388.00802665624417,154.4362892814409,294.42845616158843,32.103
2012-01-01 05:00:00,6.277783263285087,9.942732321239331,10.571855016588604,10.55076968247838,10.576284719866962,61.95758029237791,61.39794255135693,60.8271098565068,58.546693222528646,58.51493559987336,301.054759941023,638.3495222427471,400.2787678861579,340.16957888155406,32.103
2012-01-01 06:00:00,6.287427033115328,9.96626903825248,10.59848670476249,10.68303285503466,10.724260601204934,69.19865964664008,68.34106473716463,67.46149794315261,64.587428201645,64.40480551179688,302.7209346212202,748.4659866632219,471.47885028247487,357.4576061010243,32.103
2012-01-01 07:00:00,6.140204998847461,9.673591152220537,10.279173987368395,10.449283350199446,10.429866310366476,75.23270290916724,74.26437917505365,73.26970575978171,70.09231254070907,69.8193632436266,302.9213107664424,797.8613279603098,501.6730207077343,369.74879907430295,32.103
2012-01-01 08:00:00,6.001052374019395,9.315848267369564,9.873312809783542,10.257025599946951,10.099535104686344,78.3273961138965,77.16538927157598,75.98226797599334,71.68324825986593,71.28813028886464,303.5750973288427,843.438374220873,737.042790984722,242.4320465316074,32.103
2012-01-01 09:00:00,5.940620537336558,9.230087183697686,9.783796638361082,10.265903235009942,10.056843192731638,79.43433482249324,78.06793419082871,76.66962150592695,71.52389972501905,70.99686053195951,303.5834375220105,791.9790415662387,949.2676717055464,110.32475307432968,32.103
2012-01-01 10:00:00,6.039549511321543,9.478006329779564,10.062589348548752,10.683998959935437,10.425091659251231,82.54852023214366,81.07299795232005,79.56718893704341,73.69907138066938,73.06395890768837,302.6513574551749,644.1149384746809,979.1128967861968,88.01464803775627,32.103
2012-01-01 11:00:00,6.385951736855828,10.515643768889865,11.26674264864346,11.967091028613575,11.72887160447072,78.55151111349865,76.99204288610214,75.39750102028975,70.65886495655322,69.9181371830892,302.49159139542746,443.615005769599,897.7482853770152,106.69891119587794,32.103
2012-01-01 12:00:00,5.098149563268081,9.791614426814126,10.776324014081617,11.498199960479816,11.502954157960048,82.68681156105359,81.41129724962167,80.10780894930643,74.65063848049927,73.82112069420741,301.9286420111985,219.6549609915976,506.8824660189822,142.00721982313806,81.4465
2012-01-01 13:00:00,3.597854448677391,8.460949683533467,9.648280974171612,9.708204029388996,9.957645290152724,85.88552826368942,85.55573344228387,85.21919605026922,76.67751457682417,74.9956989593762,301.49209946445967,30.10079218049514,0.0,30.10079218049514,81.4465
2012-01-01 14:00:00,2.97675797664404,7.896334292778765,9.205120300671592,9.005952409290261,9.38473720257865,78.60601477453046,79.8302350483573,81.08342091043806,71.47254446328061,69.547213769645,298.86399496568106,0.0,0.0,0.0,81.4465
2012-01-01 15:00:00,2.3303413273149296,7.107165972496665,8.491410310516772,8.330724626808008,8.830884051361902,66.42812567274088,71.40339927355984,76.48337397440041,66.67408949662371,65.19814350561968,298.19428027431377,0.0,0.0,0.0,32.103
2012-01-01 16:00:00,1.7997751017536276,6.2493939608020215,7.637308479928443,7.793118975671716,8.348189636821246,47.55176181693569,58.43778113598842,69.54342235868538,61.289860378581565,60.73253615352262,297.1019819257779,0.0,0.0,0.0,32.103
2012-01-01 17:00:00,1.7073243205227138,5.714304522156768,6.940691608493232,7.511363181103682,8.119335375115305,167.1869432997168,115.26160823353872,62.27393994198249,56.47204567528583,56.97230067466079,295.5361841483264,0.0,0.0,0.0,32.103
2012-01-01 18:00:00,1.3563005871287852,5.208428741440935,6.482406765190647,7.157715845929601,7.764811895994593,31.70553990050934,43.89851306771145,56.34154630323548,53.22885318860996,54.525513779622905,295.0947143163141,0.0,0.0,0.0,32.103
2012-01-01 19:00:00,1.3325929683210642,5.174549083969672,6.455289531294095,6.902714808405396,7.460614421456955,155.13628422050127,101.8979821678245,47.57188169936918,47.93303146610359,49.95972476336981,294.9580229172284,0.0,0.0,0.0,32.103
2012-01-01 20:00:00,1.4559768954554058,5.504203872792324,6.829678274691661,7.006507925550787,7.502395362365733,149.4055072991832,95.57858420729713,40.647901513493046,44.34077157266988,46.92644529118658,293.2877196386647,0.0,0.0,0.0,32.103
2012-01-01 21:00:00,1.537155207691563,5.644238528154622,6.964899410390069,7.09401081573123,7.562289064492615,144.15850070798277,90.03593413938759,34.805587624581044,40.88506354989606,44.14968780061374,293.22976213374955,0.0,0.0,0.0,32.103
2012-01-01 22:00:00,1.96760237733638,6.767795683497386,8.261596136253575,8.282633056465844,8.693689457498076,141.76615834883998,83.13891601185904,23.31119420957406,30.818738432650548,33.36953375000366,293.2801575460287,0.0,0.0,0.0,32.103
2012-01-01 23:00:00,1.756443995306287,6.325473025531901,7.781445650391634,8.079725269851272,8.563775777795788,143.49348382594292,86.57839295509358,28.50120233482057,35.58128214520473,38.03389472981777,292.94520018265155,0.0,0.0,0.0,32.103
2012-01-02 00:00:00,1.6030761952840331,5.991472862150547,7.419533465366662,8.13023258815986,8.750114758776608,146.49292877096593,91.5275662636148,35.436533361449925,40.71438651398325,43.063230458498026,293.5244436762257,0.0,0.0,0.0,32.103
2012-01-02 01:00:00,1.414344974675904,6.070674701391341,7.7084305134004225,8.556788596335723,9.27004212947056,21.46402447839312,33.194215681688014,45.17030549780487,47.07703477793435,49.02657085233858,293.6206014616994,28.66709205427845,0.0,28.66709205427845,81.4465
2012-01-02 02:00:00,2.2091934196653518,6.807919095695783,8.145930947823821,8.73164645137444,9.55962148601391,24.961203529602905,37.51738188454763,50.32511895195092,50.75392306415719,52.50548990930212,295.4885101392662,57.25550223703988,0.0,57.25550223703988,81.4465
2012-01-02 03:00:00,2.922345098077696,6.833323838594323,7.78633462903223,8.962696292916066,9.652119982704864,46.03396768477542,47.98382484383431,49.97151462191108,51.27408445358631,52.45617304496192,297.4275430066319,270.9138383446209,205.74003831333115,184.35789826153007,81.4465
2012-01-02 04:00:00,5.328681880072393,8.792319930733724,9.417428550267063,9.4989869689318,9.6631251444898,54.831551357209584,54.24897003578624,53.6583447652164,52.936800876450384,52.651424355017,298.4402747972051,499.6401333834838,401.8968222210437,256.3951931990857,32.103
2012-01-02 05:00:00,6.38471318217244,10.258972804489757,10.940593981113144,11.224870355407752,11.260294501483925,60.5631333126631,59.96367095866079,59.34740342478345,59.09166528054894,58.90914952294472,301.0697591929345,707.9717154787105,586.6327734847554,271.09799980012446,32.103
2012-01-02 06:00:00,6.690512912004243,10.583764858658531,11.258146512086045,11.482892594848016,11.516083081618593,63.7870927046744,62.98528390913498,62.16589853111871,60.85315007124838,60.660160203894286,303.12196740722266,836.9853993805615,655.3694938189021,293.2786995632729,32.103
2012-01-02 07:00:00,6.965224981973105,11.013980883159292,11.709568910173044,12.254637356587676,12.244415747400952,60.9119697290944,59.821709934829634,58.70988243175146,57.49862127350457,57.1042243506774,303.16639303160105,895.1585192238,747.2266112373848,256.9003311305336,32.103
2012-01-02 08:00:00,6.704099289503161,10.588018048375666,11.252392169371168,12.16726273084031,12.06063391192543,57.81087328696222,56.312496514272965,54.78814243646113,53.72524291831572,53.10473760004067,303.88167905855977,878.5347934003375,850.0535313982627,184.30299356584555,32.103
2012-01-02 09:00:00,6.099670118381103,9.59794276073109,10.196246777294748,11.426623929574111,11.251548720985314,57.65756528890843,55.65479689443885,53.60777390658639,52.79889359455475,51.91274917200928,304.2435897118031,808.6056004148313,976.1599915245788,106.02822357191212,32.103
2012-01-02 10:00:00,5.893784460391541,9.403029728479869,10.010641487021005,11.32817660791148,11.126818054711944,66.36110682522114,64.35287688321009,62.30957493183965,59.33818431018129,58.36865158964802,303.6706813569224,672.242636493046,988.9132687409792,108.65739432626378,32.103
2012-01-02 11:00:00,6.219496160109373,10.291154831992689,11.028610179674054,12.265469133008954,12.112543869612898,68.92164863320939,66.96393217010855,64.96514376598805,62.02588550474695,60.99743349759102,303.54960066758974,463.4637092691207,894.8288331410366,125.7561828520952,32.103
2012-01-02 12:00:00,4.363588410754936,9.322966648778024,10.460267254303789,11.72077135729199,11.767593191672818,79.57218283975848,78.03628603751959,76.46440320250551,71.79349019088806,70.54532367580642,303.0452006636164,225.6945236601983,510.7828991814356,146.35316011233311,81.4465
2012-01-02 13:00:00,3.0535920915776,7.933762020396464,9.211542163474013,9.778132121578308,10.028463545767016,86.36204479295603,87.34199332682978,88.34055983998255,78.84250016544313,76.52085288052791,301.71603639399547,31.75873823452998,0.0,31.75873823452998,81.4465
