Tier_A_MW,Tier_B1_MW,Reliability_A,Reliability_B1,LCOE
3.0,14.0,100.0,99.45205479452055,106.62167343506863
3.0,15.0,100.0,99.17808219178083,100.69824713312035
3.0,16.0,100.0,98.9041095890411,
4.0,0.0,100.0,100.0,453.14211209904164
4.0,1.0,100.0,100.0,362.5136896792334
4.0,2.0,100.0,100.0,302.0947413993611
4.0,3.0,100.0,100.0,258.9383497708809
4.0,4.0,100.0,100.0,226.57105604952082
4.0,5.0,100.0,100.0,201.3964942662407
4.0,6.0,100.0,100.0,181.2568448396167
4.0,7.0,100.0,100.0,164.77894985419692
4.0,8.0,100.0,100.0,151.04737069968056
4.0,9.0,100.0,99.45205479452055,139.4283421843205
4.0,10.0,100.0,99.45205479452055,129.46917488544045
4.0,11.0,100.0,99.45205479452055,120.83789655974442
4.0,12.0,100.0,99.45205479452055,113.28552802476041
4.0,13.0,100.0,99.17808219178083,106.62167343506863
4.0,14.0,100.0,99.17808219178083,100.69824713312035
4.0,15.0,100.0,98.9041095890411,
5.0,0.0,100.0,100.0,362.5136896792334
5.0,1.0,100.0,100.0,302.0947413993611
5.0,2.0,100.0,100.0,258.9383497708809
5.0,3.0,100.0,100.0,226.57105604952082
5.0,4.0,100.0,100.0,201.3964942662407
5.0,5.0,100.0,100.0,181.2568448396167
5.0,6.0,100.0,100.0,164.77894985419692
5.0,7.0,100.0,99.45205479452055,151.04737069968056
5.0,8.0,100.0,99.45205479452055,139.4283421843205
5.0,9.0,100.0,99.45205479452055,129.46917488544045
5.0,10.0,100.0,99.45205479452055,120.83789655974442
5.0,11.0,100.0,99.45205479452055,113.28552802476041
5.0,12.0,100.0,99.17808219178083,106.62167343506863
5.0,13.0,100.0,99.17808219178083,100.69824713312035
5.0,14.0,100.0,98.35616438356163,
6.0,0.0,100.0,100.0,302.0947413993611
6.0,1.0,100.0,100.0,258.9383497708809
6.0,2.0,100.0,100.0,226.57105604952082
6.0,3.0,100.0,100.0,201.3964942662407
6.0,4.0,100.0,99.72602739726028,181.2568448396167
6.0,5.0,100.0,99.72602739726028,164.77894985419692
6.0,6.0,100.0,99.45205479452055,151.04737069968056
6.0,7.0,100.0,99.45205479452055,139.4283421843205
6.0,8.0,100.0,99.45205479452055,129.46917488544045
6.0,9.0,100.0,99.45205479452055,120.83789655974442
6.0,10.0,100.0,99.17808219178083,113.28552802476041
6.0,11.0,100.0,98.9041095890411,
7.0,0.0,100.0,100.0,258.9383497708809
7.0,1.0,100.0,99.72602739726028,226.57105604952082
7.0,2.0,100.0,99.45205479452055,201.3964942662407
7.0,3.0,100.0,99.45205479452055,181.2568448396167
7.0,4.0,100.0,99.17808219178083,164.77894985419692
7.0,5.0,100.0,99.17808219178083,151.04737069968056
7.0,6.0,100.0,99.17808219178083,139.4283421843205
7.0,7.0,100.0,99.17808219178083,129.46917488544045
7.0,8.0,100.0,99.17808219178083,120.83789655974442
7.0,9.0,100.0,98.9041095890411,
8.0,0.0,99.92009132420091,100.0,226.67505631533606
8.0,1.0,99.93150684931507,99.45205479452055,201.47866312499468
8.0,2.0,99.93150684931507,99.45205479452055,181.3233988998318
8.0,3.0,99.93150684931507,99.17808219178083,164.8339513737912
8.0,4.0,99.93150684931507,99.17808219178083,151.09358596882444
8.0,5.0,99.93150684931507,99.17808219178083,139.4677199484015
8.0,6.0,99.94292237442922,99.17808219178083,129.50312747668443
8.0,7.0,99.93150684931507,99.17808219178083,120.86747252215231
8.0,8.0,99.93150684931507,98.9041095890411,
9.0,0.0,99.87442922374429,100.0,201.57134880993164
9.0,1.0,99.87442922374429,99.45205479452055,181.39846472441974
9.0,2.0,99.88584474885845,99.17808219178083,164.89598276854863
9.0,3.0,99.88584474885845,99.17808219178083,151.14570503678164
9.0,4.0,99.88584474885845,99.17808219178083,139.5121258261168
9.0,5.0,99.88584474885845,99.17808219178083,129.54141380247165
9.0,6.0,99.87442922374429,99.17808219178083,120.90082234234401
9.0,7.0,99.88584474885845,98.9041095890411,
10.0,0.0,99.80593607305937,100.0,181.4787753248472
10.0,1.0,99.82876712328768,99.45205479452055,164.96234306505923
10.0,2.0,99.84018264840184,99.17808219178083,151.2014576482478
10.0,3.0,99.82876712328768,99.17808219178083,139.5596249036952
10.0,4.0,99.81735159817352,99.17808219178083,129.58236512773362
10.0,5.0,99.80593607305937,98.9041095890411,
11.0,0.0,99.6917808219178,100.0,165.11342761630831
11.0,1.0,99.71461187214612,99.17808219178083,151.32837739671785
11.0,2.0,99.68036529680366,99.17808219178083,139.6677455830899
11.0,3.0,99.72602739726028,98.9041095890411,
12.0,0.0,99.41780821917808,100.0,151.60477218942845
12.0,1.0,99.39497716894977,98.9041095890411,
13.0,0.0,98.97260273972603,100.0,
