Sample,Latitude,Longitude,Region,Country,Shore
1774,70.0,27.5,FIN,Finland,Onshore
1775,70.0,28.0,FIN,Finland,Onshore
1776,61.0,16.0,SE2,Sweden,Onshore
1777,61.0,16.5,SE2,Sweden,Onshore
1778,61.0,17.0,SE2,Sweden,Onshore
1779,61.5,14.0,SE2,Sweden,Onshore
1780,61.5,14.5,SE2,Sweden,Onshore
1781,61.5,15.0,SE2,Sweden,Onshore
1782,61.5,15.5,SE2,Sweden,Onshore
1783,61.5,16.0,SE2,Sweden,Onshore
1784,61.5,16.5,SE2,Sweden,Onshore
1785,61.5,17.0,SE2,Sweden,Onshore
1786,62.0,12.5,SE2,Sweden,Onshore
1787,62.0,13.0,SE2,Sweden,Onshore
1788,62.0,13.5,SE2,Sweden,Onshore
1789,62.0,14.0,SE2,Sweden,Onshore
1790,62.0,14.5,SE2,Sweden,Onshore
1791,62.0,15.0,SE2,Sweden,Onshore
1792,62.0,15.5,SE2,Sweden,Onshore
1793,62.0,16.0,SE2,Sweden,Onshore
1794,62.0,16.5,SE2,Sweden,Onshore
1795,62.0,17.0,SE2,Sweden,Onshore
1796,62.5,12.5,SE2,Sweden,Onshore
1797,62.5,13.0,SE2,Sweden,Onshore
1798,62.5,13.5,SE2,Sweden,Onshore
1799,62.5,14.0,SE2,Sweden,Onshore
1800,62.5,14.5,SE2,Sweden,Onshore
1801,62.5,15.0,SE2,Sweden,Onshore
1802,62.5,15.5,SE2,Sweden,Onshore
1803,62.5,16.0,SE2,Sweden,Onshore
1804,62.5,16.5,SE2,Sweden,Onshore
1805,62.5,17.0,SE2,Sweden,Onshore
1806,62.5,17.5,SE2,Sweden,Onshore
1807,63.0,12.5,SE2,Sweden,Onshore
1808,63.0,13.0,SE2,Sweden,Onshore
1809,63.0,13.5,SE2,Sweden,Onshore
1810,63.0,14.0,SE2,Sweden,Onshore
1811,63.0,14.5,SE2,Sweden,Onshore
1812,63.0,15.0,SE2,Sweden,Onshore
1813,63.0,15.5,SE2,Sweden,Onshore
1814,63.0,16.0,SE2,Sweden,Onshore
1815,63.0,16.5,SE2,Sweden,Onshore
1816,63.0,17.0,SE2,Sweden,Onshore
1817,63.0,17.5,SE2,Sweden,Onshore
1818,63.0,18.0,SE2,Sweden,Onshore
1819,63.5,12.5,SE2,Sweden,Onshore
1820,63.5,13.0,SE2,Sweden,Onshore
1821,63.5,13.5,SE2,Sweden,Onshore
1822,63.5,14.0,SE2,Sweden,Onshore
1823,63.5,14.5,SE2,Sweden,Onshore
1824,63.5,15.0,SE2,Sweden,Onshore
1825,63.5,15.5,SE2,Sweden,Onshore
1826,63.5,16.0,SE2,Sweden,Onshore
1827,63.5,16.5,SE2,Sweden,Onshore
1828,63.5,17.0,SE2,Sweden,Onshore
1829,63.5,17.5,SE2,Sweden,Onshore
1830,63.5,18.0,SE2,Sweden,Onshore
1831,63.5,18.5,SE2,Sweden,Onshore
1832,63.5,19.0,SE2,Sweden,Onshore
1833,64.0,13.0,SE2,Sweden,Onshore
1834,64.0,13.5,SE2,Sweden,Onshore
1835,64.0,14.0,SE2,Sweden,Onshore
1836,64.0,14.5,SE2,Sweden,Onshore
1837,64.0,15.0,SE2,Sweden,Onshore
1838,64.0,15.5,SE2,Sweden,Onshore
1839,64.0,16.0,SE2,Sweden,Onshore
1840,64.0,16.5,SE2,Sweden,Onshore
1841,64.0,17.0,SE2,Sweden,Onshore
1842,64.0,17.5,SE2,Sweden,Onshore
1843,64.0,18.0,SE2,Sweden,Onshore
1844,64.0,18.5,SE2,Sweden,Onshore
1845,64.0,19.0,SE2,Sweden,Onshore
1846,64.0,19.5,SE2,Sweden,Onshore
1847,64.0,20.0,SE2,Sweden,Onshore
1848,64.0,20.5,SE2,Sweden,Onshore
1849,64.5,14.0,SE2,Sweden,Onshore
1850,64.5,14.5,SE2,Sweden,Onshore
1851,64.5,15.0,SE2,Sweden,Onshore
1852,64.5,15.5,SE2,Sweden,Onshore
1853,64.5,16.0,SE2,Sweden,Onshore
1854,64.5,16.5,SE2,Sweden,Onshore
1855,64.5,17.0,SE2,Sweden,Onshore
1856,64.5,17.5,SE2,Sweden,Onshore
1857,64.5,18.0,SE2,Sweden,Onshore
1858,64.5,18.5,SE2,Sweden,Onshore
1859,64.5,19.0,SE2,Sweden,Onshore
1860,64.5,19.5,SE2,Sweden,Onshore
1861,65.0,14.5,SE2,Sweden,Onshore
1862,65.0,15.0,SE2,Sweden,Onshore
1863,65.0,15.5,SE2,Sweden,Onshore
1864,65.0,16.0,SE2,Sweden,Onshore
1865,65.0,16.5,SE2,Sweden,Onshore
1866,65.0,17.0,SE2,Sweden,Onshore
1867,65.0,17.5,SE2,Sweden,Onshore
1868,65.0,18.0,SE2,Sweden,Onshore
1869,65.5,14.5,SE2,Sweden,Onshore
1870,65.5,15.0,SE2,Sweden,Onshore
1871,65.5,15.5,SE2,Sweden,Onshore
1872,65.5,16.0,SE2,Sweden,Onshore
1873,65.5,16.5,SE2,Sweden,Onshore
1874,61.5,5.5,NO3,Norway,Onshore
1875,61.5,6.0,NO3,Norway,Onshore
1876,61.5,6.5,NO3,Norway,Onshore
1877,61.5,7.0,NO3,Norway,Onshore
1878,61.5,8.0,NO3,Norway,Onshore
1879,61.5,8.5,NO3,Norway,Onshore
1880,61.5,9.0,NO3,Norway,Onshore
1881,62.0,5.5,NO3,Norway,Onshore
1882,62.0,6.0,NO3,Norway,Onshore
1883,62.0,6.5,NO3,Norway,Onshore
1884,62.0,7.0,NO3,Norway,Onshore
1885,62.0,7.5,NO3,Norway,Onshore
1886,62.0,8.0,NO3,Norway,Onshore
1887,62.0,8.5,NO3,Norway,Onshore
1888,62.0,9.0,NO3,Norway,Onshore
1889,62.0,9.5,NO3,Norway,Onshore
1890,62.0,12.0,NO3,Norway,Onshore
1891,62.5,7.0,NO3,Norway,Onshore
1892,62.5,7.5,NO3,Norway,Onshore
1893,62.5,8.0,NO3,Norway,Onshore
1894,62.5,8.5,NO3,Norway,Onshore
1895,62.5,9.0,NO3,Norway,Onshore
1896,62.5,9.5,NO3,Norway,Onshore
1897,62.5,10.0,NO3,Norway,Onshore
1898,62.5,10.5,NO3,Norway,Onshore
1899,62.5,11.0,NO3,Norway,Onshore
1900,62.5,11.5,NO3,Norway,Onshore
1901,62.5,12.0,NO3,Norway,Onshore
1902,63.0,7.5,NO3,Norway,Onshore
1903,63.0,8.5,NO3,Norway,Onshore
1904,63.0,9.0,NO3,Norway,Onshore
1905,63.0,9.5,NO3,Norway,Onshore
1906,63.0,10.0,NO3,Norway,Onshore
1907,63.0,10.5,NO3,Norway,Onshore
1908,63.0,11.0,NO3,Norway,Onshore
1909,63.0,11.5,NO3,Norway,Onshore
1910,63.0,12.0,NO3,Norway,Onshore
1911,63.5,9.5,NO3,Norway,Onshore
1912,63.5,10.0,NO3,Norway,Onshore
1913,63.5,11.0,NO3,Norway,Onshore
1914,63.5,11.5,NO3,Norway,Onshore
1915,63.5,12.0,NO3,Norway,Onshore
1916,64.0,10.5,NO3,Norway,Onshore
1917,64.0,11.0,NO3,Norway,Onshore
1918,64.0,11.5,NO3,Norway,Onshore
1919,64.0,12.0,NO3,Norway,Onshore
1920,64.0,12.5,NO3,Norway,Onshore
1921,64.5,11.0,NO3,Norway,Onshore
1922,64.5,11.5,NO3,Norway,Onshore
1923,64.5,12.0,NO3,Norway,Onshore
2012,64.5,12.5,NO4,Norway,Onshore
2013,64.5,13.0,NO4,Norway,Onshore
2014,64.5,13.5,NO4,Norway,Onshore
2015,65.0,12.0,NO4,Norway,Onshore
2016,65.0,12.5,NO4,Norway,Onshore
2017,65.0,13.0,NO4,Norway,Onshore
2018,65.0,13.5,NO4,Norway,Onshore
2019,65.0,14.0,NO4,Norway,Onshore
2020,65.5,13.0,NO4,Norway,Onshore
2021,65.5,13.5,NO4,Norway,Onshore
2022,65.5,14.0,NO4,Norway,Onshore
2023,66.0,13.0,NO4,Norway,Onshore
2024,66.0,13.5,NO4,Norway,Onshore
2025,66.0,14.0,NO4,Norway,Onshore
2026,66.0,14.5,NO4,Norway,Onshore
2027,66.5,13.5,NO4,Norway,Onshore
2028,66.5,14.0,NO4,Norway,Onshore
2029,66.5,14.5,NO4,Norway,Onshore
2030,66.5,15.0,NO4,Norway,Onshore
2031,67.0,14.5,NO4,Norway,Onshore
2032,67.0,15.0,NO4,Norway,Onshore
2033,67.0,15.5,NO4,Norway,Onshore
2034,67.0,16.0,NO4,Norway,Onshore
2035,67.5,15.0,NO4,Norway,Onshore
2036,67.5,16.0,NO4,Norway,Onshore
2037,68.0,15.5,NO4,Norway,Onshore
2038,68.0,16.0,NO4,Norway,Onshore
2039,68.0,16.5,NO4,Norway,Onshore
2040,68.5,16.5,NO4,Norway,Onshore
2041,68.5,18.0,NO4,Norway,Onshore
2042,68.5,19.5,NO4,Norway,Onshore
2043,68.5,20.0,NO4,Norway,Onshore
2044,69.0,18.0,NO4,Norway,Onshore
2045,69.0,18.5,NO4,Norway,Onshore
2046,69.0,19.0,NO4,Norway,Onshore
2047,69.0,19.5,NO4,Norway,Onshore
2048,69.0,20.0,NO4,Norway,Onshore
2049,69.0,22.5,NO4,Norway,Onshore
2050,69.0,23.0,NO4,Norway,Onshore
2051,69.0,23.5,NO4,Norway,Onshore
2052,69.0,24.0,NO4,Norway,Onshore
2053,69.0,24.5,NO4,Norway,Onshore
2054,69.0,25.0,NO4,Norway,Onshore
2055,69.0,25.5,NO4,Norway,Onshore
2056,69.5,18.5,NO4,Norway,Onshore
2057,69.5,19.0,NO4,Norway,Onshore
2058,69.5,19.5,NO4,Norway,Onshore
2059,69.5,20.0,NO4,Norway,Onshore
2060,69.5,20.5,NO4,Norway,Onshore
2061,69.5,21.0,NO4,Norway,Onshore
2062,69.5,21.5,NO4,Norway,Onshore
2063,69.5,22.0,NO4,Norway,Onshore
2064,69.5,22.5,NO4,Norway,Onshore
2065,69.5,23.0,NO4,Norway,Onshore
2066,69.5,23.5,NO4,Norway,Onshore
2067,69.5,24.0,NO4,Norway,Onshore
2068,69.5,24.5,NO4,Norway,Onshore
2069,69.5,25.0,NO4,Norway,Onshore
2070,69.5,25.5,NO4,Norway,Onshore
2071,69.5,29.5,NO4,Norway,Onshore
2072,69.5,30.0,NO4,Norway,Onshore
2073,70.0,22.5,NO4,Norway,Onshore
2074,70.0,23.0,NO4,Norway,Onshore
2075,70.0,23.5,NO4,Norway,Onshore
2076,70.0,24.0,NO4,Norway,Onshore
2077,70.0,24.5,NO4,Norway,Onshore
2078,70.0,25.0,NO4,Norway,Onshore
2079,70.0,25.5,NO4,Norway,Onshore
2080,70.0,26.0,NO4,Norway,Onshore
2081,70.0,26.5,NO4,Norway,Onshore
2082,70.0,27.0,NO4,Norway,Onshore
2083,70.0,28.5,NO4,Norway,Onshore
2084,70.0,29.0,NO4,Norway,Onshore
2085,70.0,29.5,NO4,Norway,Onshore
2086,70.5,24.0,NO4,Norway,Onshore
2087,70.5,24.5,NO4,Norway,Onshore
2088,70.5,25.0,NO4,Norway,Onshore
2089,70.5,26.0,NO4,Norway,Onshore
2090,70.5,26.5,NO4,Norway,Onshore
2091,70.5,27.5,NO4,Norway,Onshore
2092,70.5,29.0,NO4,Norway,Onshore
2093,70.5,29.5,NO4,Norway,Onshore
2094,70.5,30.0,NO4,Norway,Onshore
2095,70.5,30.5,NO4,Norway,Onshore
2096,71.0,27.5,NO4,Norway,Onshore
2097,71.0,28.0,NO4,Norway,Onshore
2098,64.5,20.0,SE1,Sweden,Onshore
2099,64.5,20.5,SE1,Sweden,Onshore
2100,64.5,21.0,SE1,Sweden,Onshore
2101,65.0,18.5,SE1,Sweden,Onshore
2102,65.0,19.0,SE1,Sweden,Onshore
2103,65.0,19.5,SE1,Sweden,Onshore
2104,65.0,20.0,SE1,Sweden,Onshore
2105,65.0,20.5,SE1,Sweden,Onshore
2106,65.0,21.0,SE1,Sweden,Onshore
2107,65.5,17.0,SE1,Sweden,Onshore
2108,65.5,17.5,SE1,Sweden,Onshore
2109,65.5,18.0,SE1,Sweden,Onshore
2110,65.5,18.5,SE1,Sweden,Onshore
2111,65.5,19.0,SE1,Sweden,Onshore
2112,65.5,19.5,SE1,Sweden,Onshore
2113,65.5,20.0,SE1,Sweden,Onshore
2114,65.5,20.5,SE1,Sweden,Onshore
2115,65.5,21.0,SE1,Sweden,Onshore
2116,65.5,21.5,SE1,Sweden,Onshore
2117,66.0,15.0,SE1,Sweden,Onshore
2118,66.0,15.5,SE1,Sweden,Onshore
2119,66.0,16.0,SE1,Sweden,Onshore
2120,66.0,16.5,SE1,Sweden,Onshore
2121,66.0,17.0,SE1,Sweden,Onshore
2122,66.0,17.5,SE1,Sweden,Onshore
2123,66.0,18.0,SE1,Sweden,Onshore
2124,66.0,18.5,SE1,Sweden,Onshore
2125,66.0,19.0,SE1,Sweden,Onshore
2126,66.0,19.5,SE1,Sweden,Onshore
2127,66.0,20.0,SE1,Sweden,Onshore
2128,66.0,20.5,SE1,Sweden,Onshore
2129,66.0,21.0,SE1,Sweden,Onshore
2130,66.0,21.5,SE1,Sweden,Onshore
2131,66.0,22.0,SE1,Sweden,Onshore
2132,66.0,22.5,SE1,Sweden,Onshore
2133,66.0,23.0,SE1,Sweden,Onshore
2134,66.0,23.5,SE1,Sweden,Onshore
2135,66.0,24.0,SE1,Sweden,Onshore
2136,66.5,15.5,SE1,Sweden,Onshore
2137,66.5,16.0,SE1,Sweden,Onshore
2138,66.5,16.5,SE1,Sweden,Onshore
2139,66.5,17.0,SE1,Sweden,Onshore
2140,66.5,17.5,SE1,Sweden,Onshore
2141,66.5,18.0,SE1,Sweden,Onshore
2142,66.5,18.5,SE1,Sweden,Onshore
2143,66.5,19.0,SE1,Sweden,Onshore
2144,66.5,19.5,SE1,Sweden,Onshore
2145,66.5,20.0,SE1,Sweden,Onshore
2146,66.5,20.5,SE1,Sweden,Onshore
2147,66.5,21.0,SE1,Sweden,Onshore
2148,66.5,21.5,SE1,Sweden,Onshore
2149,66.5,22.0,SE1,Sweden,Onshore
2150,66.5,22.5,SE1,Sweden,Onshore
2151,66.5,23.0,SE1,Sweden,Onshore
2152,66.5,23.5,SE1,Sweden,Onshore
2153,67.0,16.5,SE1,Sweden,Onshore
2154,67.0,17.0,SE1,Sweden,Onshore
2155,67.0,17.5,SE1,Sweden,Onshore
2156,67.0,18.0,SE1,Sweden,Onshore
2157,67.0,18.5,SE1,Sweden,Onshore
2158,67.0,19.0,SE1,Sweden,Onshore
2159,67.0,19.5,SE1,Sweden,Onshore
2160,67.0,20.0,SE1,Sweden,Onshore
2161,67.0,20.5,SE1,Sweden,Onshore
2162,67.0,21.0,SE1,Sweden,Onshore
2163,67.0,21.5,SE1,Sweden,Onshore
2164,67.0,22.0,SE1,Sweden,Onshore
2165,67.0,22.5,SE1,Sweden,Onshore
2166,67.0,23.0,SE1,Sweden,Onshore
2167,67.0,23.5,SE1,Sweden,Onshore
2168,67.5,16.5,SE1,Sweden,Onshore
2169,67.5,17.0,SE1,Sweden,Onshore
2170,67.5,17.5,SE1,Sweden,Onshore
2171,67.5,18.0,SE1,Sweden,Onshore
2172,67.5,18.5,SE1,Sweden,Onshore
2173,67.5,19.0,SE1,Sweden,Onshore
2174,67.5,19.5,SE1,Sweden,Onshore
2175,67.5,20.0,SE1,Sweden,Onshore
2176,67.5,20.5,SE1,Sweden,Onshore
2177,67.5,21.0,SE1,Sweden,Onshore
2178,67.5,21.5,SE1,Sweden,Onshore
2179,67.5,22.0,SE1,Sweden,Onshore
2180,67.5,22.5,SE1,Sweden,Onshore
2181,67.5,23.0,SE1,Sweden,Onshore
2182,68.0,17.5,SE1,Sweden,Onshore
2183,68.0,18.0,SE1,Sweden,Onshore
2184,68.0,18.5,SE1,Sweden,Onshore
2185,68.0,19.0,SE1,Sweden,Onshore
2186,68.0,19.5,SE1,Sweden,Onshore
2187,68.0,20.0,SE1,Sweden,Onshore
2188,68.0,20.5,SE1,Sweden,Onshore
2189,68.0,21.0,SE1,Sweden,Onshore
2190,68.0,21.5,SE1,Sweden,Onshore
2191,68.0,22.0,SE1,Sweden,Onshore
2192,68.0,22.5,SE1,Sweden,Onshore
2193,68.0,23.0,SE1,Sweden,Onshore
2194,68.0,23.5,SE1,Sweden,Onshore
2195,68.5,18.5,SE1,Sweden,Onshore
2196,68.5,19.0,SE1,Sweden,Onshore
2197,68.5,20.5,SE1,Sweden,Onshore
2198,68.5,21.0,SE1,Sweden,Onshore
2199,68.5,21.5,SE1,Sweden,Onshore
2200,68.5,22.0,SE1,Sweden,Onshore
2201,69.0,20.5,SE1,Sweden,Onshore
