Time (UTC),BE,DE_ME,DE4-N,DE4-S,DE_NW,DK_W,DK_E,EE,FIN,FR_R,LT,LV,NL_R,NO1,NO2,NO3,NO4,NO5,PL,SE1,SE2,SE3,SE4,UK
1/2/2012 0:00,33.821,27.578,32.141,33.559,32.744,32.158,31.558,31.247,30.639,32.685,31.163,31.563,34.28,33.064,32.513,31.629,29.798,32.608,26.673,29.813,30.707,31.695,31.753,33.056
1/2/2012 1:00,33.821,27.578,32.141,33.559,32.744,32.158,31.558,31.247,30.639,32.685,31.163,31.563,34.28,33.064,32.513,31.629,29.798,32.608,26.673,29.813,30.707,31.695,31.753,33.056
1/2/2012 2:00,33.821,27.578,32.141,33.559,32.744,32.158,31.558,31.247,30.639,32.685,31.163,31.563,34.28,33.064,32.513,31.629,29.798,32.608,26.673,29.813,30.707,31.695,31.753,33.056
1/2/2012 3:00,33.821,27.578,32.141,33.559,32.744,32.158,31.558,31.247,30.639,32.685,31.163,31.563,34.28,33.064,32.513,31.629,29.798,32.608,26.673,29.813,30.707,31.695,31.753,33.056
1/2/2012 4:00,33.821,27.578,32.141,33.559,32.744,32.158,31.558,32.025,32.661,32.685,31.163,31.563,34.28,33.064,32.513,31.629,29.798,32.608,26.673,29.813,30.707,31.695,31.753,33.056
1/2/2012 5:00,34.744,27.578,32.722,34.166,33.336,32.302,32.128,33.036,33.692,34.292,32.147,32.56,34.28,33.064,32.513,31.629,29.798,32.608,26.673,29.946,30.845,31.837,32.327,33.336
1/2/2012 6:00,35.866,32.763,34.229,35.74,34.871,33.697,33.516,33.876,34.241,35.576,32.964,33.387,35.387,34.2,33.631,32.952,30.792,33.729,14.169,31.24,32.177,33.212,33.724,34.419
1/2/2012 7:00,38.836,35.764,36.487,38.097,37.171,35.92,36.114,33.876,34.548,37.531,32.964,33.387,39.362,36.157,35.554,35.014,32.718,35.658,14.169,33.194,34.19,35.29,36.047,36.483
1/2/2012 8:00,47.277,43.571,44.451,47.786,46.625,43.76,43.507,40.124,40.921,45.689,39.045,39.546,47.918,43.371,43.282,42.001,39.247,42.773,14.169,39.818,41.013,42.331,43.24,44.414
1/2/2012 9:00,37.304,35.777,36.112,37.705,36.789,35.551,35.394,33.876,34.548,36.05,32.964,33.387,37.809,35.534,35.162,34.411,32.325,35.044,14.169,32.795,33.779,34.865,35.613,35.044
1/2/2012 10:00,36.813,36.061,36.092,37.21,36.769,35.382,35.363,35.77,36.481,35.576,34.492,34.935,37.312,35.068,34.995,33.959,31.9,34.584,14.169,32.364,33.335,34.407,35.145,34.584
1/2/2012 11:00,36.077,35.34,35.37,36.465,36.034,34.745,34.932,34.742,35.432,34.865,33.807,34.241,36.566,34.641,34.557,33.546,31.512,34.163,14.169,31.971,32.93,33.988,34.718,33.892
1/2/2012 12:00,35.187,34.468,34.498,35.566,35.145,33.888,34.071,34.374,35.056,34.005,33.448,33.878,35.664,34.006,33.894,32.931,30.934,33.537,26.673,31.385,32.326,33.366,34.081,33.056
1/2/2012 13:00,35.187,34.468,34.498,35.566,35.145,33.888,34.099,34.742,35.432,34.005,33.807,34.241,35.664,34.024,33.894,32.949,30.951,33.555,33.336,31.401,32.343,33.383,34.099,33.056
1/2/2012 14:00,35.484,34.759,34.789,35.866,35.441,34.174,34.387,35.035,35.731,34.292,34.092,34.53,35.965,34.328,34.18,33.243,31.318,33.854,33.618,31.682,32.632,33.681,34.404,33.335
1/2/2012 15:00,36.404,35.211,35.241,36.796,35.902,34.522,34.834,35.2,35.899,35.181,34.536,34.692,36.433,34.678,34.557,33.582,31.546,34.2,34.055,32.005,32.965,34.025,34.755,34.199
1/2/2012 16:00,48.285,44.101,44.992,48.805,47.619,43.722,39.633,38.018,37.277,46.663,38.658,38.168,48.893,43.469,44.205,38.261,35.752,42.869,38.668,36.273,37.361,38.562,39.389,45.361
1/2/2012 17:00,48.285,40.107,44.413,48.805,47.619,43.722,39.552,37.94,37.201,46.663,38.579,38.09,48.893,43.469,44.205,38.183,35.679,42.869,38.59,36.199,37.285,38.483,39.309,45.361
1/2/2012 18:00,48.285,40.107,40.918,48.805,47.619,40.282,39.552,37.94,37.201,46.663,38.579,38.09,48.893,40.048,40.727,38.183,35.679,39.496,38.59,36.199,37.285,38.483,39.309,45.361
1/2/2012 19:00,44.485,40.107,40.918,44.964,43.872,40.282,39.552,37.94,37.201,42.991,38.579,38.09,44.52,40.048,40.727,38.183,35.679,39.496,38.59,36.199,37.285,38.483,39.309,41.791
1/2/2012 20:00,36.974,36.009,36.04,37.63,36.716,35.367,35.558,35.382,34.693,35.979,35.319,34.871,37.259,35.714,35.41,34.585,32.583,35.222,34.827,32.788,33.772,34.858,35.606,36.257
1/2/2012 21:00,36.421,35.058,35.254,36.81,35.916,34.496,34.682,34.913,34.233,35.442,34.385,34.409,36.446,35.035,34.638,33.928,31.963,34.552,33.906,31.98,32.94,33.999,34.728,35.259
1/2/2012 22:00,35.253,34.533,34.562,36.087,35.211,33.794,33.976,33.811,33.152,35.035,33.871,34.305,35.731,34.533,33.958,33.442,31.506,34.057,33.399,31.33,32.27,33.307,34.022,34.057
1/2/2012 23:00,33.821,32.713,32.741,34.185,33.355,32.232,32.147,31.653,30.709,32.685,32.085,32.116,34.28,33.14,32.588,32.38,30.319,32.976,31.638,29.881,30.778,31.767,32.346,33.056
1/3/2012 0:00,35.432,33.44,33.693,35.179,34.325,33.169,33.081,33.755,33.098,34.89,32.847,33.268,34.958,34.103,33.535,32.46,30.332,33.934,32.342,30.773,31.696,32.716,33.286,34.324
1/3/2012 1:00,35.432,33.025,33.693,35.179,34.325,33.169,32.671,33.755,33.098,34.89,32.847,33.268,34.958,34.103,33.535,32.46,30.332,33.934,31.941,30.773,31.696,32.716,32.873,34.324
1/3/2012 2:00,35.432,33.025,33.693,35.179,34.325,33.169,32.671,33.755,33.098,34.89,32.847,33.268,34.958,34.103,33.535,32.46,30.332,33.934,31.941,30.773,31.696,32.716,32.873,34.324
1/3/2012 3:00,35.432,33.025,33.693,35.179,34.325,33.169,32.671,33.755,33.098,34.89,32.847,33.268,34.958,34.103,33.535,32.46,30.332,33.934,31.941,30.773,31.696,32.716,32.873,34.324
1/3/2012 4:00,35.432,33.025,33.693,35.179,34.325,33.169,32.671,34.017,33.544,35.116,33.101,33.526,34.958,34.103,33.535,32.491,30.332,33.934,31.941,30.773,31.696,32.716,32.873,34.324
1/3/2012 5:00,35.432,33.025,33.693,35.179,34.325,33.169,32.671,34.017,34.692,35.31,33.101,33.526,34.958,34.103,33.535,33.091,30.922,33.934,31.941,31.372,32.313,33.352,32.873,34.324
1/3/2012 6:00,35.808,34.196,34.38,35.897,35.025,33.846,33.83,34.826,35.142,37.053,33.888,34.323,35.543,34.799,34.22,33.784,31.569,34.405,33.416,32.028,32.989,34.05,34.039,35.114
1/3/2012 7:00,42.425,40.717,40.751,42.549,41.516,40.775,40.995,42.809,43.659,43.517,41.657,42.191,42.129,41.924,41.225,40.599,38.137,41.346,41.077,38.692,39.853,41.134,41.249,42.303
1/3/2012 8:00,40.351,37.746,38.509,40.208,39.232,38.14,38.155,39.278,38.513,40.705,38.221,38.711,39.811,39.214,38.561,37.975,35.672,38.674,37.689,36.192,37.277,38.476,38.391,39.569
1/3/2012 9:00,36.61,31.756,32.398,33.827,33.005,32.909,32.592,34.338,35.02,35.38,33.414,33.843,36.563,35.058,34.986,33.235,31.056,34.575,30.713,31.508,32.453,33.497,32.793,35.901
1/3/2012 10:00,36.019,29.7,31.874,33.281,32.472,32.377,32.065,34.297,34.978,34.808,32.874,33.296,36.482,35.003,34.895,32.698,30.554,34.52,28.725,30.999,31.929,32.956,32.263,35.808
1/3/2012 11:00,34.491,24.935,32.061,31.869,32.662,32.567,32.252,34.498,35.183,33.332,33.066,33.491,34.958,33.981,33.415,32.889,30.733,33.512,25.31,31.18,32.116,33.148,32.452,34.288
1/3/2012 12:00,34.491,24.479,32.061,31.869,32.662,32.567,32.27,34.516,35.202,33.332,33.084,33.509,34.958,33.981,33.415,32.907,30.75,33.512,25.31,31.197,32.133,33.166,32.47,34.288
1/3/2012 13:00,34.99,24.479,32.35,32.51,32.957,32.861,32.44,34.178,34.857,33.814,33.259,33.685,35.464,33.981,33.415,33.081,30.912,33.689,25.31,31.362,32.302,33.341,32.641,34.288
1/3/2012 14:00,36.103,27.293,33.693,35.179,34.325,33.169,32.991,34.759,35.449,34.89,33.823,34.257,35.753,34.103,33.535,33.2,31.023,33.81,28.219,31.475,32.419,33.461,33.195,34.324
1/3/2012 15:00,36.103,27.472,34.38,35.988,35.114,33.846,33.664,35.468,36.172,34.89,34.513,34.956,35.762,34.799,34.22,33.7,31.656,34.319,28.404,32.117,33.08,34.144,33.872,35.114
1/3/2012 16:00,47.666,27.472,39.662,46.545,45.414,39.046,36.139,36.674,36.477,46.065,35.687,36.145,47.029,40.451,40.368,36.852,34.436,39.893,28.404,34.937,35.985,37.142,36.362,45.414
1/3/2012 17:00,50.536,27.472,46.277,50.358,49.134,45.557,34.598,35.832,36.477,50.832,34.868,35.316,49.861,47.197,47.101,35.281,32.968,46.547,28.226,33.448,34.451,35.559,34.812,49.557
1/3/2012 18:00,47.666,29.097,36.595,47.806,46.645,36.026,34.484,35.832,36.544,46.065,34.868,35.316,47.506,37.323,37.246,35.165,32.86,36.808,28.219,33.338,34.338,35.442,34.698,46.645
1/3/2012 19:00,37.278,27.472,35.421,36.984,36.085,34.87,33.439,35.767,36.477,36.025,34.283,34.723,36.847,35.697,35.624,34.1,31.864,35.205,28.219,32.328,33.297,34.368,33.646,36.555
1/3/2012 20:00,36.103,27.472,34.663,36.209,35.33,34.125,32.724,34.478,35.163,34.89,33.55,33.981,36.057,35.086,34.502,33.37,31.183,34.602,28.219,31.639,32.585,33.633,32.927,35.403
1/3/2012 21:00,35.432,27.472,33.693,35.179,34.325,33.169,32.065,33.845,34.517,34.89,32.874,33.296,34.958,34.103,33.535,32.46,30.332,33.934,28.219,30.776,31.696,32.716,32.263,34.325
1/3/2012 22:00,35.432,27.472,33.693,35.179,34.325,33.169,32.065,33.755,34.426,34.89,32.847,33.268,34.958,34.103,33.535,32.46,30.332,33.934,28.219,30.776,31.696,32.716,32.263,34.324
1/3/2012 23:00,35.432,27.472,33.693,35.179,34.325,33.169,32.065,33.755,33.098,34.89,32.847,33.268,34.958,34.103,33.535,32.46,30.332,33.934,28.219,30.773,31.696,32.716,32.263,34.324
1/4/2012 0:00,35.116,22.869,32.99,34.446,33.609,32.478,31.145,33.313,33.974,34.786,31.931,32.832,34.646,33.512,32.954,32.307,30.436,33.346,22.119,30.789,31.013,32.01,31.337,33.815
1/4/2012 1:00,35.116,22.869,32.99,34.446,33.609,32.478,31.145,33.313,33.974,34.786,31.931,32.832,34.646,33.512,32.954,32.307,30.436,33.346,22.119,30.109,31.013,32.01,31.337,33.815
1/4/2012 2:00,35.116,22.869,32.99,34.446,33.609,32.478,31.145,33.313,33.974,34.786,31.931,32.832,34.646,33.512,32.954,32.307,30.436,33.346,22.119,30.109,31.013,32.01,31.337,33.815
1/4/2012 3:00,35.116,22.869,32.99,34.446,33.609,32.478,31.145,33.313,33.974,34.786,31.931,32.832,34.646,33.512,32.954,32.307,30.436,33.346,22.119,30.109,31.013,32.01,31.337,33.815
1/4/2012 4:00,35.116,22.869,32.99,34.446,33.609,32.478,31.145,33.313,33.974,34.786,31.931,32.832,34.646,33.512,32.954,32.307,30.436,33.346,22.119,30.109,31.013,32.01,31.337,33.815
1/4/2012 5:00,35.116,22.869,32.99,34.446,33.609,32.478,31.803,34.017,34.692,34.957,31.406,33.526,34.646,33.512,32.954,32.431,30.553,33.346,22.119,30.746,31.668,32.686,32,33.815
1/4/2012 6:00,34.999,27.254,33.401,34.875,34.028,33.081,32.043,34.274,34.955,36.216,31.643,33.78,34.531,34.013,33.446,33.233,30.633,33.844,26.359,30.978,31.908,32.934,32.242,34.321
1/4/2012 7:00,42.909,36.891,40.615,42.407,41.377,39.984,38.343,39.395,41.826,44.354,37.864,38.827,42.335,42.104,42.018,39.1,36.536,41.524,35.68,37.068,38.18,39.408,38.58,43.116
1/4/2012 8:00,46.896,27.195,43.467,45.542,44.436,42.791,41.035,42.51,43.354,45.875,41.366,41.897,46.269,43.549,43.459,42.172,39.102,42.948,26.303,39.671,40.861,42.175,41.289,44.595
1/4/2012 9:00,35.962,19.002,34.32,35.835,34.964,34.188,33.557,35.893,36.606,35.086,34.404,35.375,35.481,35.151,34.566,34.22,31.976,34.849,19.647,32.442,33.415,34.489,33.765,35.469
1/4/2012 10:00,34.641,25.931,33.115,34.576,33.736,33.336,32.721,35.756,36.466,33.477,33.547,35.24,34.234,34.275,33.704,33.489,31.55,34.105,25.08,31.633,32.582,33.63,32.923,34.438
1/4/2012 11:00,32.879,25.166,31.273,32.168,31.859,31.766,25.438,34.508,34.692,31.775,32.151,34.011,32.44,32.849,32.302,32.307,30.436,32.686,24.34,30.317,31.227,32.231,31.554,32.687
1/4/2012 12:00,32.879,19.002,31.273,31.315,31.859,31.766,23.25,34.145,34.692,31.775,32.151,33.652,32.44,32.849,32.302,32.307,30.436,32.686,19.647,30.317,31.227,32.231,31.554,32.687
1/4/2012 13:00,33.655,19.002,31.794,33.196,32.39,32.296,23.25,34.145,34.778,32.524,32.686,33.652,33.406,33.396,32.84,32.631,30.741,33.231,19.647,30.822,31.747,32.767,32.079,33.458
1/4/2012 14:00,34.659,22.869,32.99,34.446,33.609,33.021,32.598,34.867,35.56,33.494,33.421,34.364,34.646,34.147,33.578,33.329,31.399,33.942,23.646,31.515,32.46,33.504,32.8,34.455
1/4/2012 15:00,36.17,33.198,34.728,36.277,35.395,34.188,33.557,35.765,36.476,35.086,34.404,35.249,35.918,35.151,34.566,34.22,32.239,34.73,32.225,32.442,33.415,34.489,33.765,35.469
1/4/2012 16:00,39.529,33.259,37.114,39.389,38.432,36.537,35.038,36.915,37.605,39.875,35.922,36.383,39,37.853,37.775,36.619,33.387,37.331,32.225,33.873,34.889,36.011,35.255,38.762
1/4/2012 17:00,49.125,33.259,38.641,49.269,48.072,38.041,36.479,37.488,36.758,49.452,36.479,36.947,48.96,46.944,46.848,45.425,35.783,46.297,32.225,35.267,36.325,37.493,36.705,48.072
1/4/2012 18:00,44.548,33.259,37.311,44.39,43.312,36.732,35.224,37.112,36.758,44.938,36.113,36.576,43.952,42.659,42.572,36.675,34.552,42.071,32.225,34.053,35.075,36.203,35.442,43.684
1/4/2012 19:00,36.908,33.259,35.453,37.017,36.118,34.902,34.209,36.042,36.758,38.09,35.072,35.522,36.651,36.252,36.084,35.107,33.074,35.752,32.225,33.072,34.064,35.159,34.421,37.027
1/4/2012 20:00,35.934,33.259,34.263,36.04,35.164,34.078,33.642,35.445,35.922,34.786,34.491,34.933,35.684,35.24,34.653,34.351,32.362,34.982,32.167,32.523,33.499,34.576,33.85,35.237
1/4/2012 21:00,35.116,22.869,33.513,34.992,34.142,33.332,32.905,34.508,34.9,35.108,33.58,34.011,34.646,34.688,34.11,33.892,31.93,34.516,22.119,31.811,32.765,33.819,33.109,34.516
1/4/2012 22:00,35.116,22.869,32.99,34.446,33.609,32.812,32.392,33.582,34.249,34.786,32.678,33.098,34.646,34.147,33.578,33.204,31.282,33.815,22.119,31.315,32.254,33.292,32.592,33.815
1/4/2012 23:00,35.116,22.869,32.99,34.446,33.609,32.478,32.062,33.313,33.974,34.786,32.416,32.832,34.646,33.983,33.417,33.204,31.282,33.815,22.119,30.996,31.926,32.952,32.26,33.815
1/5/2012 0:00,35.55,23.197,33.507,34.986,34.136,33.284,32.857,34.618,33.944,34.356,33.686,34.119,35.075,34.418,33.845,33.519,31.579,34.136,23.985,31.765,32.718,33.77,33.061,34.136
1/5/2012 1:00,35.55,23.197,33.507,34.986,34.136,33.284,32.857,34.618,33.944,34.356,33.686,34.119,35.075,34.418,33.845,33.519,31.579,34.136,23.985,31.765,32.718,33.77,33.061,34.136
1/5/2012 2:00,35.55,23.197,33.507,34.986,34.136,33.284,32.857,34.618,33.944,34.356,33.686,34.119,35.075,34.418,33.845,33.519,31.579,34.136,23.985,31.765,32.718,33.77,33.061,34.136
1/5/2012 3:00,35.55,23.197,33.507,34.986,34.136,33.284,32.857,34.618,33.944,34.356,33.686,34.119,35.075,34.418,33.845,33.519,31.579,34.136,23.985,31.765,32.718,33.77,33.061,34.136
1/5/2012 4:00,35.55,23.197,33.507,34.986,34.136,33.284,32.857,34.618,35.306,34.356,33.686,34.119,35.075,34.418,33.845,33.519,31.579,34.136,23.985,31.765,32.718,33.77,33.061,34.136
1/5/2012 5:00,35.55,23.197,33.507,34.986,34.136,33.284,32.857,34.666,35.355,35.116,32.447,34.166,35.075,34.418,33.845,33.519,31.579,34.136,23.985,31.765,32.718,33.77,33.061,34.136
1/5/2012 6:00,35.651,14.169,34.024,35.525,34.662,34.056,33.619,35.837,36.549,35.964,33.199,35.32,35.174,35.216,34.63,34.309,32.322,34.94,14.169,32.502,33.477,34.553,33.828,34.96
1/5/2012 7:00,39.308,24.146,37.514,39.169,38.218,36.931,36.334,36.872,37.604,40.305,35.88,36.34,38.783,38.261,38.182,37.051,34.622,37.733,23.353,35.126,36.18,37.343,36.559,39.18
1/5/2012 8:00,45.572,24.146,43.663,45.706,44.595,42.985,41.97,40.887,41.699,44.04,39.787,40.297,45.254,44.196,43.459,42.799,39.993,43.586,23.645,40.575,41.792,43.136,42.23,44.595
1/5/2012 9:00,40.135,25.36,38.534,40.337,39.357,37.935,37.235,37.787,38.537,38.786,36.77,37.242,39.939,39.004,38.354,37.771,35.585,38.466,24.527,35.998,37.077,38.27,37.466,39.357
1/5/2012 10:00,37.294,29.602,35.823,37.404,36.495,35.363,35.173,37.223,37.962,36.041,36.061,36.524,37.034,36.36,35.754,35.31,33.266,35.858,28.63,33.75,34.762,35.88,35.391,36.363
1/5/2012 11:00,36.083,24.799,34.93,36.471,35.585,34.387,34.203,36.035,36.751,34.871,35.066,35.516,35.601,35.356,34.767,34.617,32.613,34.869,23.985,32.818,33.803,34.89,34.414,34.868
1/5/2012 12:00,35.55,24.799,34.148,35.655,34.789,33.665,33.484,35.258,35.958,34.356,34.309,34.749,35.075,34.613,34.037,33.89,31.928,34.136,23.985,32.129,33.093,34.157,33.691,34.136
1/5/2012 13:00,35.55,24.799,34.148,35.655,34.789,33.665,33.484,35.258,35.958,34.356,34.309,34.749,35.303,34.613,34.037,33.89,31.928,34.136,23.985,32.129,33.093,34.157,33.691,34.136
1/5/2012 14:00,35.55,25.356,34.414,35.933,35.06,33.879,33.79,35.601,36.308,34.356,34.643,35.087,35.578,34.834,34.253,34.106,32.131,34.353,24.523,32.334,33.304,34.374,33.999,34.353
1/5/2012 15:00,36.083,33.557,34.733,36.265,35.384,34.277,34.103,35.93,36.644,34.871,34.963,35.412,35.907,35.243,34.655,34.309,32.322,34.756,32.456,32.526,33.502,34.579,34.314,35.139
1/5/2012 16:00,44.747,33.736,41.505,44.428,43.348,40.86,39.183,39.703,38.93,44.593,38.635,39.131,44.148,42.331,42.244,40.797,38.435,41.747,33.675,37.881,39.017,40.272,39.426,43.348
1/5/2012 17:00,50.705,33.736,46.477,50.526,49.298,45.754,37.524,38.022,37.282,49.001,36.999,37.474,50.027,47.401,47.304,39.069,36.808,46.748,33.675,36.277,37.365,38.566,37.756,49.12
1/5/2012 18:00,48.542,33.736,39.219,49.064,47.872,38.609,36.181,36.717,37.203,46.91,35.729,36.187,48.58,39.32,39.917,37.635,35.456,38.778,33.164,34.978,36.027,37.186,36.405,47.601
1/5/2012 19:00,38.31,33.259,36.782,38.503,37.567,36.21,34.724,36.45,37.174,37.022,35.469,35.924,38.122,36.686,36.61,35.526,33.469,36.18,34.186,33.57,34.577,35.689,34.939,37.567
1/5/2012 20:00,36.286,32.109,35.127,36.677,35.786,34.581,34.209,36.042,36.758,35.067,35.072,35.522,36.446,35.555,34.963,34.613,32.609,35.158,33.199,32.814,33.799,34.886,34.421,35.786
1/5/2012 21:00,35.957,31.39,34.539,36.063,35.187,34.324,33.731,35.837,35.355,34.749,34.873,35.32,35.837,35.333,34.744,34.523,32.524,35.158,32.456,32.609,33.588,34.668,33.94,35.187
1/5/2012 22:00,35.55,30.746,33.507,34.986,34.136,33.298,32.857,35.837,35.14,34.356,34.873,35.32,35.075,34.418,33.845,33.519,31.579,34.136,31.789,31.765,32.718,33.77,33.061,34.136
1/5/2012 23:00,35.55,26.624,33.507,34.986,34.136,33.284,32.857,34.618,33.944,34.356,33.686,34.119,35.075,34.418,33.845,33.519,31.579,34.136,27.528,31.765,32.718,33.77,33.061,34.136
1/6/2012 0:00,38.39,33.542,34.531,36.055,35.179,34.09,33.905,35.722,35.157,37.1,34.76,35.207,37.877,35.219,35.146,33.888,31.927,34.733,32.44,31.604,32.552,33.599,34.115,36.065
1/6/2012 1:00,38.39,33.542,34.531,36.055,35.179,34.09,33.905,35.722,35.157,37.1,34.76,35.207,37.877,35.219,35.146,33.888,31.927,34.733,32.44,31.604,32.552,33.599,34.115,36.065
1/6/2012 2:00,38.39,33.542,34.531,36.055,35.179,34.09,33.905,35.722,35.157,37.1,34.76,35.207,37.877,35.219,35.146,33.888,31.927,34.733,32.44,31.604,32.552,33.599,34.115,36.065
1/6/2012 3:00,38.39,33.542,34.531,36.055,35.179,34.09,33.905,35.722,35.157,37.1,34.76,35.207,37.877,35.219,35.146,33.888,31.927,34.733,32.44,31.604,32.552,33.599,34.115,36.065
1/6/2012 4:00,38.39,33.542,34.531,36.055,35.179,34.09,33.905,35.722,35.661,37.1,34.76,35.207,37.877,35.219,35.146,33.888,31.927,34.733,32.44,31.604,32.552,33.599,34.115,36.065
1/6/2012 5:00,38.39,33.542,34.531,36.055,35.179,34.09,33.905,35.722,35.952,37.1,34.76,35.207,37.877,35.219,35.146,33.888,31.927,34.733,32.44,31.862,32.818,33.873,34.115,36.065
1/6/2012 6:00,37.933,26.968,35.943,37.529,36.618,35.385,34.209,36.042,36.758,39.252,35.072,35.522,37.426,36.32,36.541,34.499,32.501,35.819,26.082,32.706,33.687,34.77,34.421,38.157
1/6/2012 7:00,47.322,34.326,38.153,44.851,41.853,37.56,36.315,38.261,37.558,46.91,37.231,37.709,46.689,37.342,37.974,35.204,33.166,36.827,33.199,33.648,34.658,35.772,36.54,48.257
1/6/2012 8:00,51.228,42.168,47.496,50.682,49.451,46.758,45.937,48.399,47.456,53.009,47.096,47.701,50.543,46.486,47.274,44.528,41.95,45.845,40.784,42.564,43.841,45.251,46.222,54.53
1/6/2012 9:00,37.823,35.231,35.943,37.529,36.618,36.142,35.613,37.521,37.137,37.495,36.511,36.98,37.318,36.305,36.541,35.055,33.026,35.805,32.407,33.507,34.512,35.622,35.833,38.571
1/6/2012 10:00,36.337,35.146,35.176,36.728,35.836,35.237,35.386,37.283,37.025,35.116,36.279,36.745,36.365,35.554,35.204,34.33,32.343,35.064,33.992,32.813,33.798,34.884,35.605,36.124
1/6/2012 11:00,34.479,33.507,33.809,34.85,34.437,34.343,33.87,35.744,36.454,33.32,34.782,35.229,34.946,34.995,34.411,33.888,31.927,34.512,32.407,32.307,33.276,34.346,34.079,35.311
1/6/2012 12:00,34.479,33.507,33.809,34.85,34.437,34.343,33.87,35.733,36.443,33.32,34.771,35.218,34.946,34.995,34.411,33.888,31.927,34.512,32.407,32.297,33.266,34.336,34.079,35.311
1/6/2012 13:00,35.641,33.818,34.502,36.024,35.149,34.562,34.185,36.017,36.394,34.443,35.047,35.497,35.669,34.995,34.529,33.888,31.927,34.512,32.708,32.297,33.266,34.336,34.396,35.432
1/6/2012 14:00,36.337,34.818,35.176,36.728,35.836,34.991,35.011,36.887,36.394,35.116,35.894,36.355,36.365,35.276,35.204,34.161,32.183,34.79,33.675,32.44,33.413,34.487,35.227,36.124
1/6/2012 15:00,39.311,37.301,38.055,39.734,38.769,37.463,37.262,37.166,36.443,37.99,36.345,36.63,39.341,36.951,37.577,35.031,33.003,36.441,35.839,33.483,34.487,36.255,37.033,38.768
1/6/2012 16:00,54.756,48.515,49.496,51.68,50.424,48.301,47.996,45.611,43.428,54.052,46.872,46.278,54.024,46.977,47.773,42.009,39.255,46.33,46.22,39.826,41.021,46.093,47.082,53.044
1/6/2012 17:00,54.756,48.78,49.766,51.962,50.699,48.992,48.257,45.256,43.089,54.052,46.507,45.918,54.024,46.612,47.401,40.236,37.906,45.969,45.86,38.145,39.289,45.734,46.715,52.544
1/6/2012 18:00,54.756,48.78,49.766,52.435,51.161,41.682,41.458,39.361,37.476,54.052,40.449,39.937,54.024,40.54,41.227,35.88,33.802,39.981,39.886,34.015,35.036,39.776,40.63,52.544
1/6/2012 19:00,53.301,47.128,47.168,49.249,48.053,40.045,39.275,37.488,36.758,51.51,38.525,38.037,54.024,38.947,39.607,36.712,34.587,38.41,38.319,34.805,35.849,38.214,39.034,50.073
1/6/2012 20:00,40.066,37.637,38.16,39.844,38.876,37.034,37.234,37.117,36.394,38.895,36.84,36.581,39.53,36.923,36.847,35.756,33.686,36.414,36.327,33.898,34.915,36.227,37.005,37.81
1/6/2012 21:00,38.798,35.506,36.224,38.66,37.721,35.553,35.362,35.788,35.659,37.494,34.825,35.272,38.279,35.592,35.519,34.467,32.472,35.101,34.34,32.676,33.657,34.739,35.484,36.448
1/6/2012 22:00,38.39,34.699,35.401,36.963,36.065,34.851,34.663,35.722,35.157,37.1,34.76,35.207,37.877,35.219,35.146,33.933,31.969,34.733,32.44,32.147,33.111,34.176,34.878,36.065
1/6/2012 23:00,38.39,33.542,34.531,36.055,35.179,34.09,33.905,35.722,35.157,37.1,34.76,35.207,37.877,35.219,35.146,33.888,31.927,34.733,32.44,31.604,32.552,33.599,34.115,36.065
1/7/2012 0:00,34.92,32.666,33.326,34.797,33.951,33.118,32.94,34.886,35.579,34.926,33.771,34.383,34.453,34.165,33.595,33.339,31.409,33.951,31.593,31.531,32.477,33.521,33.144,33.951
1/7/2012 1:00,34.92,32.666,33.326,34.797,33.951,33.118,32.94,34.886,35.579,34.926,33.771,34.383,34.453,34.165,33.595,33.339,31.409,33.951,31.593,31.531,32.477,33.521,33.144,33.951
1/7/2012 2:00,34.92,32.666,33.326,34.797,33.951,33.118,32.94,34.886,35.579,34.926,33.771,34.383,34.453,34.165,33.595,33.339,31.409,33.951,31.593,31.531,32.477,33.521,33.144,33.951
1/7/2012 3:00,34.92,32.666,33.326,34.797,33.951,33.118,32.94,34.886,35.579,34.926,33.771,34.383,34.453,34.165,33.595,33.339,31.409,33.951,31.593,31.531,32.477,33.521,33.144,33.951
1/7/2012 4:00,34.92,32.666,33.326,34.797,33.951,33.118,32.94,34.886,35.579,34.926,33.771,34.383,34.453,34.165,33.595,33.339,31.409,33.951,31.593,31.531,32.477,33.521,33.144,33.951
1/7/2012 5:00,34.92,32.666,33.326,34.797,33.951,33.118,32.94,34.97,35.664,35.116,33.771,34.465,34.453,34.165,33.595,33.339,31.409,33.951,31.593,31.607,32.555,33.602,33.144,33.951
1/7/2012 6:00,34.92,32.666,33.326,34.797,33.951,33.448,33.02,35.318,36.02,36.134,33.853,34.809,34.453,34.494,33.92,33.672,31.722,34.29,31.593,32.187,32.88,33.937,33.224,34.29
1/7/2012 7:00,34.92,32.666,33.326,34.797,33.951,33.852,33.419,35.745,36.455,36.129,34.262,35.23,34.453,34.806,34.226,34.079,32.106,34.634,31.593,32.576,33.277,34.347,33.626,35.121
1/7/2012 8:00,35.198,32.926,33.592,35.074,34.222,33.98,33.694,36.815,37.546,35.539,34.545,36.284,34.728,34.937,34.355,34.36,32.371,34.547,31.845,32.844,33.552,34.63,33.903,34.547
