Time (UTC),BE,DE_ME,DE4-N,DE4-S,DE_NW,DK_W,DK_E,EE,FIN,FR_R,LT,LV,NL_R,NO1,NO2,NO3,NO4,NO5,PL,SE1,SE2,SE3,SE4,UK
2/12/2012 3:00,96.3,85.147,85.22,88.98,86.818,49.238,48.974,63.942,48.32,93.065,64.713,64.878,95.013,47.889,48.7,41.387,38.67,47.228,63.812,39.236,40.413,47.65,48.672,95.736
2/12/2012 4:00,96.3,85.147,85.22,88.98,86.818,49.238,48.974,63.942,48.32,93.065,64.713,64.878,95.013,47.889,48.7,41.387,38.67,47.228,63.812,39.236,40.413,47.65,48.672,95.736
2/12/2012 5:00,96.3,85.147,85.22,88.98,86.818,49.238,48.974,63.942,48.32,93.065,64.713,64.878,95.013,47.889,48.7,41.387,38.67,47.228,63.812,39.236,40.413,47.65,48.672,95.736
2/12/2012 6:00,96.3,85.147,85.22,88.98,86.818,49.238,48.974,63.942,50.574,93.065,64.713,64.878,95.013,47.889,48.7,41.387,38.67,47.228,63.812,39.236,40.413,47.65,48.672,95.736
2/12/2012 7:00,96.3,81.647,81.717,85.323,83.25,49.238,48.974,60.099,50.574,93.065,60.205,60.978,95.013,47.889,48.7,41.387,38.67,47.228,59.367,39.236,40.413,47.65,48.672,95.736
2/12/2012 8:00,88.219,78.002,78.069,81.513,79.533,73.027,47.801,54.763,49.363,85.255,54.86,55.564,86.188,47.401,48.205,41.772,39.031,46.748,33.263,39.602,40.79,46.509,47.506,95.736
2/12/2012 9:00,63.549,46.222,46.262,47.547,47.13,45.543,45.408,60.709,48.818,49.73,60.817,61.597,47.826,45.029,45.792,42.49,39.444,44.408,14.169,40.282,41.491,44.181,45.129,95.736
2/12/2012 10:00,63.549,44.676,45.579,45.306,46.434,45.093,44.851,63.779,62.537,47.386,63.892,64.712,47.826,45.029,45.591,43.606,39.507,44.408,14.169,41.558,42.804,44.181,45.129,95.736
2/12/2012 11:00,63.549,42.111,42.963,42.156,43.206,43.641,43.406,63.779,48.32,44.091,63.892,64.712,47.826,43.838,43.748,42.452,39.875,43.233,14.169,40.459,41.672,43.012,43.675,95.736
2/12/2012 12:00,63.549,38.928,40.437,38.728,39.692,42.9,42.669,63.834,48.32,40.506,63.947,64.768,47.999,43.32,43.373,41.951,39.198,42.723,14.169,39.771,40.964,42.282,42.933,95.736
2/12/2012 13:00,67.466,38.928,40.437,38.728,39.692,42.9,42.669,63.942,48.32,40.506,64.056,64.878,66.564,43.32,43.373,41.951,39.198,42.723,14.507,39.771,40.964,42.282,42.933,95.736
2/12/2012 14:00,93.88,44.512,45.412,45.14,46.264,46.129,44.994,63.942,48.32,47.212,64.056,64.878,92.625,44.865,45.625,43.447,39.444,44.246,33.979,41.239,42.476,44.02,44.964,95.736
2/12/2012 15:00,96.3,49.525,50.526,50.944,51.473,49.74,48.974,63.942,50.574,48.708,64.056,64.878,95.013,48.377,49.197,44.107,39.492,47.71,47.899,41.815,43.07,47.65,48.672,96.766
2/12/2012 16:00,96.3,87.002,87.077,90.918,88.71,85.723,63.032,66.385,65.092,93.065,64.713,65.543,95.013,62.506,63.565,44.107,41.212,61.643,63.812,41.815,43.07,61.328,62.644,98.204
2/12/2012 17:00,114.304,101.065,101.152,105.615,103.049,99.58,64.502,67.933,66.61,110.463,66.105,66.953,112.775,63.963,65.047,44.107,41.212,63.081,65.185,41.815,43.07,62.759,64.105,113.634
2/12/2012 18:00,119.941,106.049,106.14,110.823,108.131,104.491,69.375,70.129,68.334,115.91,70.253,71.155,118.337,68.796,70.93,44.107,41.212,67.847,70.234,41.815,43.07,67.501,68.949,117.616
2/12/2012 19:00,113.245,100.13,100.215,104.637,102.095,98.658,68.942,69.691,68.334,109.44,69.814,70.71,111.731,68.366,70.93,44.107,41.212,67.423,69.795,41.815,43.07,67.079,68.518,106.387
2/12/2012 20:00,108.427,97.697,97.781,102.095,99.615,96.261,68.942,69.691,68.334,104.784,69.814,70.71,106.977,68.366,70.93,44.404,41.49,67.423,68.843,42.097,43.36,67.079,68.518,102.515
2/12/2012 21:00,105.146,97.697,97.781,102.095,99.615,96.261,70.686,69.691,68.334,104.784,71.226,70.71,103.74,69.748,70.93,46.021,43.357,68.786,70.234,45.757,47.13,68.435,69.903,101.86
2/12/2012 22:00,102.828,97.697,97.781,102.095,99.615,96.261,70.686,69.351,68.001,102.474,67.605,68.472,101.453,65.299,70.93,44.672,41.212,64.398,66.663,44.415,45.748,64.069,65.443,99.615
2/12/2012 23:00,98.467,93.893,93.973,98.119,95.736,92.513,70.686,66.385,65.092,95.158,64.713,65.543,97.15,62.506,70.93,50.897,39.52,61.643,63.812,50.605,52.123,61.328,62.644,95.736
2/13/2012 0:00,99.21,94.601,94.682,98.859,96.458,93.211,82.584,81.379,70.313,95.876,83.629,82.569,97.883,76.06,84.027,33.643,31.696,75.011,84.81,33.451,34.454,74.628,82.076,93.201
2/13/2012 1:00,99.21,94.601,94.682,98.859,96.458,93.211,82.584,81.379,70.313,95.876,83.629,82.569,97.883,73.223,74.463,33.676,31.727,72.213,84.81,33.483,34.487,74.628,82.076,90.923
2/13/2012 2:00,99.21,94.601,94.682,98.859,96.458,83.03,82.584,81.379,70.313,95.876,83.629,82.569,97.883,73.223,74.463,34.439,32.445,72.213,84.81,34.241,35.269,74.628,82.076,80.992
2/13/2012 3:00,99.21,94.601,94.682,98.859,96.458,82.683,82.584,81.379,70.313,95.876,83.629,82.569,97.883,73.223,74.463,34.439,31.586,72.213,84.81,34.241,35.269,74.628,82.076,80.654
2/13/2012 4:00,100.509,94.601,94.682,98.859,96.458,82.14,82.584,81.379,70.313,97.132,83.629,82.569,97.883,73.223,74.463,34.122,31.586,72.213,84.81,34.241,35.269,74.628,82.076,78.282
2/13/2012 5:00,108.429,95.871,95.953,100.187,97.753,82.14,82.584,81.379,77.034,104.786,83.629,82.569,99.198,74.666,75.931,35.11,32.715,73.636,84.81,35.524,36.59,76.099,82.076,77.915
2/13/2012 6:00,113.059,101.533,101.62,106.104,103.526,89.026,88.548,87.255,85.556,109.26,89.668,88.532,105.056,79.091,80.301,38.118,32.715,78.001,90.934,37.9,39.037,80.609,88.003,82.4
2/13/2012 7:00,113.55,104.087,103.422,107.985,105.362,101.815,101.268,96.597,89.864,109.735,99.268,98.01,106.919,97.209,98.945,39.695,37.397,95.868,100.669,39.467,40.651,95.378,97.424,101.531
2/13/2012 8:00,106.97,102.001,102.089,104.925,104.003,100.502,96.623,95.213,88.576,103.376,97.846,96.606,105.54,95.816,97.932,39.3,37.025,94.495,97.819,39.074,40.246,94.012,96.029,100.492
2/13/2012 9:00,95.275,92.675,92.755,95.332,94.495,90.833,88.942,89.696,87.95,91.147,90.898,89.746,95.891,84.909,86.347,35.11,33.078,83.738,89.633,34.909,35.956,86.538,88.395,88.604
2/13/2012 10:00,92.459,88.737,88.813,88.281,90.479,84.115,83.932,88.396,86.675,84.406,86.17,87.122,91.816,80.126,79.961,33.906,31.943,79.021,84.97,33.712,34.723,81.664,83.415,82.051
2/13/2012 11:00,85.532,82.088,82.159,81.666,83.7,78.001,78.423,80.371,78.806,78.082,80.514,81.547,84.936,74.866,73.97,33.906,31.943,73.1,79.393,33.712,34.723,76.303,77.94,75.903
2/13/2012 12:00,85.532,82.088,82.159,81.666,83.7,78.001,78.423,80.371,78.806,78.082,80.514,81.547,84.936,74.122,73.97,33.527,31.586,73.1,79.393,33.335,34.335,75.545,77.94,75.903
2/13/2012 13:00,85.532,82.088,82.159,81.666,83.7,78.001,78.423,80.371,78.806,78.082,80.514,81.547,84.936,74.122,73.97,35.454,31.943,73.1,79.393,35.251,36.309,75.545,77.94,75.903
2/13/2012 14:00,96.575,94.601,94.682,94.115,96.458,82.14,85.003,87.794,80.181,89.984,90.222,89.078,97.883,74.122,73.97,33.921,31.958,73.1,91.495,33.451,34.454,75.545,84.48,75.903
2/13/2012 15:00,99.21,97.484,96.04,100.278,97.842,82.14,89.111,90.469,71.177,95.876,92.971,91.793,97.883,74.122,73.97,35.284,31.965,73.1,94.283,33.451,34.454,75.545,88.563,75.903
2/13/2012 16:00,104.95,103.124,101.597,106.08,103.503,82.14,95.406,102.311,71.177,101.424,105.14,103.808,103.547,74.122,74.463,33.68,31.73,73.1,106.625,33.219,34.216,75.545,94.819,76.41
2/13/2012 17:00,117.551,115.506,113.796,118.817,115.93,83.086,95.406,114.596,85.508,113.602,117.765,116.272,115.98,79.047,78.884,33.68,31.73,77.956,119.427,32.476,33.451,80.564,94.819,80.946
2/13/2012 18:00,118.519,116.457,114.733,119.794,116.885,82.978,88.363,118.563,73.05,114.537,121.842,120.298,116.934,76.074,77.362,33.614,31.668,75.024,123.562,32.197,33.163,77.534,87.819,79.385
2/13/2012 19:00,109.787,109.518,107.896,112.656,109.92,82.14,88.241,108.654,70.313,107.712,111.659,110.244,108.319,73.223,74.463,33.527,31.586,72.213,113.235,32.048,33.01,74.628,87.698,76.41
2/13/2012 20:00,99.21,98.802,97.339,101.634,99.165,82.14,88.241,98.023,70.313,97.173,100.734,99.458,97.883,73.223,74.463,33.527,31.586,72.213,102.156,32.048,33.01,74.628,87.698,76.41
2/13/2012 21:00,99.21,97.484,96.04,100.278,97.842,82.14,87.873,90.469,70.313,95.876,92.971,91.793,97.883,73.223,74.463,33.527,31.586,72.213,94.283,32.048,33.01,74.628,87.332,76.41
2/13/2012 22:00,99.21,95.958,96.04,100.278,97.842,82.14,84.233,89.053,70.313,95.876,91.516,90.356,97.883,73.223,74.463,33.527,31.586,72.213,92.808,32.048,33.01,74.628,83.715,76.41
2/13/2012 23:00,99.21,94.963,94.682,98.859,96.458,82.14,82.584,86.799,70.313,95.876,89.2,88.069,97.883,73.223,74.463,33.527,31.586,72.213,91.846,32.048,33.01,74.628,82.076,76.41
2/14/2012 0:00,50.17,52.784,52.003,54.297,52.978,48.586,48.849,48.986,37.672,51.914,50.341,49.703,49.499,37.074,37.702,33.383,31.405,36.562,51.051,31.864,32.82,37.785,48.548,47.394
2/14/2012 1:00,50.17,51.287,50.528,52.757,51.476,48.586,48.325,47.596,37.672,50.442,48.913,48.293,49.499,37.071,37.699,33.383,31.405,36.559,49.603,31.864,32.82,37.782,48.004,47.394
2/14/2012 2:00,49.979,51.287,50.528,52.757,51.476,48.586,48.325,47.596,37.672,50.442,48.913,48.293,49.311,37.071,37.699,33.383,31.405,36.559,49.603,31.864,32.82,37.782,48.004,47.394
2/14/2012 3:00,49.703,51.287,50.528,52.757,51.476,48.303,48.043,47.596,37.672,50.442,48.913,48.293,49.039,37.105,37.733,33.383,31.405,36.593,49.603,31.864,32.82,37.817,47.748,47.394
2/14/2012 4:00,49.703,51.287,50.528,52.757,51.476,48.303,48.043,47.596,42.316,50.442,48.913,48.293,49.039,42.501,43.221,33.383,31.405,41.915,49.603,31.864,32.82,43.317,47.748,47.394
2/14/2012 5:00,49.703,52.294,51.519,53.793,52.486,48.303,48.043,48.531,47.586,51.431,49.873,49.241,49.039,45.66,46.187,33.383,31.45,45.03,50.577,31.911,32.868,46.536,47.748,47.394
2/14/2012 6:00,72.391,76.164,75.036,78.347,76.444,61.501,61.833,72.361,48.818,74.908,74.362,73.42,62.438,50.838,51.699,34.404,32.412,50.137,75.412,32.886,33.873,51.814,61.453,59.992
2/14/2012 7:00,92.639,95.018,93.611,97.741,95.367,89.508,89.487,88.181,75.399,93.451,90.619,89.471,91.401,87.055,88.53,35.756,33.686,85.854,91.899,34.179,35.204,85.416,88.936,90.844
2/14/2012 8:00,62.68,63.817,62.872,65.646,64.052,60.914,61.243,60.078,53.276,62.765,61.739,60.957,61.841,58.469,59.46,39.984,37.669,57.662,61.722,38.22,39.366,59.32,60.592,61.014
2/14/2012 9:00,49.322,50.217,49.474,51.657,50.402,48.705,49.327,48.604,47.456,49.606,49.948,49.315,48.662,47.09,46.994,44.144,41.588,46.441,48.569,43.294,44.592,47.994,49.024,48.222
2/14/2012 10:00,47.414,47.298,46.598,48.654,47.472,46.079,46.886,48.399,47.456,47.005,47.48,48.089,46.78,44.76,44.529,38.44,36.215,44.005,45.745,38.22,39.366,45.619,46.598,45.693
2/14/2012 11:00,46.716,45.669,45.701,46.978,46.558,44.991,45.429,46.308,45.407,45.146,46.39,46.986,46.091,43.369,42.768,35.756,33.686,42.265,44.169,34.841,35.886,44.201,45.15,43.886
2/14/2012 12:00,46.716,45.122,45.161,46.415,46.008,44.459,44.892,46.308,45.407,45.146,46.316,46.91,46.091,42.856,42.768,35.49,33.435,42.265,43.641,33.925,34.942,43.679,44.616,43.886
2/14/2012 13:00,46.716,45.523,45.161,46.828,46.008,44.459,45.036,46.308,45.407,45.146,45.606,46.191,46.091,42.993,42.768,34.534,32.535,42.265,44.029,33.011,34.002,43.819,44.759,43.886
2/14/2012 14:00,47.666,46.837,46.143,48.179,47.009,45.426,45.811,46.308,45.407,46.065,46.39,46.986,47.269,43.733,43.639,35.122,33.088,43.125,45.299,33.573,34.58,44.573,45.529,44.779
2/14/2012 15:00,49.703,48.392,48.115,50.238,49.018,46.271,46.871,47.253,46.333,48.033,47.464,47.945,49.039,44.745,45.504,35.838,33.764,44.128,46.803,34.258,35.285,45.604,46.582,46.693
2/14/2012 16:00,51.527,50.596,50.64,52.874,51.59,47.937,48.337,47.631,46.704,50.553,48.949,48.328,50.838,46.623,47.413,36.084,33.995,45.98,48.935,34.492,35.527,47.031,48.04,49.143
2/14/2012 17:00,70.892,53.917,55.006,73.062,68.925,48.737,49.188,48.47,46.333,73.356,49.811,49.179,69.944,47.401,48.205,35.756,33.686,46.748,49.797,34.179,35.204,47.859,48.886,71.31
2/14/2012 18:00,70.892,53.917,55.006,73.062,68.925,46.495,46.746,47.253,46.333,73.356,47.337,47.945,69.944,45.22,45.987,35.503,33.447,44.597,46.678,33.937,34.955,45.482,46.458,71.31
2/14/2012 19:00,49.703,38.65,39.431,50.238,48.325,38.318,38.236,40.46,39.672,50.628,39.371,39.876,49.039,38.096,38.741,35.427,33.376,37.57,37.381,33.865,34.88,37.378,38.18,49.215
2/14/2012 20:00,49.703,37.499,38.257,50.238,47.394,37.177,37.097,39.255,38.491,50.442,39.325,39.83,49.039,36.961,37.588,35.41,33.36,36.452,36.268,33.849,34.864,36.265,37.043,47.394
2/14/2012 21:00,49.703,37.074,37.823,50.238,47.394,37.077,36.878,39.255,38.388,50.442,39.325,39.83,49.039,36.862,37.487,34.405,32.413,36.354,36.268,32.888,33.874,36.168,36.944,47.394
2/14/2012 22:00,49.703,37.074,37.823,50.238,47.394,37.077,36.878,39.255,37.672,50.442,39.325,39.83,49.039,36.862,37.487,34.404,32.412,36.354,36.268,32.886,33.873,36.168,36.944,47.394
2/14/2012 23:00,49.703,37.074,37.823,50.238,47.394,37.077,36.878,39.255,37.672,50.442,39.325,39.83,49.039,36.862,37.487,33.615,31.669,36.354,36.268,32.132,33.096,36.168,36.944,47.394
2/15/2012 0:00,44.517,24.136,35.612,44.043,36.28,35.059,34.275,43.706,36.674,46.065,43.784,44.346,42.049,37.262,37.185,34.284,32.299,36.748,23.302,32.502,33.477,34.554,34.487,39.479
2/15/2012 1:00,44.517,24.136,35.612,44.043,36.28,35.059,34.275,43.706,36.674,46.065,43.784,44.346,42.049,37.262,37.185,34.284,32.299,36.748,23.302,32.502,33.477,34.554,34.487,39.479
2/15/2012 2:00,44.517,24.136,35.612,44.043,36.28,35.059,34.275,43.706,36.674,46.065,43.784,44.346,42.049,37.262,37.185,34.284,32.299,36.748,23.302,32.502,33.477,34.554,34.487,39.479
2/15/2012 3:00,44.517,24.136,35.612,44.043,36.28,35.059,34.275,43.706,36.674,46.065,43.784,44.346,42.049,37.262,37.185,34.284,32.299,36.748,23.302,32.502,33.477,34.554,34.487,39.479
2/15/2012 4:00,44.517,24.136,35.612,44.043,36.28,35.059,34.275,43.945,43.089,46.065,43.784,44.346,42.049,37.262,37.185,34.284,32.299,36.748,23.302,32.772,33.477,34.554,34.487,39.479
2/15/2012 5:00,44.517,16.686,35.612,44.043,36.28,35.059,34.601,47.024,46.108,46.065,45.758,46.346,42.049,37.262,37.185,35.284,32.971,36.748,16.138,33.451,34.454,35.562,34.815,39.479
2/15/2012 6:00,44.517,14.65,36.697,44.043,37.386,36.499,36.032,48.016,47.456,46.065,46.724,47.324,38.764,37.942,37.864,36.743,34.332,37.419,14.169,34.834,35.879,37.032,36.255,39.479
2/15/2012 7:00,44.517,15.295,38.606,44.043,39.33,39.216,38.713,48.399,47.456,46.065,46.724,47.701,43.921,42.113,42.027,39.478,36.887,41.533,14.792,37.427,38.549,39.789,38.953,43.125
2/15/2012 8:00,44.517,14.65,38.606,44.043,39.33,39.216,14.809,48.399,47.456,46.065,46.724,47.701,43.921,42.629,42.542,39.478,36.887,42.041,14.169,37.427,38.549,39.789,38.953,43.654
2/15/2012 9:00,39.891,14.169,37.799,39.466,38.508,38.136,14.017,48.399,47.456,41.278,47.096,47.701,39.358,39.436,38.779,38.19,35.871,38.892,14.169,36.396,37.488,38.693,37.881,39.793
2/15/2012 10:00,37.098,13.704,35.635,37.207,36.303,35.486,13.557,48.399,47.456,37.423,47.096,47.701,36.602,36.696,36.084,35.536,33.379,36.19,14.169,33.867,34.883,36.005,35.249,36.379
2/15/2012 11:00,35.032,9.423,33.654,35.139,34.285,33.879,9.322,48.399,47.456,35.339,47.096,47.701,34.48,34.833,34.253,34.214,32.234,34.353,14.169,32.705,33.41,34.484,33.76,34.353
2/15/2012 12:00,35.032,9.423,33.352,34.824,33.978,33.879,9.322,48.399,47.456,35.339,47.386,47.994,34.48,34.833,34.253,34.214,32.234,34.353,14.169,32.705,33.41,34.484,33.76,34.353
2/15/2012 13:00,35.851,13.704,33.352,34.824,33.978,33.879,13.557,48.399,47.456,35.728,47.096,47.701,35.371,35.217,34.63,34.284,32.299,34.731,14.169,32.772,33.477,34.554,33.828,34.731
2/15/2012 14:00,38.306,14.169,34.939,36.481,35.594,35.491,14.169,48.399,47.456,38.155,47.386,47.994,37.794,36.776,36.163,35.614,33.383,36.269,14.65,33.871,34.887,36.009,35.253,37.109
2/15/2012 15:00,42.619,15.506,37.715,39.379,38.422,37.511,15.906,48.399,47.456,41.187,47.096,47.701,42.049,39.098,39.018,37.762,35.284,38.559,16.033,35.8,36.874,38.059,37.26,40.038
2/15/2012 16:00,44.517,24.136,38.606,44.043,39.33,38.676,37.906,48.399,47.456,46.065,47.096,47.701,43.921,39.374,39.294,37.821,35.339,38.831,23.344,35.856,36.931,38.119,38.141,43.654
2/15/2012 17:00,59.128,34.688,40.44,58.498,41.199,39.812,39.707,48.399,47.456,61.183,47.096,47.701,58.337,40.202,40.251,38.932,36.377,39.648,33.549,36.909,38.016,39.238,39.952,59.414
2/15/2012 18:00,60.787,35.102,45.708,60.14,52.762,44.998,44.56,48.399,47.456,62.901,47.096,47.701,59.974,44.737,45.495,43.323,40.693,44.12,33.949,41.288,42.527,43.894,44.836,59.414
2/15/2012 19:00,59.065,35.102,45.224,58.436,52.762,44.521,44.07,48.399,47.456,61.119,47.746,48.359,58.337,44.263,45.013,41.143,38.641,43.653,33.949,40.834,42.059,43.412,44.343,59.414
2/15/2012 20:00,46.935,35.102,44.426,46.386,45.259,43.735,43.31,47.431,46.507,48.515,47.515,48.125,46.307,43.481,44.218,40.361,35.045,42.882,33.949,40.13,41.333,42.663,43.578,47.162
2/15/2012 21:00,46.91,35.102,43.837,45.771,44.659,43.156,42.736,46.235,44.681,47.872,46.317,46.912,46.283,42.905,43.632,39.826,34.343,42.314,33.949,39.598,40.786,42.097,43,46.537
2/15/2012 22:00,46.91,35.102,43.333,45.245,44.145,42.659,41.881,44.626,39.673,47.322,44.705,45.279,46.283,42.047,42.76,37.762,34.343,41.467,33.949,37.545,38.672,41.255,42.14,46.001
2/15/2012 23:00,44.517,35.102,42.182,44.043,42.973,41.901,38.336,43.706,37.023,46.065,43.784,44.346,43.921,40.753,41.444,35.726,33.119,40.191,33.949,35.521,36.586,37.763,38.573,42.973
2/16/2012 0:00,51,47.536,48.497,50.636,49.406,47.743,45.847,45.37,42.029,50.308,46.624,46.033,50.318,45.464,46.235,35.892,31.937,44.837,45.975,35.686,36.756,44.608,45.565,49.406
2/16/2012 1:00,51,47.536,48.497,50.636,49.406,47.743,45.847,45.37,42.029,50.308,46.624,46.033,50.318,45.464,46.235,33.9,31.937,44.837,45.975,33.705,34.716,44.608,45.565,49.406
2/16/2012 2:00,51,47.536,48.497,50.636,49.406,47.743,45.847,45.37,42.029,50.308,46.624,46.033,50.318,45.464,46.235,33.9,31.937,44.837,45.975,33.705,34.716,44.608,45.565,49.406
2/16/2012 3:00,51,47.708,48.672,50.82,49.585,48.194,47.197,45.37,42.207,50.308,46.624,46.033,50.318,45.464,46.235,33.9,31.937,44.837,45.975,33.705,34.716,44.797,45.758,49.406
2/16/2012 4:00,52.058,50.079,50.122,52.333,51.062,49.343,49.078,46.959,46.045,50.308,46.624,46.282,50.318,45.464,46.235,33.9,31.937,44.837,45.975,33.705,34.716,44.797,45.758,49.406
2/16/2012 5:00,53.112,51.371,51.415,53.684,52.38,50.616,50.821,47.914,48.663,51.327,46.624,47.223,51.617,46.729,47.521,33.9,31.937,46.084,45.975,33.705,34.716,45.849,46.832,49.895
2/16/2012 6:00,73.626,71.213,71.274,74.419,72.611,70.166,70.45,63.736,63.248,71.152,62.021,62.817,72.642,58.469,59.46,34.22,32.239,57.662,61.158,33.439,34.442,59.591,60.869,61.014
2/16/2012 7:00,98.302,95.08,95.161,99.36,96.946,93.682,94.062,95.835,93.969,94.999,93.257,94.453,96.987,88.497,89.996,35.813,33.462,87.276,91.958,33.952,34.97,90.195,92.13,92.348
2/16/2012 8:00,64.947,62.819,62.872,65.646,64.052,60.917,61.246,63.318,62.085,62.765,61.614,62.405,64.998,58.469,59.46,34.464,32.202,57.662,60.756,32.674,33.654,59.591,60.869,61.014
2/16/2012 9:00,52.19,50.089,50.132,51.525,51.072,49.017,49.282,51.672,50.666,50.437,50.281,50.927,51.827,47.401,48.205,34.252,32.004,46.748,48.444,32.473,33.447,48.311,49.348,49.465
2/16/2012 10:00,48.542,45.021,45.766,45.492,46.624,44.931,44.955,47.935,47.001,46.91,46.645,47.243,48.754,43.699,44.44,33.386,31.195,43.097,43.543,31.652,32.601,44.284,45.234,45.602
2/16/2012 11:00,48.102,45.021,45.766,45.492,46.624,44.911,44.936,47.914,46.981,45.751,46.624,47.223,48.754,43.431,43.341,33.386,31.195,42.832,43.543,31.652,32.601,44.264,45.214,44.474
2/16/2012 12:00,48.102,45.422,45.766,45.492,46.624,44.911,44.936,47.914,46.981,43.495,46.624,47.223,48.754,43.431,43.341,33.46,31.263,42.832,43.931,31.721,32.672,44.264,45.214,44.474
2/16/2012 13:00,49.252,47.269,47.31,47.026,48.197,46.426,46.763,47.914,46.981,45.903,47.624,47.223,48.909,45.154,45.919,34.951,32.657,44.531,45.884,33.135,34.129,45.757,46.739,47.119
2/16/2012 14:00,49.635,48.109,48.085,49.487,48.987,47.338,47.593,47.101,46.184,47.315,48.404,47.791,49.711,46.04,46.821,36.296,33.914,45.405,47.73,34.41,35.442,46.507,47.505,48.673
2/16/2012 15:00,51,49.764,49.028,51.191,49.947,48.112,48.372,48.689,44.677,49.286,50.036,49.402,50.318,46.793,47.586,35.273,32.957,46.148,49.339,33.44,34.443,47.419,48.436,49.406
2/16/2012 16:00,52.058,50.972,50.217,52.433,51.159,48.737,49,50.57,45.258,50.308,51.968,51.31,51.362,47.401,48.205,40.546,37.885,46.748,52.702,38.439,39.592,48.035,49.065,49.963
2/16/2012 17:00,74.304,69.132,69.421,72.484,70.724,50.886,51.161,64.273,47.253,73.296,66.05,65.213,71.769,49.491,50.33,37.385,34.931,48.809,66.983,35.442,36.505,50.153,51.229,71.251
2/16/2012 18:00,72.741,69.132,69.421,72.484,70.724,50.593,50.866,64.273,46.981,73.296,66.05,65.213,71.769,49.206,50.04,35.543,33.21,48.528,66.983,33.696,34.707,49.864,50.934,71.251
2/16/2012 19:00,52.619,50.174,50.217,52.433,51.159,47.925,48.184,50.96,44.171,51.27,52.37,51.706,51.915,46.612,47.401,34.951,32.928,45.969,51.877,33.41,34.412,46.882,47.887,51.159
2/16/2012 20:00,51,48.455,48.497,50.636,49.406,46.745,46.998,47.386,37.672,50.308,48.697,48.08,50.318,45.464,46.235,33.9,31.937,44.837,48.019,33.41,34.412,45.912,46.897,49.406
2/16/2012 21:00,51,47.536,48.497,50.636,49.406,46.095,45.847,45.37,37.672,50.824,46.624,46.033,50.318,45.464,46.235,33.9,31.937,44.837,45.975,33.41,34.412,44.608,45.565,49.406
2/16/2012 22:00,51,47.536,48.497,50.636,49.406,46.095,45.847,45.37,37.672,50.308,46.624,46.033,50.318,45.464,46.235,33.9,31.937,44.837,45.975,33.41,34.412,44.608,45.565,49.406
2/16/2012 23:00,51,47.536,48.497,50.636,49.406,46.095,45.847,45.37,37.672,50.308,46.624,46.033,50.318,45.464,46.235,33.9,31.937,44.837,45.975,33.41,34.412,44.608,45.565,49.406
2/17/2012 0:00,48.263,38.918,41.653,45.209,44.111,41.005,38.501,38.998,36.422,47.284,39.067,39.569,47.618,40.767,41.458,35.405,32.92,40.205,37.64,35.141,36.196,37.536,38.342,45.965
2/17/2012 1:00,48.263,38.918,41.653,45.209,44.111,41.005,38.501,38.998,36.422,47.284,39.067,39.569,47.618,40.767,41.458,35.405,32.92,40.205,37.64,34.149,35.174,37.536,38.342,45.965
2/17/2012 2:00,48.263,38.918,41.653,45.209,44.111,41.005,38.501,38.998,36.422,47.284,39.067,39.569,47.618,40.767,41.458,35.405,32.92,40.205,37.64,34.149,35.174,37.536,38.342,45.965
2/17/2012 3:00,48.263,38.918,41.653,45.209,44.111,41.005,38.501,38.998,36.422,47.284,39.067,39.569,47.618,40.767,41.458,35.405,32.92,40.205,37.64,34.149,35.174,37.536,38.342,45.965
2/17/2012 4:00,48.263,38.918,41.653,45.209,44.111,41.005,38.501,40.148,39.431,47.284,39.067,39.569,47.618,40.767,41.458,35.405,32.92,40.205,37.64,34.149,35.174,37.536,38.342,45.965
2/17/2012 5:00,48.263,38.918,42.334,45.209,44.111,41.676,38.501,40.564,40.253,47.284,39.472,39.979,47.618,41.434,42.136,35.405,33.355,40.862,37.64,34.149,35.174,37.926,38.739,45.965
2/17/2012 6:00,45.696,36.891,43.299,45.209,44.111,42.626,39.824,41.958,41.636,47.284,40.829,41.353,44.763,41.832,42.541,35.725,33.657,41.255,35.68,34.149,35.174,39.229,40.07,45.965
2/17/2012 7:00,76.05,40.409,49.063,75.24,73.412,48.3,45.304,47.386,47.366,78.694,46.111,46.703,74.497,47.401,48.205,37.174,34.734,46.748,36.104,35.242,36.3,44.627,45.585,76.498
2/17/2012 8:00,53.374,45.612,47.232,49.316,48.118,46.498,46.046,47.188,46.27,51.58,45.919,46.508,52.66,46.228,47.012,37.449,34.991,45.591,36.104,35.503,36.568,45.358,46.331,53.061
2/17/2012 9:00,48.929,42.441,43.299,45.209,44.111,42.626,41.986,44.236,43.375,47.284,43.045,43.598,48.539,42.378,43.096,40.528,37.868,41.794,36.887,38.422,39.575,41.359,42.246,48.642
2/17/2012 10:00,48.542,42.441,43.299,45.209,44.111,42.626,41.986,43.406,42.561,46.91,42.238,42.78,48.917,42.378,43.096,41.039,35.305,41.794,39.476,39.112,40.285,41.58,42.246,48.257
2/17/2012 11:00,46.192,40.931,41.758,43.601,42.541,41.968,40.492,42.367,41.542,44.64,41.227,41.756,46.818,42.158,42.432,40.825,34.783,41.576,37.64,38.908,40.075,41.364,40.743,45.921
2/17/2012 12:00,46.192,38.918,41.758,43.601,42.541,41.335,38.501,40.909,40.112,41.687,39.808,40.319,46.818,41.654,41.791,39.595,33.392,41.079,37.64,37.537,38.663,39.907,39.069,42.883
