,BE,DE_ME,DE_NW,DE4-S,DE4-W,DK_W,DK_E,EE,FIN,FR_R,LT,LV,NL_R,NO1,NO2,NO3,NO4,NO5,PL,SE1,SE2,SE3,SE4,UK
1/1/2012 0:00,37.98,34.818,35.086,21.36983333,35.744,30.124,35.195,34.31725,37.235,30.58666667,15.17916667,0,38.277,36.162,7.068411,35.204,33.166,32.95443967,33.675,33.375,34.376,35.481,35.413,36.056
1/1/2012 1:00,37.98,34.818,35.086,0,35.744,30.124,35.195,37.437,37.235,30.58666667,0,0,38.277,36.162,1.081276,35.204,33.166,35.852,33.675,33.375,34.376,35.481,35.413,36.056
1/1/2012 2:00,37.98,34.818,35.086,0,35.744,30.124,35.195,37.437,37.235,27.528,0,0,38.277,36.162,1.081276,35.204,33.166,35.852,33.675,33.375,18.4965,35.481,35.413,36.056
1/1/2012 3:00,37.98,34.818,35.086,0,35.744,30.124,35.195,37.437,37.235,24.46933333,24.28666667,0,38.277,36.162,1.081276,35.204,33.166,35.852,33.675,33.375,7.154,35.481,35.413,36.056
1/1/2012 4:00,37.98,34.818,35.086,0,35.744,30.124,35.195,31.1975,37.235,30.58666667,15.17916667,6.1495,38.277,36.162,1.081276,35.204,33.166,35.852,33.675,33.375,25.302,35.481,35.413,36.056
1/1/2012 5:00,37.98,34.818,35.086,0,35.744,30.124,35.195,37.437,37.659,27.528,0,6.1495,38.277,36.162,1.081276,35.204,33.166,35.852,33.675,33.375,34.376,35.481,35.413,36.056
1/1/2012 6:00,37.98,34.818,35.086,0,35.744,30.408,35.296,28.07775,37.659,33.64533333,24.28666667,12.299,38.277,15.0675,1.081276,35.204,33.166,35.852,33.675,33.375,34.376,35.481,35.515,36.056
1/1/2012 7:00,37.259,34.818,35.086,0,35.744,30.58,31.69774461,37.437,37.747,21.41066667,36.43,15.37375,36.761,0,1.081276,35.204,33.166,35.852,33.675,33.453,34.456,35.564,35.668,36.537
1/1/2012 8:00,3.05075,34.818,34.938,0,35.593,30.861,31.58524461,31.1975,3.13825,29.98166667,18.215,12.299,36.119,15.0675,0.180212667,35.204,33.166,35.852,33.675,33.375,34.376,35.481,35.517,36.382
1/1/2012 9:00,0,34.818,34.848,15.16083333,35.502,28.628,35.208,34.31725,0,26.95425,0,18.4485,36.026,36.162,0,35.204,33.166,35.852,33.675,33.375,34.376,35.481,35.426,36.056
1/1/2012 10:00,0,34.979,35.086,36.554,35.666,26.357,35.449,28.07775,0,29.35166667,0,3.07475,36.183,33.28966667,0,35.354,33.166,35.876,33.831,33.517,34.522,35.632,35.668,33.05133333
1/1/2012 11:00,0,34.979,35.17,27.4155,35.666,24.158,35.533,31.1975,0,29.35166667,0,0,36.183,21.2345,0,35.438,33.166,0,33.831,33.596,34.604,35.717,35.753,36.233
1/1/2012 12:00,0,34.979,35.096,0,35.666,24.158,35.533,31.1975,9.30875,29.35166667,0,6.1495,36.193,12.10866667,0.540638,35.363,33.166,23.90133333,33.831,33.526,34.532,35.642,35.753,36.233
1/1/2012 13:00,0,35.5,35.676,0,36.197,24.158,36.045,34.81133333,37.819,35.978,0,18.714,36.732,36.818,0.535698333,35.655,33.493,36.31,34.334,33.98,34.999,36.125,36.268,30.95916667
1/1/2012 14:00,0,36.1,36.521,0,36.808,28.628,36.899,38.876,38.119,33.64533333,0,0,37.473,37.266,0,36.088,33.9,36.752,36.448,34.393,35.425,36.564,37.127,15.89291667
1/1/2012 15:00,0,38.98,39.014,27.15666667,39.745,31.083,39.402,29.51775,38.591,26.33733333,0,0,40.333,39.073,0,37.838,9.198,38.534,39.345,36.061,37.143,38.337,39.16,27.09333333
1/1/2012 16:00,0,42.648,42.685,29.712,43.485,32.663,42.191,43.393,25.25286718,38.845,0,7.128,47.59,41.239,2.139046,38.371,33.44383333,40.67,42.713,36.377,37.469,41.051,41.932,43.956
1/1/2012 17:00,0,48.926,48.968,0,49.886,35.036,48.402,46.696,22.15428818,17.825,0,15.79333333,54.595,46.351,8.687,38.371,35.853,45.711,47.32,36.377,37.469,45.478,46.453,45.21833333
1/1/2012 18:00,0,50.636,51.026,8.8795,51.983,36.234,50.094,48.329,44.346,31.19375,0,0,54.595,46.612,4.102819,39.74,37.132,45.969,48.974,37.675,38.805,47.068,48.077,54.262
1/1/2012 19:00,0,50.636,51.026,44.3975,51.983,35.446,50.094,47.669,44.346,40.10625,0,0,54.595,46.189,1.081276,44.729,41.793,45.552,48.974,42.405,43.677,47.068,48.077,51.983
1/1/2012 20:00,0,50.636,51.026,53.277,51.983,33.565,50.094,47.669,41.264,49.01875,0.901063333,0.901063333,54.595,42.972,1.081276,41.614,39.204,42.379,48.974,39.778,40.971,43.797,48.077,51.983
1/1/2012 21:00,0,50.636,51.026,53.277,51.983,32.709,50.094,41.97,39.09,53.475,1.081276,1.081276,54.595,41.559,1.081276,38.255,36.041,40.986,43.119,38.036,39.177,41.441,42.33,51.983
1/1/2012 22:00,0,50.636,51.026,53.277,51.983,31.392,50.094,40.268,38.861,52.055,0,10.21425,54.595,40.523,1.081276,37.615,35.437,39.964,40.805,37.399,38.521,39.76,40.613,50.602
1/1/2012 23:00,7.31,42.422,42.458,44.332,43.255,30.124,41.968,35.6175,41.909,38.85383333,-42.58333333,35.10416667,44.454,39.072,12.759273,37.674,35.493,36.08841667,41.029,37.458,38.581,39.822,40.676,40.773
1/2/2012 0:00,33.821,27.578,32.141,33.559,32.744,32.158,31.558,20.83133333,1.287279708,24.51375,31.163,7.89075,34.28,33.064,32.513,18.90078167,29.798,1.081276,26.673,29.813,30.707,31.695,31.753,33.056
1/2/2012 1:00,31.00258333,25.27983333,32.141,27.96583333,32.744,32.158,31.558,23.43525,0,29.96125,31.163,13.15125,34.28,33.064,32.513,1.081276,29.798,1.081276,26.673,29.813,30.707,31.695,31.753,33.056
1/2/2012 2:00,33.821,27.578,32.141,30.76241667,32.744,32.158,31.558,28.64308333,0,29.96125,31.163,5.2605,34.28,33.064,32.513,1.081276,29.798,1.081276,26.673,29.813,30.707,31.695,31.753,33.056
1/2/2012 3:00,33.821,9.192666667,32.141,27.96583333,32.744,32.158,31.558,5.207833333,0,32.685,31.163,18.41175,34.28,33.064,32.513,11.26385067,29.798,1.081276,26.673,29.813,30.707,31.695,31.753,33.056
1/2/2012 4:00,33.821,27.578,32.141,30.76241667,32.744,32.158,31.558,16.0125,0,27.2375,31.163,21.042,34.28,33.064,32.513,31.629,29.798,1.081276,26.673,29.813,30.707,31.695,31.753,33.056
1/2/2012 5:00,34.744,27.578,32.722,28.47166667,33.336,32.302,32.128,22.024,0,34.292,29.55818967,21.70666667,-0.059943906,33.064,32.513,31.629,29.798,1.081276,26.673,29.946,9.399166667,31.837,32.327,33.336
1/2/2012 6:00,35.866,32.763,34.229,35.74,34.871,33.697,33.516,28.23,0,35.576,1.081276,19.47575,-171.7596634,34.2,33.631,32.952,30.792,31.00835633,14.169,31.24,5.961666667,33.212,33.724,34.419
1/2/2012 7:00,29.127,35.764,36.487,34.92225,37.171,35.92,36.114,2.823,0,31.27583333,0.901063333,19.47575,-171.7596634,36.157,35.554,20.85066667,32.718,35.658,14.169,33.194,6.302333333,35.29,36.047,27.36225
1/2/2012 8:00,19.69875,43.571,44.451,43.80383333,46.625,43.76,43.507,13.37466667,0,38.07416667,16.89949433,26.364,-171.7596634,43.371,43.282,35.597,39.247,14.52575,14.169,39.818,6.813333333,42.331,43.24,0
1/2/2012 9:00,24.86933333,35.777,36.112,31.42083333,36.789,35.551,35.394,33.876,0,18.025,17.022638,22.258,-171.7596634,35.534,35.162,34.411,32.325,1.362666667,14.169,32.795,27.12275,34.865,35.613,0
1/2/2012 10:00,33.74525,36.061,36.092,34.10916667,36.769,35.382,35.363,32.78916667,0,20.75266667,0.450531667,17.4675,-171.7596634,35.068,34.995,33.959,31.9,1.022,14.169,32.364,33.335,34.407,35.145,0
1/2/2012 11:00,18.0385,35.34,35.37,21.27125,36.034,34.745,34.932,34.742,0,31.95958333,0,22.82733333,-171.7596634,34.641,34.557,33.546,31.512,0.851666667,14.169,31.971,32.93,33.988,34.718,0
1/2/2012 12:00,23.458,34.468,34.498,26.6745,35.145,33.888,34.071,11.458,0,25.50375,0.991169667,16.939,-85.333137,31.17216667,33.894,32.931,30.934,0,26.673,31.385,20.15832183,33.366,34.081,0
1/2/2012 13:00,5.8645,34.468,34.498,26.6745,35.145,33.888,34.099,0,0,11.335,1.081276,14.26708333,35.664,31.18866667,33.894,32.949,30.951,0,33.336,31.401,6.302333333,33.383,34.099,0
1/2/2012 14:00,0,34.759,34.789,32.87716667,35.441,34.174,34.387,0,0,25.719,11.54421267,28.775,35.965,31.46733333,34.18,33.243,31.318,0.2555,33.618,31.682,5.114939667,33.681,34.404,0.270319
1/2/2012 15:00,0,35.211,35.241,36.796,35.902,34.522,34.834,0,0,29.3175,34.536,28.91,36.433,31.78816667,34.557,33.582,31.546,4.513833333,34.055,32.005,5.3655,34.025,34.755,0
1/2/2012 16:00,0,44.101,44.992,48.805,47.619,43.722,27.86983333,0,0,23.3315,38.658,21.277545,-43.04560977,43.469,44.205,23.42608333,35.752,4.428666667,38.668,36.273,6.557833333,38.562,39.389,0
1/2/2012 17:00,0,40.107,44.413,48.805,47.619,43.722,15.509,0,0,27.22008333,38.579,2.319399752,-171.7596634,43.469,44.205,11.72933333,35.679,7.154,38.59,36.199,8.005666667,38.483,39.309,0
1/2/2012 18:00,0,40.107,40.918,44.73791667,47.619,40.282,39.552,0,0,34.99725,38.579,4.165336333,-24.65788781,40.048,32.33375,38.183,35.679,7.154,38.59,36.199,7.262923992,38.483,39.309,0
1/2/2012 19:00,0,40.107,40.918,41.217,43.872,40.282,39.552,0,0,25.07808333,38.579,38.09,44.52,40.048,7.068833333,38.183,35.679,7.068833333,38.59,36.199,7.154,38.483,39.309,0
1/2/2012 20:00,0,36.009,36.04,37.63,36.716,35.367,35.558,0,0,23.986,35.319,8.71775,37.259,35.714,23.63666667,29.50216667,32.583,5.535833333,34.827,32.788,6.983666667,34.858,35.606,0
1/2/2012 21:00,0,35.058,35.254,36.81,35.916,34.496,34.682,0,0,11.814,34.385,0,36.446,32.11541667,34.638,1.107166667,31.963,1.107166667,33.906,31.98,6.8985,33.999,34.728,0
1/2/2012 22:00,0,34.533,34.562,36.087,35.211,33.794,33.976,0,0,17.5175,33.871,0,35.731,34.533,33.958,0,31.506,0,33.399,31.33,5.3655,33.307,34.022,0
1/2/2012 23:00,8.45525,32.713,32.741,34.185,33.355,32.232,32.147,15.8265,0,27.2375,32.085,0,34.28,33.14,32.588,19.229,30.319,1.533,31.638,29.881,17.944,31.767,32.346,16.61810633
1/3/2012 0:00,35.432,33.44,33.693,32.24741667,34.325,33.169,33.081,19.69041667,0,29.075,0,5.544666667,34.958,34.103,18.3005,32.46,30.332,0.270319,32.342,30.773,31.696,32.716,33.286,11.44133333
1/3/2012 1:00,35.432,33.025,33.693,35.179,34.325,33.169,31.65208154,25.31625,0,34.89,10.949,0,34.958,34.103,33.535,32.46,30.332,0,31.941,30.773,31.696,32.716,32.873,0
1/3/2012 2:00,23.62133333,33.025,33.693,35.179,34.325,33.169,12.66792436,0,0,31.9825,32.847,0,34.958,34.103,33.535,32.46,30.332,0,31.941,30.773,31.696,32.716,32.873,0
1/3/2012 3:00,0,33.025,33.693,35.179,34.325,33.169,19.35354611,0,0,14.5375,32.847,0,34.958,31.26108333,3.731416667,5.6655,30.332,0,31.941,30.773,31.696,32.716,32.873,0
1/3/2012 4:00,0,33.025,33.693,32.24741667,34.325,33.169,21.50125659,8.50425,0,29.26333333,33.101,5.587666667,34.958,11.36766667,0,0,30.332,0,31.941,30.773,31.696,32.716,32.873,0
1/3/2012 5:00,0,33.025,33.693,35.179,34.325,33.169,8.370515174,31.18225,0,20.5975,33.101,5.587666667,34.958,0,0,0,30.922,0,31.941,31.372,32.313,27.79333333,32.873,0
1/3/2012 6:00,8.952,34.196,34.38,35.897,35.025,33.846,6.362611136,34.826,0,0,33.888,0,35.543,0,0,0,31.569,0,33.416,32.028,32.989,0,34.039,0
1/3/2012 7:00,28.28333333,40.717,40.751,42.549,38.05633333,40.775,0.090106333,35.67416667,0,29.01133333,41.657,7.031833333,42.129,0,0,0,38.137,0,41.077,38.692,39.853,23.99483333,10.31225,0
1/3/2012 8:00,33.62583333,34.6005,38.509,40.208,35.96266667,38.14,34.97541667,39.278,0,27.13666667,16.556161,0,39.811,0,0,0,35.672,0,37.689,36.192,37.277,19.238,38.391,23.08191667
1/3/2012 9:00,33.55916667,31.756,32.398,31.00808333,33.005,32.909,32.592,25.7535,0,20.63833333,0,0,36.563,2.9215,0,0,31.056,0,30.713,31.508,32.453,13.95708333,32.793,23.934
1/3/2012 10:00,24.01266667,29.7,31.874,27.73416667,27.06,32.377,32.065,34.297,0,20.30466667,0,0,36.482,14.58458333,0,0,30.554,0,28.725,30.999,31.929,32.956,32.263,0
1/3/2012 11:00,25.86825,22.85708333,32.061,29.21325,29.94016667,32.567,32.252,34.498,0,16.666,0,0,34.958,31.14925,0,0,30.733,0,25.31,31.18,32.116,33.148,32.452,0
1/3/2012 12:00,34.491,12.2395,32.061,29.21325,32.662,32.567,32.27,31.63966667,0,13.88833333,0,0,34.958,25.48575,0,0,30.75,0,25.31,31.197,17.25883333,33.166,32.47,0
1/3/2012 13:00,20.41083333,14.27941667,32.35,32.51,32.957,32.861,32.44,31.32983333,0,11.27133333,0,0,-85.41647034,19.82225,0,0,30.912,0,25.31,31.362,0,30.56258333,32.641,0
1/3/2012 14:00,18.0515,25.01858333,33.693,35.179,31.46458333,33.169,32.991,34.759,0,5.815,0,0,-171.7596634,0,0,0,31.023,0,28.219,31.475,0,33.461,33.195,0
1/3/2012 15:00,0,27.472,34.38,35.988,26.3355,33.846,33.664,32.51233333,0,0,0,2.913,-28.62661057,8.69975,0,0,31.656,0,28.404,32.117,0,34.144,33.872,0
1/3/2012 16:00,0,27.472,39.662,46.545,37.845,39.046,36.139,36.674,0,0,0,0,0,37.08008333,0,0,34.436,0,28.404,34.937,4.002833333,34.04683333,36.362,0
1/3/2012 17:00,0,25.18266667,46.277,50.358,49.134,45.557,34.598,29.86,0,4.236,0,0,-28.62661057,35.39775,0,0,32.968,0,28.226,33.448,5.450666667,35.559,34.812,0
1/3/2012 18:00,0,19.398,36.595,43.82216667,42.75791667,36.026,34.484,26.874,21.31733333,7.6775,0,0,0,24.882,0,0,32.86,3.067333333,28.219,33.338,6.046833333,35.442,34.698,0
1/3/2012 19:00,15.5325,20.604,35.421,33.902,36.085,34.87,33.439,32.78641667,36.477,6.004166667,0.180212667,0.180212667,-171.7596634,14.87375,0,0,31.864,0,28.219,32.328,2.640166667,34.368,33.646,0
1/3/2012 20:00,30.08583333,20.604,34.663,36.209,35.33,34.125,32.724,34.478,35.163,11.63,0.090106333,0.090106333,-154.4416082,17.543,0,11.12333333,31.183,0,28.219,31.639,0,28.0275,32.927,0
1/3/2012 21:00,0,25.18266667,33.693,17.5895,34.325,33.169,32.065,31.02458333,34.517,8.7225,0,0,34.958,11.36766667,0,27.05,30.332,0,28.219,30.776,0,24.537,32.263,0
1/3/2012 22:00,23.62133333,22.89333333,33.693,0,34.325,33.169,32.065,25.31625,34.426,2.9075,0,0,34.958,2.841916667,0.511,27.05,30.332,0,28.219,30.776,0.511,21.81066667,32.263,0.090106333
1/3/2012 23:00,35.432,25.18266667,33.693,29.31583333,34.325,33.169,32.065,30.94208333,33.098,11.63,0,0,34.958,14.20958333,30.91075,32.46,30.332,0,28.219,30.773,20.6185,32.716,32.263,0
1/4/2012 0:00,35.116,22.869,32.99,25.8345,33.609,32.478,31.145,30.53691667,33.974,28.98833333,0,10.944,34.646,33.512,12.00666667,32.307,30.436,25.09960633,22.119,30.789,31.013,32.01,31.337,0.090106333
1/4/2012 1:00,35.116,22.869,32.99,22.964,33.609,32.478,31.145,30.53691667,5.662333333,31.88716667,0,5.472,34.646,33.512,0,32.307,30.436,22.23066667,22.119,30.109,31.013,32.01,31.337,0
1/4/2012 2:00,35.116,22.869,32.99,31.5755,22.406,32.478,31.145,24.98475,0,28.98833333,0,13.68,34.646,27.92666667,0,32.307,30.436,0,22.119,30.109,31.013,32.01,31.337,0
1/4/2012 3:00,35.116,22.869,32.99,31.5755,0,32.478,31.145,27.76083333,0,11.59533333,0,24.624,34.646,33.512,0,32.307,30.436,0,22.119,30.109,31.013,32.01,31.337,0
1/4/2012 4:00,35.116,22.869,32.99,22.964,19.60525,32.478,31.145,11.10433333,0,31.88716667,0,13.68,34.646,33.512,0,32.307,30.436,0,22.119,30.109,7.183416667,32.01,31.337,0
1/4/2012 5:00,0,22.869,32.99,31.5755,28.0075,32.478,31.803,0,0,29.13083333,0.901063333,16.763,34.646,33.512,0,32.431,30.553,0,22.119,30.746,1.582396667,32.686,32,19.72541667
1/4/2012 6:00,0,27.254,33.401,34.875,34.028,33.081,32.043,0,0,33.198,5.273833333,2.815,34.531,22.67533333,0,33.233,30.633,0.991169667,26.359,30.978,4.684166667,32.934,32.242,34.321
1/4/2012 7:00,10.72725,36.891,40.615,42.407,34.48083333,39.984,38.343,0,0,33.2655,9.466,9.70675,42.335,21.052,0.720850667,22.80833333,36.536,1.081276,35.68,37.068,0.430773,32.84,38.58,43.116
1/4/2012 8:00,46.896,27.195,43.467,41.74683333,40.733,42.791,41.035,0,0,38.22916667,0,17.45708333,46.269,3.629083333,2.404425333,35.14333333,39.102,0.901063333,26.303,39.671,0,38.66041667,41.289,44.595
1/4/2012 9:00,35.962,19.002,34.32,32.84875,34.964,34.188,33.557,0,0,35.086,0,26.53125,35.481,14.64625,3.066,28.51666667,31.976,0.810957,19.647,32.442,0.810957,31.61491667,33.765,35.469
1/4/2012 10:00,34.641,25.931,33.115,0,33.736,33.336,32.721,0,0,33.477,0,23.49333333,34.234,0,2.725333333,30.69825,31.55,0.180212667,25.08,31.633,0,30.8275,32.923,34.438
1/4/2012 11:00,32.879,25.166,31.273,0,31.859,31.766,25.438,0,0,21.18333333,0,14.17125,32.44,0,1.703333333,18.84575,30.436,0,24.34,30.317,1.022,29.54508333,31.554,27.23916667
1/4/2012 12:00,27.39916667,19.002,31.273,10.43833333,31.859,31.766,23.25,0,0,26.47916667,0,19.63033333,32.44,0,1.022,26.9225,30.436,0,19.647,30.317,0.2555,29.54508333,31.554,29.96308333
1/4/2012 13:00,33.655,19.002,31.794,11.06533333,32.39,32.296,23.25,0,0,29.81366667,0,19.63033333,25.0545,0,0.170333333,29.91175,30.741,0,19.647,30.822,0,30.03641667,32.079,13.94083333
1/4/2012 14:00,28.8825,22.869,32.99,0,33.609,33.021,32.598,0,0,33.494,0,17.182,20.48048567,0,0,33.329,31.399,0,23.646,31.515,0,25.128,32.8,0
1/4/2012 15:00,24.11333333,33.198,34.728,0,35.395,34.188,33.557,0,0,17.543,0,17.6245,35.918,0,0.810957,34.22,32.239,0.810957,32.225,32.442,2.224212667,34.489,33.765,0.810957
1/4/2012 16:00,23.05858333,33.259,37.114,13.12966667,38.432,36.537,35.038,0,0,13.29166667,0,18.1915,19.59010633,0,0.180212667,27.46425,33.387,0.180212667,32.225,33.873,2.219273,36.011,35.255,0.180212667
1/4/2012 17:00,0,33.259,38.641,0,48.072,38.041,36.479,0,0,16.484,0,36.947,0,0,0,45.425,35.783,0,32.225,35.267,4.088,37.493,36.705,0
1/4/2012 18:00,0,33.259,37.311,0,43.312,36.732,35.224,0,0,18.72416667,0,18.288,-171.7596634,0,0,12.225,34.552,0,32.225,34.053,4.3435,36.203,35.442,0
1/4/2012 19:00,0,27.71583333,35.453,3.08475,36.118,34.902,34.209,0,0,31.74166667,0,20.72116667,-32.81922115,27.189,0,0,33.074,26.814,32.225,33.072,4.3435,35.159,34.421,0
1/4/2012 20:00,0,30.48741667,34.263,30.03333333,32.23366667,34.078,33.642,0,0,34.786,0,14.55541667,35.684,8.81,0,0,32.362,8.7455,32.167,32.523,1.7885,34.576,33.85,0
1/4/2012 21:00,0,22.869,33.513,32.076,34.142,33.332,32.905,0,0,23.40533333,0,0,34.646,0,0,0,0,0,22.119,31.811,1.022,33.819,33.109,0
1/4/2012 22:00,0,19.0575,32.99,34.446,33.609,32.812,32.392,0,0,11.59533333,0,0,34.646,11.38233333,3.224,0,0,0,22.119,31.315,1.207152333,30.51766667,11.21948567,0
1/4/2012 23:00,0,19.0575,32.99,34.446,33.609,32.478,32.062,5.552166667,0,31.88716667,0,13.68,34.646,33.983,33.417,6.215333333,15.641,0,22.119,30.996,14.92066667,32.952,19.67,0
1/5/2012 0:00,20.7375,21.26391667,33.507,34.986,34.136,33.284,32.857,31.73316667,0,34.356,0,8.52975,35.075,25.8135,17.4335,33.519,31.579,28.44666667,23.985,31.765,32.718,33.77,33.061,0
1/5/2012 1:00,35.55,21.26391667,33.507,32.0705,34.136,33.284,32.857,34.618,0,34.356,0,0,35.075,14.34083333,0,33.519,31.579,34.136,23.985,31.765,32.718,33.77,33.061,0
1/5/2012 2:00,32.5875,21.26391667,33.507,26.2395,34.136,33.284,32.857,34.618,0,31.493,0,8.52975,35.075,31.54983333,1.447833333,33.519,31.579,34.136,23.985,31.765,32.718,33.77,33.061,0
1/5/2012 3:00,29.625,21.26391667,33.507,29.155,34.136,33.284,32.857,31.73316667,0,22.904,0,11.373,35.075,25.8135,0,33.519,31.579,34.136,23.985,31.765,32.718,33.77,33.061,0
1/5/2012 4:00,8.8875,23.197,33.507,34.986,31.29133333,33.284,32.857,28.84833333,0,31.493,0.901063333,22.746,35.075,22.94533333,16.9225,33.519,31.579,25.602,23.985,31.765,32.718,33.77,33.061,0
1/5/2012 5:00,0,23.197,33.507,34.986,34.136,33.284,32.857,34.666,0,17.558,1.081276,34.166,35.075,34.418,33.845,33.519,31.579,8.534,23.985,31.765,32.718,33.77,33.061,0
1/5/2012 6:00,0,11.8075,34.024,32.56458333,34.662,34.056,33.619,35.837,0,26.973,1.081276,11.77333333,35.174,35.216,23.768,34.309,32.322,34.94,14.169,32.502,23.68066667,34.553,33.828,0
1/5/2012 7:00,0,24.146,37.514,39.169,38.218,36.931,36.334,36.872,0,3.35875,0.810957,21.46865233,38.783,38.261,38.182,37.051,34.622,37.733,23.353,35.126,6.3875,37.343,36.559,26.12
1/5/2012 8:00,22.786,24.146,43.663,41.89716667,44.595,42.985,41.97,40.887,0,7.34,7.53223,0.720850667,45.254,44.196,18.78925,42.799,39.993,43.586,23.645,40.575,38.9055,43.136,42.23,14.865
1/5/2012 9:00,33.44583333,0,38.534,30.25275,39.357,37.935,37.235,37.787,0,19.393,18.385,3.1035,39.939,19.502,0,37.771,35.585,38.466,24.527,35.998,37.077,38.27,37.466,0
1/5/2012 10:00,31.07833333,0,35.823,28.053,30.4125,35.363,35.173,31.01916667,0,9.01025,0.991169667,15.21833333,37.034,15.15,0,35.31,33.266,35.858,28.63,33.75,20.7025,35.88,35.391,0
1/5/2012 11:00,33.07608333,0,34.93,21.27475,29.65416667,34.387,34.203,36.035,0,11.62366667,0.090106333,20.71766667,35.601,11.78533333,0,34.617,32.613,34.869,23.985,32.818,6.132,34.89,34.414,0
1/5/2012 12:00,26.6625,0,34.148,20.79875,34.789,33.665,33.484,35.258,8.9895,11.452,0,5.7915,35.075,20.19091667,0,33.89,31.928,19.91266667,23.985,32.129,5.56721218,34.157,33.691,0
1/5/2012 13:00,0,0,34.148,32.68375,31.88991667,33.665,33.484,29.38166667,35.958,8.589,0,8.68725,35.303,23.07533333,0,25.4175,31.928,8.534,23.985,32.129,6.132,34.157,33.691,0
1/5/2012 14:00,20.7375,0,34.414,32.93858333,35.06,33.879,33.79,32.63425,36.308,11.452,0.180212667,29.23916667,-85.36897034,5.805666667,0,17.053,32.131,22.902,24.523,32.334,6.132,34.374,33.999,0
1/5/2012 15:00,36.083,0,34.733,36.265,35.384,34.277,34.103,35.93,36.644,0,1.081276,35.412,-171.7596634,0,34.655,34.309,32.322,0,32.456,32.526,6.132,34.579,34.314,0
1/5/2012 16:00,3.728916667,19.67933333,41.505,29.61866667,43.348,40.86,39.183,29.77725,35.68583333,14.86433333,1.081276,26.08733333,-171.7596634,0,24.64233333,40.797,38.435,28.85333333,33.675,6.557833333,19.83408333,40.272,39.426,0
1/5/2012 17:00,0,30.92466667,46.477,42.105,49.298,45.754,37.524,28.5165,0,32.66733333,0.090106333,34.35116667,-171.7596634,0,0,39.069,36.808,46.748,33.675,7.251045329,37.365,38.566,37.756,0
1/5/2012 18:00,0,30.92466667,39.219,44.97533333,47.872,38.609,36.181,36.717,0,46.91,6.765790333,36.187,-171.7596634,0,0,37.635,35.456,38.778,33.164,2.044,36.027,37.186,36.405,0
1/5/2012 19:00,0,33.259,36.782,38.503,37.567,36.21,34.724,36.45,37.174,30.85166667,9.678207,35.924,-171.7596634,0,0,35.526,33.469,12.06,34.186,6.8985,34.577,35.689,34.939,0
1/5/2012 20:00,0,32.109,35.127,36.677,35.786,34.581,34.209,36.042,36.758,35.067,29.316773,23.68133333,-171.7596634,5.925833333,0,20.19091667,32.609,0,33.199,4.305806521,33.799,34.886,34.421,0
1/5/2012 21:00,0,31.39,34.539,36.063,32.25475,34.324,33.731,35.837,35.355,31.85325,34.873,17.66,-171.7596634,23.55533333,0,0,32.524,0,32.456,27.8555,33.588,34.668,33.94,0
1/5/2012 22:00,0,28.18383333,33.507,34.986,34.136,33.298,32.857,35.837,35.14,31.493,34.873,20.60333333,-14.31330529,25.8135,0,11.173,31.579,11.37866667,31.789,31.765,32.718,33.77,33.061,0
1/5/2012 23:00,0,24.40533333,33.507,32.0705,34.136,33.284,32.857,34.618,33.944,34.356,33.686,11.373,-105.7376923,14.34083333,0,33.519,31.579,22.84743967,27.528,31.765,32.718,33.77,30.30591667,2.844666667
1/6/2012 0:00,9.5975,30.74683333,34.531,36.055,32.24741667,34.09,33.905,11.90733333,35.157,34.00833333,2.896666667,5.867833333,37.877,35.219,23.70098567,33.888,31.927,1.903304667,32.44,31.604,32.552,33.599,34.115,36.065
1/6/2012 1:00,9.5975,33.542,34.531,36.055,26.38425,34.09,33.905,0,35.157,37.1,0,8.80175,37.877,35.219,35.146,33.888,31.927,3.847319,32.44,31.604,32.552,33.599,34.115,36.065
1/6/2012 2:00,38.39,30.74683333,34.531,24.03666667,32.24741667,34.09,33.905,8.9305,14.64875,34.00833333,0,17.6035,37.877,35.219,35.146,33.888,31.927,5.11,32.44,31.604,32.552,33.599,34.115,36.065
1/6/2012 3:00,38.39,33.542,34.531,21.03208333,35.179,34.09,33.905,20.83783333,0,34.00833333,0,17.6035,37.877,20.54441667,35.146,33.888,31.927,5.3655,32.44,31.604,32.552,33.599,34.115,36.065
1/6/2012 4:00,38.39,33.542,34.531,24.03666667,35.179,34.09,33.905,20.83783333,14.85875,37.1,5.793333333,26.40525,37.877,0,35.146,33.888,31.927,12.60091667,32.44,31.604,32.552,33.599,34.115,36.065
1/6/2012 5:00,38.39,30.74683333,34.531,36.055,35.179,34.09,33.905,2.976833333,35.952,34.00833333,2.896666667,14.66958333,37.877,0,35.146,31.3195,31.927,21.11258333,32.44,31.862,32.818,33.873,34.115,12.19693967
1/6/2012 6:00,15.80541667,26.968,35.943,34.40158333,36.618,35.385,34.209,0,36.758,19.626,0,29.60166667,37.426,2.469833333,36.541,2.980833333,32.501,2.980833333,26.082,32.706,33.687,34.77,34.421,0
1/6/2012 7:00,0.270319,34.326,38.153,44.851,41.853,37.56,36.315,0,37.558,0,0,37.709,46.689,4.599,37.974,4.599,33.166,4.599,33.199,33.648,34.658,35.772,36.54,16.08566667
1/6/2012 8:00,0.090106333,42.168,47.496,50.682,49.451,46.758,45.937,24.1995,47.456,17.66966667,0,43.72591667,33.69533333,7.584773,34.24133333,0.090106333,41.95,7.584773,40.784,42.564,43.841,45.251,46.222,36.35333333
